Date,Open,High,Low,Close,Volume,Open Interest
1986-09-22,198.0,198.0,197.5,197.5,4.0,4.0
1986-09-23,197.5,197.5,196.0,197.5,14.0,18.0
1986-09-24,198.0,198.25,198.0,198.0,13.0,30.0
1986-09-25,198.0,198.0,195.5,196.5,24.0,35.0
1986-09-26,196.5,197.5,196.5,197.5,6.0,39.0
1986-09-29,198.0,199.5,198.0,199.5,10.0,47.0
1986-09-30,200.5,202.0,200.5,200.75,8.0,51.0
1986-10-01,200.5,200.5,199.5,200.5,11.0,59.0
1986-10-02,199.0,199.5,199.0,199.0,8.0,62.0
1986-10-03,199.0,199.25,197.0,197.0,28.0,65.0
1986-10-06,196.0,196.5,195.0,195.0,4.0,66.0
1986-10-07,195.75,195.75,195.75,195.75,0.0,66.0
1986-10-08,196.0,197.0,196.0,197.0,9.0,64.0
1986-10-09,198.0,198.0,198.0,198.0,1.0,63.0
1986-10-10,198.0,198.0,198.0,198.0,0.0,63.0
1986-10-13,195.5,197.0,195.5,196.5,6.0,69.0
1986-10-14,198.0,198.0,198.0,198.0,0.0,69.0
1986-10-15,198.0,198.0,197.5,198.0,6.0,72.0
1986-10-16,198.25,199.0,198.25,199.0,10.0,71.0
1986-10-17,199.75,199.75,199.75,199.75,0.0,71.0
1986-10-20,200.0,200.5,200.0,200.0,16.0,84.0
1986-10-21,199.5,200.25,199.5,200.0,10.0,92.0
1986-10-22,201.0,202.25,201.0,202.0,40.0,92.0
1986-10-23,201.75,201.75,200.0,200.5,19.0,105.0
1986-10-24,200.5,201.5,200.5,200.5,7.0,109.0
1986-10-27,200.0,200.0,198.5,199.5,25.0,121.0
1986-10-28,200.0,201.0,200.0,200.0,27.0,134.0
1986-10-29,200.0,200.0,199.0,199.0,40.0,158.0
1986-10-30,199.0,200.0,198.25,200.0,21.0,164.0
1986-10-31,200.0,200.0,199.75,199.75,2.0,166.0
1986-11-03,201.75,201.75,201.25,201.25,2.0,165.0
1986-11-04,201.5,201.75,201.0,201.5,52.0,194.0
1986-11-05,201.5,203.0,201.5,203.0,11.0,199.0
1986-11-06,203.5,203.5,202.5,202.5,13.0,209.0
1986-11-07,202.0,203.75,202.0,203.5,16.0,221.0
1986-11-10,203.0,203.25,202.25,202.25,8.0,223.0
1986-11-11,201.0,201.25,200.25,200.75,9.0,228.0
1986-11-12,200.0,202.25,200.0,202.25,40.0,249.0
1986-11-13,202.75,202.75,202.0,202.5,11.0,251.0
1986-11-14,201.5,203.0,200.75,200.75,21.0,246.0
1986-11-17,199.5,200.5,199.5,200.0,17.0,246.0
1986-11-18,200.0,200.0,199.25,199.75,61.0,269.0
1986-11-19,199.25,199.75,199.0,199.25,56.0,307.0
1986-11-20,199.25,199.5,199.0,199.5,42.0,338.0
1986-11-21,199.0,199.0,198.0,198.0,44.0,346.0
1986-11-24,198.0,199.0,197.5,197.5,34.0,366.0
1986-11-25,197.5,198.5,197.5,198.25,67.0,389.0
1986-11-26,199.0,199.0,198.0,198.25,27.0,412.0
1986-11-28,199.0,199.0,197.5,197.5,40.0,404.0
1986-12-01,197.5,198.75,197.5,198.0,86.0,429.0
1986-12-02,198.25,198.25,196.5,196.5,48.0,410.0
1986-12-03,195.5,195.5,192.5,192.75,193.0,522.0
1986-12-04,192.0,193.0,191.25,193.0,155.0,612.0
1986-12-05,192.5,193.5,192.5,193.25,8.0,615.0
1986-12-08,193.0,193.75,193.0,193.75,21.0,632.0
1986-12-09,193.25,193.25,191.0,191.25,22.0,635.0
1986-12-10,190.75,192.0,190.5,192.0,48.0,673.0
1986-12-11,191.75,191.75,190.0,190.5,410.0,937.0
1986-12-12,189.5,190.0,189.0,189.5,134.0,940.0
1986-12-15,189.25,190.5,189.25,190.5,67.0,986.0
1986-12-16,190.5,191.25,190.0,191.25,202.0,1012.0
1986-12-17,191.25,191.5,189.25,190.5,31.0,1031.0
1986-12-18,189.25,189.25,187.5,188.25,69.0,1052.0
1986-12-19,188.5,190.0,188.5,188.75,41.0,1079.0
1986-12-22,189.0,191.0,189.0,191.0,55.0,1119.0
1986-12-23,190.5,190.5,189.5,189.5,68.0,1148.0
1986-12-24,188.75,190.75,188.75,190.75,174.0,1259.0
1986-12-26,190.75,191.5,190.75,191.5,38.0,1285.0
