Date,ES,6E,6M,ZN,ZC,GC
1999-01-04,9.682939063836105,0.0,16.55491108403627,6.969979272396871,-18.293310207865506,-10.472388999247235
1999-01-05,9.871006510247948,0.0,16.811209030527003,6.555101971363821,-17.778957001270207,-10.651926127960987
1999-01-06,10.936734189504623,0.0,17.054194608819436,6.6219982008812,-15.01513347759185,-11.824798416548855
1999-01-07,11.359664309227929,0.0,16.966729858267055,6.46658459621477,-14.508032040681956,-10.065432413289258
1999-01-08,11.807310997373378,0.0,16.955580037523685,5.998077782475505,-14.120107289697229,-9.797274740884362
1999-01-11,12.316581398223473,0.0,16.221986037247298,5.333035819507067,-14.045853367051281,-9.327843434494046
1999-01-12,12.08843128900791,0.0,11.720647885611246,4.857095873712531,-14.024315501004939,-8.42055224472795
1999-01-13,11.679177237782666,0.0,6.661673909492367,4.738662754961708,-14.15220026632971,-8.876099182317272
1999-01-14,10.854830188073821,0.0,5.278035494388131,4.849122685851034,-14.269413019872342,-9.064035964474574
1999-01-15,10.145965979438676,0.0,3.563098552454756,4.756961635878582,-14.348024640107196,-9.20931057437395
1999-01-19,10.47227739394343,0.0,3.511664764169952,4.640036411173571,-14.468628150198827,-9.373934943693738
1999-01-20,10.575439943340049,0.0,3.469303245064137,4.451196638597427,-14.619389280913204,-9.93213698620756
1999-01-21,9.84863047268405,0.0,3.4460645922257864,4.294655620525694,-14.539789387239942,-9.905141921703837
1999-01-22,9.988270791201113,0.0,3.401371047561164,4.35171643999061,-14.461166226751754,-10.145421544603849
1999-01-25,9.801425241278695,0.0,3.344884466571436,4.601787949545071,-14.430415749539144,-10.367533906307754
1999-01-26,9.78843668251574,0.0,3.3316958684218534,4.638417273659689,-14.495330387516729,-11.22806632963021
1999-01-27,9.442209109620936,0.0,3.298814435394142,4.712765760034936,-14.492172838685857,-11.454559861229512
1999-01-28,9.524493687001279,0.0,3.3064248139543375,4.937404366695297,-14.38913725821657,-11.436351523171567
1999-01-29,9.609373211526698,0.0,3.368596462694909,5.226885082280079,-14.348965473877856,-11.250634951188934
1999-02-01,10.07489884951217,0.0,3.488836166969595,5.044212548292586,-14.208845821130218,-10.45290235848583
1999-02-02,9.987774349024049,0.0,3.61809136827795,4.719593663443629,-13.973621253141454,-10.224412076587729
1999-02-03,10.026089017116572,0.0,3.7266363658035724,4.363689427879691,-13.87380102692001,-10.003245849093851
1999-02-04,9.896845683163821,0.0,3.8391734887586484,3.602147547705543,-13.635356556615431,-9.544617755046826
1999-02-05,9.550822018183947,0.0,3.9443864917572657,2.9191763816389744,-14.036797687750553,-9.382521865443422
1999-02-08,9.329540211251157,0.0,4.034354765155286,2.346766535179262,-13.798054291064417,-9.168285765724292
1999-02-09,8.389418517085574,0.0,4.145175212286305,1.951023001780634,-13.663050202026021,-8.936786841002792
1999-02-10,8.09532847082609,0.0,4.288297027839665,1.6097260941976361,-13.14903549616783,-8.947645983976887
1999-02-11,7.793741503011019,0.0,4.476162084211188,1.2747665989428256,-13.869767661912105,-8.89724673497517
1999-02-12,7.349353286591839,0.0,4.691954675641183,0.4623854434244925,-14.454269606171628,-9.376987050955302
1999-02-16,7.233306292304866,0.0,4.923417552344848,-0.1299223621259058,-14.790398298737816,-8.736046874728807
1999-02-17,6.97181741205898,0.0,5.190483184582437,-0.5222726189280404,-15.081633054688355,-9.114480553878632
1999-02-18,6.967388215677827,0.0,5.670546216397788,-1.043102014999901,-15.1919170935431,-10.162844939606918
