Date,ES,6E,6M,ZN,ZC,GC
1999-01-04,79.7978565919327,0.0,234.86143964757764,388.3609020400138,78.06247497998136,16.776769653301592
1999-01-05,80.23734323866906,0.0,231.10581090343075,393.19624765079664,82.90933803458782,16.740967713962675
1999-01-06,75.97498217615228,0.0,228.38541072785935,376.9410287653311,107.9520534002645,15.154427295896335
1999-01-07,75.84396674532957,0.0,239.69707445023056,366.2733693113189,113.70878374162756,17.192537140668772
1999-01-08,75.8022372141262,0.0,246.42443060703107,358.42495992885216,115.65709014150505,17.162264807806544
1999-01-11,74.0320524615295,0.0,276.4639066255597,359.29629402486086,114.73474844178737,17.24934781375642
1999-01-12,74.90365339332027,0.0,387.60616825157246,365.25275038891346,116.0280138587239,19.20720350979331
1999-01-13,76.05925595656755,0.0,585.6789151631338,362.48196635602767,116.59223816361116,18.724938807197255
1999-01-14,78.75522469440779,0.0,603.4738844114675,362.4754717218802,116.35076278220191,18.66877964231411
1999-01-15,83.74601980591868,0.0,857.5416049187731,359.5806299009993,116.28359729557829,18.63661271082495
1999-01-19,81.28044301470469,0.0,860.3163783360932,356.49644822915064,117.08704027346587,18.620955936791983
1999-01-20,81.40635596602182,0.0,860.2400948766175,350.55736705994286,115.19458175915605,17.68822583905142
1999-01-21,85.08124181236028,0.0,859.1671718394879,359.4927363661181,115.80785091406176,17.726909864194806
1999-01-22,81.67303334026471,0.0,857.4049388513358,369.5875042981472,115.93820192959218,17.49638057808779
1999-01-25,82.13777805208346,0.0,847.4609750110419,361.40488504353834,115.99209743196684,17.04650501813459
1999-01-26,83.09720713317219,0.0,854.494246128472,362.1708405343163,113.82323649706545,15.918752044887842
1999-01-27,85.29171755412904,0.0,853.2987460438447,363.196070922213,113.01963325015805,16.1709616287948
1999-01-28,85.20043769449381,0.0,855.2265781651065,354.12011041453127,113.1992159866853,16.47725705328266
1999-01-29,86.28933281891408,0.0,858.095638609122,342.8879846247169,114.0243943198131,16.73300132472616
1999-02-01,83.1014377633343,0.0,860.259166375652,342.8879846247169,114.85271365245822,17.528548142956822
1999-02-02,83.63745547500427,0.0,860.4086964925439,341.456501768527,115.25108459359603,17.50028571195211
1999-02-03,84.16563530721227,0.0,858.0537570572128,334.2486789801873,115.5872686184205,17.728696135548766
1999-02-04,84.22539205409885,0.0,858.2282500399676,340.6501285776949,116.66369043822891,18.070048883902405
1999-02-05,84.79623247330424,0.0,857.8613184347835,337.8425187864903,103.9581245822899,18.032378286477414
1999-02-08,84.80716484079232,0.0,856.7842007569145,340.5176391906885,104.17833268007432,17.9673778461584
1999-02-09,89.34448779863249,927.4020051556108,850.1170262577568,344.76237773283805,104.50279103130966,18.375708603115804
1999-02-10,88.64656531229315,944.8222385718809,856.7811612852681,340.71997069930234,107.35455276792057,18.375708603115804
1999-02-11,92.43288668902781,886.1089450513323,855.6984233166874,336.6563657004973,93.76944242840285,18.360010893241796
1999-02-12,95.38349132143702,843.6907386596013,856.5990772623231,372.6925564948506,85.94450729007387,16.951597761468516
1999-02-16,94.90584698355867,817.2706100184821,855.6682938888548,356.63258086346286,83.17276196768721,18.477463750921636
1999-02-17,94.90584698355867,791.9872158059028,846.0000861899073,360.8262233171727,81.33008873309777,18.130820904377742
1999-02-18,92.8554544260414,770.061550570247,798.5054398687571,355.2868500709449,79.62150044638423,16.383731768636082
1999-02-19,92.21628787800984,769.732772893721,638.4049948896055,341.8945052692925,77.0957197255479,16.34339825943847
1999-02-22,94.66107304483711,742.0761977946232,597.9901232461932,324.87222811437834,77.6678290327913,16.448708155960144
1999-02-23,90.2951756740081,702.3795122059429,216.54604013926755,320.39953443578435,78.38872155270106,16.455191683273796
1999-02-24,92.86246550679121,692.5977668651975,203.51724947367632,332.0138771196175,98.95285072531713,16.44181660684983
1999-02-25,92.76953972075093,717.4419256404386,204.5549029804238,352.6561985844014,97.8226498993641,16.380679676576793
1999-02-26,85.90056024264327,697.0947897046194,219.22210959054883,345.0151470104867,99.9166319154802,16.438978070426067
1999-03-01,85.95838382612824,745.5852706654886,226.90168575838578,332.4420901951706,100.71877100785909,16.278513445642034
1999-03-02,85.6677812832805,760.8749760418358,218.94396162792572,340.1686066252061,111.83367486286751,16.057916012565723
1999-03-03,82.59975030228594,756.5020241215478,204.888180885732,340.30163521989465,112.03143160143449,15.709551234836317
1999-03-04,82.69730195115187,717.5794816603947,198.49695631587255,335.32250431487734,114.74155742363021,14.656397920360519
1999-03-05,86.02815672789917,721.0008235085461,197.04853463042892,360.6589687872288,114.86405007660242,14.467434695432889
1999-03-08,84.69116689478298,747.7612419750012,204.77630071210064,360.6561163583214,124.0736508422863,15.470401847827997
1999-03-09,84.43618152190437,743.940101755508,201.01694580308,373.8777087052222,123.54992243353928,14.605934866802574
1999-03-10,84.33255105039011,759.2914048637679,206.06051902292788,370.696963525016,124.37342963832845,14.657193910611907
1999-03-11,84.7035885701819,794.0904781572406,203.35339723413787,369.72665384939046,123.2629303562115,14.468701853769732
1999-03-12,83.41270127104936,840.5875921044751,206.12369870217518,363.4353258375787,123.86568666637896,14.77418920504993
1999-03-15,82.62355510587352,838.1191741035433,208.2879117151658,364.48997297593877,126.19842180735424,18.86283824525401
1999-03-16,82.65955152511607,839.8483866151083,209.97643717013943,367.61083081614174,131.92682630913336,20.061322654965096
1999-03-17,77.0351393304812,838.8928095015082,209.08032746610223,363.8565607030706,132.61787209874936,19.724096937501308
1999-03-18,78.68226123678272,821.8668408973958,195.21355827229968,366.2435585326616,128.91373084353827,19.731362514195894
