Date,Open,High,Low,Close,Volume,Open Interest
1995-09-27,96.4688,96.4688,96.4688,96.4688,1.0,1.0
1995-09-28,96.5625,96.5625,96.5625,96.5625,0.0,0.0
1995-09-29,97.0625,97.1406,97.0625,97.1406,1.0,1.0
1995-10-02,97.2031,97.2031,97.2031,97.2031,0.0,1.0
1995-10-03,97.3906,97.3906,97.3906,97.3906,0.0,1.0
1995-10-04,97.625,97.625,97.625,97.625,0.0,1.0
1995-10-05,97.8438,97.8438,97.8438,97.8438,0.0,1.0
1995-10-06,97.9063,97.9063,97.9063,97.9063,0.0,1.0
1995-10-10,97.9063,97.9063,97.9063,97.9063,0.0,1.0
1995-10-11,97.7656,97.8125,97.7656,97.8125,2.0,2.0
1995-10-12,97.9375,98.0156,97.9375,98.0156,1.0,0.0
1995-10-13,98.6563,98.6563,98.6563,98.6563,0.0,0.0
1995-10-16,98.5469,98.5469,98.5469,98.5469,0.0,0.0
1995-10-17,98.625,98.625,98.625,98.625,0.0,0.0
1995-10-18,98.4531,98.4531,98.4531,98.4531,0.0,0.0
1995-10-19,98.4844,98.4844,98.4844,98.4844,0.0,0.0
1995-10-20,98.1875,98.1875,98.1875,98.1875,0.0,0.0
1995-10-23,98.1875,98.1875,98.1875,98.1875,0.0,0.0
1995-10-24,98.5781,98.5781,98.5781,98.5781,0.0,0.0
1995-10-25,98.625,98.625,98.625,98.625,0.0,0.0
1995-10-26,98.375,98.375,98.375,98.375,0.0,0.0
1995-10-27,98.5156,98.5156,98.5156,98.5156,0.0,0.0
1995-10-30,98.5781,98.5781,98.5781,98.5781,0.0,0.0
1995-10-31,98.6563,98.6563,98.6563,98.6563,0.0,0.0
1995-11-01,98.9531,98.9531,98.9531,98.9531,0.0,0.0
1995-11-02,99.2969,99.2969,99.2969,99.2969,0.0,0.0
1995-11-03,99.2188,99.2188,99.2188,99.2188,0.0,0.0
1995-11-06,99.0781,99.0781,99.0781,99.0781,0.0,0.0
1995-11-07,98.8438,98.8438,98.8438,98.8438,0.0,0.0
1995-11-08,99.2656,99.2656,99.2656,99.2656,0.0,0.0
1995-11-09,99.0469,99.0469,99.0469,99.0469,0.0,0.0
1995-11-10,98.8281,98.8281,98.8281,98.8281,0.0,0.0
1995-11-13,99.0156,99.0156,99.0156,99.0156,0.0,0.0
1995-11-14,99.0,99.0,99.0,99.0,0.0,6.0
1995-11-15,98.7969,98.7969,98.7969,98.7969,7.0,7.0
1995-11-16,99.1875,99.1875,99.1875,99.1875,0.0,0.0
1995-11-17,99.375,99.375,99.375,99.375,0.0,0.0
1995-11-20,99.2656,99.2656,99.2656,99.2656,0.0,0.0
1995-11-21,99.0938,99.0938,99.0938,99.0938,0.0,0.0
1995-11-22,99.0469,99.0469,99.0469,99.0469,0.0,0.0
1995-11-24,99.25,99.25,99.25,99.25,0.0,0.0
1995-11-27,99.4688,99.4688,99.4688,99.4688,0.0,0.0
1995-11-28,99.5,99.5,99.5,99.5,0.0,0.0
1995-11-29,99.7656,99.7656,99.7656,99.7656,0.0,0.0
1995-11-30,100.2656,100.2656,100.2656,100.2656,0.0,0.0
1995-12-01,100.5156,100.5156,100.5156,100.5156,0.0,0.0
1995-12-04,101.0313,101.0313,101.0313,101.0313,0.0,0.0
1995-12-05,100.9063,100.9063,100.7813,100.7813,1.0,1.0
1995-12-06,100.7188,100.7188,100.7188,100.7188,0.0,1.0
1995-12-07,100.4063,100.4063,100.4063,100.4063,0.0,1.0
1995-12-08,100.2969,100.2969,100.2969,100.2969,0.0,1.0
1995-12-11,100.4688,100.4688,100.4688,100.4688,0.0,1.0
1995-12-12,100.4063,100.4063,100.4063,100.4063,10.0,11.0
1995-12-13,100.3594,100.3594,100.3594,100.3594,0.0,1.0
1995-12-14,100.4063,100.4063,100.3594,100.3594,0.0,1.0
1995-12-15,100.3281,100.3281,100.3281,100.3281,0.0,1.0
1995-12-18,99.6875,99.6875,99.6875,99.6875,0.0,1.0
1995-12-19,100.3594,100.3594,100.3594,100.3594,0.0,0.0
1995-12-20,100.3281,100.3281,100.3281,100.3281,0.0,0.0
1995-12-21,100.25,100.25,100.25,100.25,0.0,1.0
1995-12-22,100.5156,100.5156,100.5156,100.5156,0.0,0.0
1995-12-26,100.6406,100.6406,100.6406,100.6406,0.0,1.0
