Date,Open,High,Low,Close,Volume
2017-04-19,0.0,0.0,0.0,5325.0,0.0
2017-04-20,0.0,0.0,0.0,5355.0,0.0
2017-04-21,0.0,0.0,0.0,5485.0,0.0
2017-04-24,0.0,0.0,0.0,5395.0,0.0
2017-04-25,0.0,0.0,0.0,5415.0,0.0
2017-04-26,0.0,0.0,0.0,5405.0,0.0
2017-04-27,0.0,0.0,0.0,5475.0,0.0
2017-04-28,0.0,0.0,0.0,5665.0,0.0
2017-05-02,0.0,0.0,0.0,5690.0,0.0
2017-05-03,0.0,0.0,0.0,5685.0,0.0
2017-05-04,0.0,0.0,0.0,5510.0,0.0
2017-05-05,0.0,0.0,0.0,5455.0,0.0
2017-05-08,0.0,0.0,0.0,5530.0,0.0
2017-05-09,0.0,0.0,0.0,5580.0,0.0
2017-05-10,0.0,0.0,0.0,5510.0,0.0
2017-05-11,0.0,0.0,0.0,5510.0,0.0
2017-05-12,0.0,0.0,0.0,5530.0,0.0
2017-05-15,0.0,0.0,0.0,5650.0,0.0
2017-05-16,0.0,0.0,0.0,5755.0,0.0
2017-05-17,0.0,0.0,0.0,5755.0,0.0
2017-05-18,0.0,0.0,0.0,5830.0,0.0
2017-05-19,0.0,0.0,0.0,5970.0,0.0
2017-05-22,6295.0,6295.0,6080.0,6170.0,8.0
2017-05-23,0.0,0.0,0.0,6155.0,0.0
2017-05-24,0.0,0.0,0.0,5950.0,0.0
2017-05-25,0.0,0.0,0.0,5950.0,0.0
2017-05-26,0.0,0.0,0.0,5855.0,0.0
2017-05-31,0.0,0.0,0.0,5905.0,0.0
2017-06-01,0.0,0.0,0.0,5970.0,0.0
2017-06-02,0.0,0.0,0.0,5885.0,0.0
2017-06-05,0.0,0.0,0.0,5735.0,0.0
2017-06-06,0.0,0.0,0.0,5710.0,0.0
2017-06-07,0.0,0.0,0.0,5735.0,0.0
2017-06-08,0.0,0.0,0.0,5730.0,0.0
2017-06-09,0.0,0.0,0.0,5750.0,0.0
2017-06-12,0.0,0.0,0.0,5860.0,0.0
2017-06-13,0.0,0.0,0.0,5890.0,0.0
2017-06-14,0.0,0.0,0.0,5820.0,0.0
2017-06-15,0.0,0.0,0.0,5775.0,0.0
2017-06-16,0.0,0.0,0.0,5750.0,0.0
2017-06-19,0.0,0.0,0.0,5700.0,0.0
2017-06-20,0.0,0.0,0.0,5700.0,0.0
2017-06-21,0.0,0.0,0.0,5770.0,0.0
2017-06-22,0.0,0.0,0.0,5765.0,0.0
2017-06-23,0.0,0.0,0.0,5845.0,0.0
2017-06-26,0.0,0.0,0.0,5920.0,0.0
2017-06-27,0.0,0.0,0.0,5980.0,0.0
2017-06-28,0.0,0.0,0.0,6000.0,0.0
2017-06-29,0.0,0.0,0.0,6105.0,0.0
2017-06-30,0.0,0.0,0.0,6160.0,0.0
2017-07-03,0.0,0.0,0.0,6195.0,0.0
2017-07-04,0.0,0.0,0.0,6125.0,0.0
2017-07-05,0.0,0.0,0.0,6190.0,0.0
2017-07-06,0.0,0.0,0.0,6195.0,0.0
2017-07-07,0.0,0.0,0.0,6500.0,0.0
2017-07-10,0.0,0.0,0.0,6565.0,0.0
2017-07-11,0.0,0.0,0.0,6595.0,0.0
2017-07-12,0.0,0.0,0.0,6565.0,0.0
2017-07-13,0.0,0.0,0.0,6540.0,0.0
2017-07-14,0.0,0.0,0.0,6530.0,0.0
2017-07-17,0.0,0.0,0.0,6545.0,0.0
2017-07-18,0.0,0.0,0.0,6570.0,0.0
2017-07-19,0.0,0.0,0.0,6705.0,0.0
2017-07-20,0.0,0.0,0.0,6890.0,0.0
2017-07-21,0.0,0.0,0.0,6765.0,0.0
2017-07-24,0.0,0.0,0.0,6830.0,0.0
2017-07-25,0.0,0.0,0.0,6920.0,0.0
2017-07-26,0.0,0.0,0.0,6925.0,0.0
2017-07-27,0.0,0.0,0.0,6920.0,0.0
2017-07-28,0.0,0.0,0.0,6910.0,0.0
2017-07-31,0.0,0.0,0.0,6885.0,0.0
2017-08-01,0.0,0.0,0.0,6975.0,0.0
2017-08-02,0.0,0.0,0.0,7115.0,0.0
2017-08-03,0.0,0.0,0.0,7195.0,0.0
2017-08-04,0.0,0.0,0.0,7365.0,0.0
2017-08-07,0.0,0.0,0.0,7450.0,0.0
2017-08-08,0.0,0.0,0.0,7620.0,0.0
2017-08-09,0.0,0.0,0.0,7730.0,0.0
2017-08-10,7345.0,7345.0,7345.0,7345.0,1.0
2017-08-11,0.0,0.0,0.0,7295.0,0.0
2017-08-14,0.0,0.0,0.0,7185.0,0.0
2017-08-15,0.0,0.0,0.0,6975.0,0.0
2017-08-16,0.0,0.0,0.0,6950.0,0.0
2017-08-17,0.0,0.0,0.0,7070.0,0.0
2017-08-18,0.0,0.0,0.0,7215.0,0.0
2017-08-21,0.0,0.0,0.0,7260.0,0.0
2017-08-22,0.0,0.0,0.0,7285.0,0.0
2017-08-23,0.0,0.0,0.0,7185.0,0.0
2017-08-24,0.0,0.0,0.0,7275.0,0.0
2017-08-25,0.0,0.0,0.0,7370.0,0.0
2017-08-28,0.0,0.0,0.0,7370.0,0.0
2017-08-29,7415.0,7415.0,7415.0,7415.0,2.0
2017-08-30,0.0,0.0,0.0,7360.0,0.0
2017-08-31,0.0,0.0,0.0,7460.0,0.0
2017-09-01,7430.0,7430.0,7430.0,7430.0,2.0
2017-09-04,0.0,0.0,0.0,7495.0,0.0
2017-09-05,0.0,0.0,0.0,7500.0,0.0
2017-09-06,0.0,0.0,0.0,7485.0,0.0
2017-09-07,0.0,0.0,0.0,7255.0,0.0
2017-09-08,0.0,0.0,0.0,7145.0,0.0
2017-09-11,0.0,0.0,0.0,6985.0,0.0
2017-09-12,0.0,0.0,0.0,7140.0,0.0
2017-09-13,0.0,0.0,0.0,6990.0,0.0
2017-09-14,0.0,0.0,0.0,7045.0,0.0
2017-09-15,0.0,0.0,0.0,6895.0,0.0
2017-09-18,0.0,0.0,0.0,6880.0,0.0
2017-09-19,0.0,0.0,0.0,6850.0,0.0
2017-09-20,0.0,0.0,0.0,6725.0,0.0
2017-09-21,0.0,0.0,0.0,6560.0,0.0
2017-09-22,0.0,0.0,0.0,6460.0,0.0
2017-09-25,0.0,0.0,0.0,6460.0,0.0
2017-09-26,0.0,0.0,0.0,6540.0,0.0
2017-09-27,0.0,0.0,0.0,6555.0,0.0
2017-09-28,0.0,0.0,0.0,6525.0,0.0
2017-09-29,0.0,0.0,0.0,6560.0,0.0
2017-10-09,0.0,0.0,0.0,6475.0,0.0
2017-10-10,0.0,0.0,0.0,6365.0,0.0
2017-10-11,0.0,0.0,0.0,6365.0,0.0
2017-10-12,0.0,0.0,0.0,6270.0,0.0
2017-10-13,0.0,0.0,0.0,6395.0,0.0
2017-10-16,0.0,0.0,0.0,6335.0,0.0
2017-10-17,0.0,0.0,0.0,6385.0,0.0
2017-10-18,0.0,0.0,0.0,6390.0,0.0
2017-10-19,0.0,0.0,0.0,6130.0,0.0
2017-10-20,0.0,0.0,0.0,6160.0,0.0
2017-10-23,0.0,0.0,0.0,6210.0,0.0
2017-10-24,0.0,0.0,0.0,6305.0,0.0
2017-10-25,0.0,0.0,0.0,6235.0,0.0
2017-10-26,0.0,0.0,0.0,6165.0,0.0
2017-10-27,0.0,0.0,0.0,6190.0,0.0
2017-10-30,0.0,0.0,0.0,6305.0,0.0
2017-10-31,0.0,0.0,0.0,6165.0,0.0
2017-11-01,0.0,0.0,0.0,6100.0,0.0
2017-11-02,0.0,0.0,0.0,6075.0,0.0
2017-11-03,0.0,0.0,0.0,6095.0,0.0
2017-11-06,0.0,0.0,0.0,6300.0,0.0
2017-11-07,0.0,0.0,0.0,6340.0,0.0
2017-11-08,0.0,0.0,0.0,6310.0,0.0
2017-11-09,0.0,0.0,0.0,6345.0,0.0
2017-11-10,0.0,0.0,0.0,6305.0,0.0
2017-11-13,0.0,0.0,0.0,6240.0,0.0
2017-11-14,0.0,0.0,0.0,6210.0,0.0
2017-11-15,0.0,0.0,0.0,5920.0,0.0
2017-11-16,0.0,0.0,0.0,5775.0,0.0
2017-11-17,0.0,0.0,0.0,5785.0,0.0
2017-11-20,0.0,0.0,0.0,5850.0,0.0
2017-11-21,0.0,0.0,0.0,5845.0,0.0
2017-11-22,0.0,0.0,0.0,5970.0,0.0
