Date,ES,6E,6M,ZN,ZC,GC,SR3
2018-05-07,122.3792985285229,505.05672123701027,204.7736555321463,225.95464434723144,174.5410648911385,83.99569433409243,0.0
2018-05-08,117.01880635892104,520.2319444648506,200.22633026985096,214.66611975053382,176.61752461179861,82.20963041720184,0.0
2018-05-09,115.03434722580323,517.0431256191436,198.8619705557889,218.05133963988968,158.30811202630338,81.82263338058063,0.0
2018-05-10,116.23281683041726,548.4000165253597,226.6283668622813,216.88190430892843,136.69270585269945,81.25172818674616,0.0
2018-05-11,99.30290886138899,530.480202073255,226.787712777092,190.95770146815372,146.20725871173184,79.61609971188544,0.0
2018-05-14,98.974507450151,516.1263976327391,228.3805304019254,191.6468513307759,144.46921529054538,79.10556238343516,0.0
2018-05-15,96.70204991794812,532.5317870011891,228.47775238156441,223.22068443209702,152.65361115938032,94.47542890437842,0.0
2018-05-16,95.87815075222647,532.6515824939862,230.23031946291982,220.66313704849716,153.05057715234517,88.52353735965544,0.0
2018-05-17,93.8917539421505,533.633379140912,228.37067821124677,212.8577717387454,157.98701159694306,82.53736527577286,0.0
2018-05-18,93.79784890035236,529.8015794065564,226.32977414972336,227.27975545477832,171.09177605406,81.25827137385052,0.0
2018-05-21,92.78741945077108,499.16597106241284,225.9649677863025,227.4444042645378,166.26253085607098,80.6772995747029,0.0
2018-05-22,90.08916300902496,504.49567432900875,229.71322701721977,225.96544893984088,165.99918423494123,80.94957278042308,0.0
2018-05-23,90.14447316206727,515.4416340624944,237.86165446886292,241.9319888720461,167.0173394191931,79.87911700396427,0.0
2018-05-24,88.39432839083437,531.9115978399808,219.5844560376061,236.04784947036447,173.2321419367644,86.90956986047661,0.0
2018-05-25,85.90519847483037,536.1880791755962,225.9055849980947,240.4592231976845,162.09886386605538,84.99984313710856,0.0
2018-05-29,90.31331458686847,583.8430065094684,222.87664749811296,358.76079760173604,175.81210377369536,80.99588466911818,0.0
2018-05-30,87.04234481944214,677.2312658907706,223.73943178021045,385.1047442742046,185.8580887846046,78.66172300850285,0.0
2018-05-31,89.66683124210422,684.8821370620522,225.13847590612193,380.15339214914354,176.93425097099197,76.44675707096022,0.0
2018-06-01,89.12196114501371,671.0120427073941,223.93209536225817,400.43209896987173,177.8385855206887,76.5615656405556,0.0
2018-06-04,89.41627834646962,679.2281733396727,210.70813146783095,405.95642437284306,203.17531428136797,75.3917988466458,0.0
2018-06-05,84.73881440441957,681.4146398914171,221.65889710693946,407.16243687255894,204.85386051199032,76.098620224021,0.0
2018-06-06,86.34505631476534,676.5648335217758,218.15285161249855,413.229311087279,202.02490564284227,72.21938797857365,0.0
2018-06-07,80.89721487789303,686.8241943600622,220.16054747993522,416.9387132721073,203.15608736469758,72.3097964778384,0.0
2018-06-08,80.88388668331903,689.8987508746104,227.37780601163522,415.6592639385259,201.34055933500497,70.64818940826723,0.0
2018-06-11,76.44697917511193,690.8561076362777,229.99492748029206,416.949448312283,219.6789798015868,70.48167610568296,0.0
2018-06-12,76.47994699048022,690.4169181250896,221.66040091394655,416.9875066823551,244.22816347287358,70.76034671103862,119.60655988141995
2018-06-13,77.62171222237585,676.101050293775,221.35341274381,417.8998677663911,241.14527087767237,70.96212604856936,120.91879161928294
2018-06-14,74.56296276749379,810.682020610839,220.99811462242127,417.4634309084256,267.2682017499762,72.61216610642036,120.91879161928294
2018-06-15,72.14705757455854,790.4724819952124,200.08706438281195,417.8414428394664,266.88597752598264,90.72537315069587,120.90586903317624
2018-06-18,71.9610716522019,789.0343023014518,200.60387998905912,417.8599449501597,267.6206892849143,91.00241755030284,120.90586903317657
2018-06-19,73.5842770796407,791.3252004812387,197.69252219882142,418.6440708679834,267.31691553908934,90.99344298720834,121.77506586599603
2018-06-20,69.57003365913613,765.4007324598061,201.32643476039485,398.71109887308603,259.2929086959366,73.25225821319728,121.67451458707758
2018-06-21,71.76741948823297,768.0207415005198,202.3841232244553,399.87282320705884,262.6487673681324,73.38937252763229,121.73442747774456
2018-06-22,71.78701135999465,777.2877021251574,210.34931265238652,399.87282320705884,261.68026769322773,73.39511791211271,121.73442747774456
2018-06-25,81.3639585443088,784.2878437633767,201.7114275394385,397.21011934019305,250.20824660003913,73.16959751153212,121.89476335484778
2018-06-26,79.00975678146763,794.5769150675976,201.37899592558838,397.45385116021174,251.52865973217843,74.83147733407114,121.86271305585807
2018-06-27,82.12230462344971,824.3200322841883,210.71544793867903,402.902878081886,248.6421457972602,74.78016671105348,122.84178510046043
2018-06-28,83.40101418248264,803.3538098185663,238.6681796972485,395.54197061858525,247.7166560138135,75.08943556408549,120.55211528629751
2018-06-29,83.39248942001113,854.2994053365247,239.85620692406127,395.3907201928034,258.6020108197137,67.75905843501336,119.70667274634587
2018-07-02,83.08087801453874,852.4507408789115,238.17220660689628,390.66978909890605,273.22056871082384,70.89487522616066,119.07411907435717
2018-07-03,79.94487032741168,790.1317631414428,252.10778118362686,275.5498763835694,281.8345776633272,76.4024432419074,73.92634284655807
2018-07-05,77.33002192982146,732.8976274294191,268.11347100310235,245.88408727487916,280.3225448776213,77.29269046940682,60.41091926685663
2018-07-06,78.18664234808057,746.1640619137795,266.93507325439913,245.2876181648809,298.4360274832771,77.322959074259,61.13083646300514
2018-07-09,76.96302548410286,742.9707051761891,269.8359069261627,217.608629481922,301.6163056489696,77.80334183053793,51.15845482419998
2018-07-10,76.67317680692946,738.4940334897801,274.1345472573605,206.4393070614228,291.6619047230303,77.97610745178844,43.49928160326239
