Date,CarryContract,CurrentContract,CarryPrice,CarryVolume,CurrentPrice,CurrentVolume,AdjustPrice
2020-02-07,202005,202009,1574.0,10599,1615.0,744,596.0
2020-02-10,202005,202009,1568.0,6875,1618.0,407,599.0
2020-02-11,202005,202009,1579.0,10022,1624.0,306,605.0
2020-02-12,202005,202009,1578.0,9233,1621.0,540,602.0
2020-02-13,202005,202009,1581.0,8057,1626.0,664,607.0
2020-02-14,202005,202009,1578.0,5604,1626.0,329,607.0
2020-02-17,202005,202009,1586.0,7310,1638.0,468,619.0
2020-02-18,202005,202009,1583.0,5105,1641.0,228,622.0
2020-02-19,202005,202009,1587.0,4483,1644.0,105,625.0
2020-02-20,202005,202009,1586.0,12495,1643.0,887,624.0
2020-02-21,202005,202009,1579.0,15823,1638.0,321,619.0
2020-02-24,202005,202009,1587.0,16435,1643.0,363,624.0
2020-02-25,202005,202009,1605.0,55706,1664.0,1309,645.0
2020-02-26,202005,202009,1581.0,25077,1647.0,1016,628.0
2020-02-27,202005,202009,1575.0,14567,1646.0,469,627.0
2020-02-28,202005,202009,1565.0,16218,1630.0,428,611.0
2020-03-02,202005,202009,1587.0,15366,1646.0,433,627.0
2020-03-03,202005,202009,1571.0,17940,1643.0,451,624.0
2020-03-04,202005,202009,1574.0,6538,1643.0,287,624.0
2020-03-05,202005,202009,1556.0,22192,1636.0,1330,617.0
2020-03-06,202005,202009,1553.0,15316,1630.0,370,611.0
2020-03-09,202005,202009,1527.0,28000,1605.0,1378,586.0
2020-03-10,202005,202009,1539.0,12592,1626.0,778,607.0
2020-03-11,202005,202009,1542.0,17821,1626.0,741,607.0
2020-03-12,202005,202009,1522.0,11058,1620.0,455,601.0
2020-03-13,202005,202009,1518.0,12744,1606.0,1708,587.0
2020-03-16,202005,202009,1505.0,12752,1600.0,1680,581.0
2020-03-17,202005,202009,1486.0,18207,1567.0,1805,548.0
2020-03-18,202005,202009,1466.0,20790,1555.0,1074,536.0
2020-03-19,202005,202009,1441.0,30540,1517.0,2248,498.0
2020-03-20,202005,202009,1450.0,10459,1517.0,1746,498.0
2020-03-23,202005,202009,1427.0,16260,1489.0,2449,470.0
2020-03-24,202005,202009,1424.0,10593,1500.0,2018,481.0
2020-03-25,202005,202009,1419.0,8409,1499.0,833,480.0
2020-03-26,202005,202009,1396.0,17336,1486.0,1297,467.0
2020-03-27,202005,202009,1383.0,17010,1477.0,1050,458.0
2020-03-30,202005,202009,1339.0,16340,1432.0,1434,413.0
2020-03-31,202005,202009,1365.0,17787,1454.0,1661,435.0
2020-04-01,202005,202009,1371.0,9293,1449.0,1989,430.0
2020-04-02,202005,202009,1385.0,14396,1467.0,2399,448.0
2020-04-03,202005,202009,1371.0,10470,1445.0,1862,426.0
2020-04-07,202005,202009,1372.0,17635,1462.0,2601,443.0
2020-04-08,202005,202009,1371.0,13159,1481.0,5204,462.0
2020-04-09,202005,202009,1384.0,11607,1486.0,4559,467.0
2020-04-10,202005,202009,1360.0,15982,1476.0,3124,457.0
2020-04-13,202005,202009,1335.0,21407,1422.0,7681,403.0
2020-04-14,202005,202009,1347.0,17725,1447.0,11093,428.0
2020-04-15,202005,202009,1388.0,27746,1486.0,8118,467.0
2020-04-16,202005,202009,1355.0,94765,1455.0,70564,436.0
2020-04-17,202005,202009,1356.0,25382,1472.0,36847,453.0
2020-04-20,202005,202009,1343.0,15926,1494.0,66396,475.0
2020-04-21,202005,202009,1312.0,6740,1475.0,37925,456.0
2020-04-22,202005,202009,1308.0,3069,1467.0,24142,448.0
2020-04-23,202005,202009,1320.0,2557,1481.0,37329,462.0
2020-04-24,202005,202009,1308.0,2811,1479.0,19080,460.0
2020-04-27,202005,202009,1305.0,1482,1477.0,22680,458.0
2020-04-28,202005,202009,1269.0,1080,1451.0,20400,432.0
2020-04-29,202005,202009,1229.0,920,1443.0,21238,424.0
