Date,TA,M,RB,FG,MA,HC,V,RM,AG,combined
2014-06-17,0,0,0,0,0,0,0,0,0,0
2014-06-18,-216,1848,-1432,-397,0,0,0,-944,-2769,-3910
2014-06-19,-324,4206,-7372,-6589,0,0,-4320,8,-14568,-28959
2014-06-20,-324,9053,-9878,-8113,0,0,-5290,3430,-15976,-27098
2014-06-23,-324,5357,-8660,-7764,0,0,-2560,1407,-16069,-28613
2014-06-24,-356,5227,-10916,-7764,0,0,-4835,1997,-15439,-32086
2014-06-25,0,5098,-16713,-14883,0,-968,-5715,-226,-15331,-48738
2014-06-26,84,6448,-11903,-8241,0,-506,-4855,-1630,-15606,-36209
2014-06-27,84,1416,-8363,-5945,0,-250,-3115,-1747,-14985,-32905
2014-06-30,-36,-22894,-9866,-5018,0,-334,-3545,-19292,-15258,-76243
2014-07-01,-1300,-26338,-14374,-7378,0,-568,-1025,-21125,-15448,-87556
2014-07-02,-832,-26338,-12372,-9450,0,-704,675,-18947,-15196,-83164
2014-07-03,-418,-27136,-12873,-6018,0,-554,255,-22427,-15621,-84792
2014-07-04,-1804,-34304,-10395,-4079,0,-404,255,-25731,-14549,-91011
2014-07-07,-2264,-31840,-15239,-285,0,-544,715,-22856,-14933,-87246
2014-07-08,-2822,-37402,-11186,10469,0,-510,4515,-27518,-15073,-79527
2014-07-09,-3380,-38194,-14354,10751,0,-750,7365,-28935,-15297,-82794
2014-07-10,-2534,-39589,-16859,13637,0,-946,6445,-32025,-16473,-88344
2014-07-11,-2966,-40681,-19757,15381,0,-1258,7355,-32849,-15667,-90442
2014-07-14,-2660,-40417,-19602,13082,0,-1178,8345,-33449,-15370,-91249
2014-07-15,-1832,-36907,-17665,12254,0,-1154,10345,-31329,-15055,-81343
2014-07-16,-1832,-37603,-16048,10472,0,-1106,13950,-34449,-15253,-81869
2014-07-17,-1472,-38267,-6038,12372,0,-1050,13950,-35749,-15433,-71687
2014-07-18,-1432,-42517,-4724,6516,0,-1060,13950,-39739,-15361,-84367
2014-07-21,1280,-41929,-5051,7044,0,-1088,13215,-38107,-15397,-80033
2014-07-22,994,-45037,-4043,7829,0,-1052,15615,-41539,-15469,-82702
2014-07-23,-956,-40117,-3817,7829,0,-1004,15615,-38767,-15316,-76533
2014-07-24,-676,-40512,-5399,9179,0,-1044,13815,-39845,-14821,-79303
2014-07-25,-1320,-37519,-8563,8011,0,-1104,12045,-37177,-15091,-80718
2014-07-28,276,-34672,-11956,4945,0,-1164,1995,-32081,-14947,-87604
2014-07-29,426,-35913,-8260,4522,0,-1032,3955,-32793,-14931,-84026
2014-07-30,-1014,-37262,-7945,5514,0,-976,4780,-34494,-15139,-86536
2014-07-31,-444,-39108,-7749,6099,0,-934,6480,-37446,-14527,-87629
2014-08-01,-682,-38114,-11727,3339,0,-1274,5635,-37122,-14731,-94676
2014-08-04,-1498,-37191,-11307,3693,0,-1362,-105,-35937,-14323,-98030
2014-08-05,-1210,-37333,-11499,3794,0,-1452,3095,-37185,-12793,-94583
2014-08-06,-274,-34687,-11123,3701,0,-1372,6570,-34585,-13287,-85057
2014-08-07,686,-33202,-9875,4669,0,-1274,8655,-36249,-13413,-80003
2014-08-08,2286,-34280,-7500,4589,0,-1226,8655,-36145,-12957,-76578
2014-08-11,816,-37710,-7593,4735,0,-1250,10635,-39190,-13257,-82814
2014-08-12,-1152,-39236,-5902,4471,0,-1178,10635,-41840,-13188,-87390
2014-08-13,-1152,-43476,-4228,5611,0,-998,17510,-47034,-12636,-86403
2014-08-14,-3600,-40716,-4879,4711,0,-1040,15515,-46499,-12686,-89194
2014-08-15,-3650,-39432,-3169,4239,0,-912,15515,-46887,-10580,-84876
2014-08-18,-2700,-38802,-4129,3984,0,-1032,13850,-47943,-10256,-87028
2014-08-19,-3584,-41506,-1852,4189,0,-772,16010,-47571,-9871,-84957
2014-08-20,-2544,-41090,-1264,4039,0,-632,12950,-47480,-9073,-85094
2014-08-21,-4650,-41090,-1754,4039,0,-632,13445,-45950,-10123,-86715
2014-08-22,-4258,-41825,-566,4054,0,-88,13940,-47463,-9985,-86191
2014-08-25,-5176,-45673,-840,4099,0,956,13940,-48420,-11113,-92227
2014-08-26,-7304,-44441,941,4001,0,1976,13000,-47100,-10345,-89272
2014-08-27,-8424,-45806,4366,3682,0,2680,14350,-48144,-11473,-88769
2014-08-28,-6588,-44402,4503,3976,0,1000,11340,-48760,-10465,-89396
2014-08-29,-8032,-46096,6647,2104,0,2280,9700,-49828,-9407,-92632
2014-09-01,-5738,-44549,7064,2374,0,2652,5685,-49393,-8107,-90012
2014-09-02,-9734,-46454,12836,2134,0,3484,6385,-51681,-7513,-90543
2014-09-03,-7974,-52302,16796,2272,0,4780,5440,-56985,-7081,-95054
2014-09-04,-8788,-58600,18035,810,0,4824,6310,-59313,-6091,-102813
2014-09-05,-10232,-59820,28649,810,0,5736,7370,-60489,-5179,-93155
2014-09-09,-13424,-62900,28999,506,0,5436,9620,-63294,-6521,-101578
2014-09-10,-14386,-63960,31940,666,0,5968,9855,-64852,-5497,-100266
2014-09-11,-14170,-60960,27442,1114,0,5488,10755,-60932,-3301,-94564
2014-09-12,-15640,-62575,20144,1478,0,5012,9835,-62148,-3653,-107547
2014-09-15,-16270,-61119,24330,1634,0,5748,13830,-62016,-4199,-98062
2014-09-16,-15590,-60051,22398,2026,0,5568,12220,-60864,-5515,-99808
2014-09-17,-18180,-61411,26178,1816,0,5988,12920,-61050,-2319,-96058
2014-09-18,-19948,-67039,34596,1606,0,6820,14960,-63870,-1654,-94529
2014-09-19,-21796,-73681,46972,960,0,8260,18530,-68310,19598,-69467
2014-09-22,-21982,-72645,46118,2252,0,8020,18355,-67425,21666,-65641
2014-09-23,-21460,-74220,47240,1948,0,7732,18105,-67875,20815,-67715
2014-09-24,-18964,-74279,55724,913,0,8656,17970,-67347,22570,-54757
2014-09-25,-19364,-76388,51876,577,0,7690,17390,-67945,20815,-65349
2014-09-26,-22014,-78423,58200,436,0,8446,15795,-69397,21166,-65791
2014-09-29,-22398,-76621,57678,483,0,8158,16995,-68709,21166,-63248
2014-09-30,-29482,-74071,59106,-207,0,8906,19465,-67323,22084,-61522
2014-10-08,-29570,-73335,56284,437,0,8298,19090,-67203,21076,-64923
2014-10-09,-33090,-75351,54940,261,0,7848,20790,-69027,21772,-71857
2014-10-10,-33918,-74162,49100,877,0,6808,20490,-67584,20512,-77877
2014-10-13,-32574,-71705,50048,1361,23,6808,19860,-65904,20773,-71310
2014-10-14,-32724,-72085,49912,1091,27,6904,20430,-66006,21949,-70502
2014-10-15,-34740,-71851,52360,762,27,7044,21095,-66210,21053,-70460
2014-10-16,-35338,-71331,52829,714,27,7080,20545,-65650,21193,-69931
2014-10-17,-35096,-71891,52561,567,27,7044,21095,-66226,20815,-71104
2014-10-20,-34296,-71235,53700,667,878,7104,22670,-65146,20761,-64897
2014-10-21,-33996,-70269,57000,520,1053,7232,24770,-64702,20491,-57901
2014-10-22,-33924,-70484,57980,469,2243,7376,23270,-64663,21139,-56594
2014-10-23,-33168,-67800,56552,724,2558,7326,22820,-62449,20761,-52676
2014-10-24,-33712,-68398,56892,360,1776,7326,22540,-62491,21274,-54433
2014-10-27,-34272,-66612,56960,42,1810,7386,22345,-61321,21118,-52544
2014-10-28,-33888,-64740,54008,413,2300,7302,21805,-58729,20754,-50775
2014-10-29,-33904,-64152,53937,731,2228,7290,21675,-58229,23276,-47148
2014-10-30,-34100,-63183,55612,943,1868,7340,22005,-56745,26682,-39578
2014-10-31,-34954,-66310,57130,1163,248,7470,22305,-58873,29538,-42283
2014-11-03,-35696,-69201,56042,351,-48,7410,22555,-63082,29748,-51921
2014-11-04,-35756,-71784,59507,-669,-1868,7800,22490,-66187,34824,-51643
2014-11-05,-35348,-68551,58532,157,-3122,7728,22190,-63730,35888,-46256
2014-11-06,-34958,-66663,57812,717,-4010,7656,22025,-61107,35921,-42607
2014-11-07,-34270,-65561,56111,717,-3074,7264,21675,-59967,32897,-44208
2014-11-10,-34654,-68501,56526,1071,-2704,7296,21915,-63322,33657,-48716
2014-11-11,-34318,-63839,56346,2187,-1374,7176,21835,-58849,32292,-38544
2014-11-12,-33814,-64388,59406,2319,-1374,7436,21685,-59089,32976,-34843
2014-11-13,-34138,-67499,59046,2903,-1850,7406,21730,-62680,35846,-39236
2014-11-14,-34474,-68353,59926,1688,-2632,7406,21695,-63598,28754,-49588
2014-11-17,-34396,-68475,66262,788,-2472,8022,22010,-64048,29209,-43100
2014-11-18,-34144,-71281,65838,1643,-2152,8094,21975,-66496,29163,-47360
2014-11-19,-34084,-71089,66461,491,-512,8120,22000,-66496,29691,-45418
2014-11-20,-34012,-69930,65678,-509,-1086,8160,22075,-65266,29163,-45727
2014-11-21,-33972,-71211,66646,-1409,-2490,8196,22005,-65988,28657,-49566
2014-11-24,-34020,-70131,65541,46,-2100,8164,22005,-65016,28237,-47274
2014-11-25,-34092,-70611,65707,-236,-3820,8160,22025,-65115,28447,-49535
2014-11-26,-34224,-69490,58427,1066,-5132,8600,22030,-64425,28967,-54181
2014-11-27,-34944,-68723,57671,1158,-7004,8500,22135,-63809,30126,-54890
2014-11-28,-35478,-72381,59399,-534,-9484,8696,22945,-65577,32900,-59514
2014-12-01,-35398,-71265,60497,1098,-9250,8164,22835,-64929,28832,-59416
2014-12-02,-34958,-73212,58699,1656,-9358,8900,22610,-65223,28720,-62166
2014-12-03,-34750,-74156,57331,1470,-11806,9980,23100,-65475,28530,-65776
2014-12-04,-34934,-72150,57502,1662,-11871,9856,23360,-64931,28330,-63176
2014-12-05,-35438,-70439,58437,1564,-17183,9784,23010,-64658,28700,-66223
2014-12-08,-35696,-69917,57502,2271,-18952,10264,21735,-64581,28320,-69054
2014-12-09,-35546,-65492,56962,2477,-18676,10616,21735,-63801,26824,-64901
2014-12-10,-35610,-66346,57068,2477,-19250,11384,21885,-63665,26846,-65211
2014-12-11,-35610,-66526,55556,4115,-18452,13464,21735,-63873,26656,-62935
2014-12-12,-35610,-65833,56381,5213,-19541,12232,22575,-63929,26726,-61786
2014-12-15,-35500,-68823,57812,4457,-21809,10492,22365,-64188,28130,-67064
2014-12-16,-35100,-71704,58072,3401,-23349,9638,22290,-64418,28530,-72640
2014-12-17,-35030,-71436,56022,3401,-24233,9882,22360,-64430,28338,-75126
2014-12-18,-35066,-69564,54922,4253,-23576,10008,20820,-64430,28332,-74301
2014-12-19,-35660,-71197,56554,2813,-23652,7798,21310,-64376,28224,-78186
2014-12-22,-34760,-72584,58105,2813,-24235,4498,20710,-64222,28777,-80898
2014-12-23,-34840,-73168,57401,5108,-23759,7358,20990,-64159,28642,-76427
2014-12-24,-34598,-72387,59013,5266,-23795,5846,20795,-64147,28777,-75230
2014-12-25,-34754,-71365,58701,5266,-23777,5598,20925,-64515,28453,-75468
2014-12-26,-35090,-68591,56610,11314,-23748,7428,21285,-65107,28228,-67671
2014-12-29,-35750,-69102,52785,14518,-23744,13894,22000,-65059,28399,-62059
2014-12-30,-36198,-71190,53745,13008,-23792,12186,21890,-64654,27805,-67200
2014-12-31,-33766,-75643,54837,13168,-23552,10782,21120,-64056,27940,-69170
2015-01-05,-34106,-72691,53037,13498,-23612,12584,21230,-64476,27564,-66972
2015-01-06,-33146,-72423,54357,13148,-23633,10578,20625,-64500,27564,-67430
2015-01-07,-33818,-71773,54623,11874,-23696,9162,20565,-64599,27612,-70050
2015-01-08,-33338,-73912,55474,12274,-23504,6566,19815,-64300,27549,-73376
2015-01-09,-32388,-73705,57562,7513,-22646,1728,19555,-64312,26721,-79972
2015-01-12,-29418,-76879,57598,8365,-22086,800,19375,-63892,26466,-79671
2015-01-13,-29244,-81226,58060,8941,-22251,-2698,19295,-63112,26594,-85641
2015-01-14,-32086,-79642,57210,9132,-22935,-1554,19290,-63364,27119,-86830
2015-01-15,-31678,-81533,57312,6636,-23372,-2024,19320,-63076,26084,-92331
2015-01-16,-34516,-83008,57312,7020,-24404,1104,19200,-62680,24334,-95638
2015-01-19,-33676,-83504,58128,6284,-24229,-3560,19340,-62660,24280,-99597
2015-01-20,-35854,-82304,58392,6652,-25347,-3724,19100,-63386,22840,-103631
2015-01-21,-37894,-81962,58194,7022,-25425,-4686,18980,-63554,23698,-105627
2015-01-22,-37554,-82732,58062,5534,-25475,-4686,18760,-63239,23404,-107926
2015-01-23,-33018,-82840,58776,4232,-24439,-6436,19410,-63239,23395,-104159
2015-01-26,-33930,-81621,58436,4417,-24829,-7184,19260,-63589,23755,-105285
2015-01-27,-34650,-81768,58184,4598,-26205,-3554,19170,-63389,23762,-103852
2015-01-28,-33498,-82173,56960,7462,-25687,-3554,18930,-63129,24110,-100579
2015-01-29,-31796,-81963,57367,6382,-24787,-2684,18990,-63389,25045,-96835
2015-01-30,-31328,-82951,56899,6382,-26193,-2684,18145,-62739,24770,-99699
2015-02-02,-36944,-82041,56829,8362,-28613,-3104,16585,-63519,24598,-107847
2015-02-03,-38064,-81204,56899,8183,-28859,-3464,16585,-63994,24690,-109228
2015-02-04,-36840,-81484,56763,7649,-28785,-3464,16600,-63994,24578,-108977
2015-02-05,-39764,-81198,56259,9629,-30376,-3464,16510,-64210,24613,-112001
2015-02-06,-38676,-80968,56749,10346,-29512,-3464,16525,-64509,25008,-108501
2015-02-09,-37204,-81136,56173,12290,-28900,-3464,16560,-64597,24898,-105380
2015-02-10,-37348,-81204,56173,15266,-28970,-2864,16560,-64525,24873,-102039
2015-02-11,-37060,-81252,56763,14513,-29752,-942,16560,-64473,25071,-100572
2015-02-12,-40464,-80942,55585,15269,-32098,-942,16620,-65145,24783,-107334
2015-02-13,-43646,-80958,54407,15269,-32989,-942,16650,-65211,24398,-113022
2015-02-16,-44906,-80841,54767,13133,-32749,-1290,16650,-65398,24475,-116159
2015-02-17,-42254,-80689,57063,13133,-33617,-1812,16150,-65606,25021,-112611
2015-02-25,-45710,-80569,54983,20042,-35207,-1364,16575,-66057,24919,-112388
2015-02-26,-44554,-80899,56731,20373,-34815,-1588,16365,-67086,24901,-110572
2015-02-27,-47128,-80895,54631,16499,-36290,210,17580,-67198,24705,-117886
2015-03-02,-49108,-81305,55341,15509,-34794,-892,17805,-67448,25041,-119851
2015-03-03,-47892,-81344,55869,16125,-35193,-486,17625,-67406,25293,-117409
2015-03-04,-42684,-82028,58851,15192,-35652,-2136,17565,-68044,25527,-113409
2015-03-05,-41244,-82408,61625,12664,-35364,-2994,17305,-68530,25571,-113375
2015-03-06,-40100,-81908,61560,11716,-35560,-3058,17025,-67420,26377,-111368
2015-03-09,-39684,-81927,63639,8262,-35131,-3926,16745,-67420,26951,-112491
2015-03-10,-38844,-81279,62397,6677,-35111,-4546,15905,-65448,26629,-113620
2015-03-11,-40932,-80973,60647,9637,-35911,-3886,16465,-64671,26584,-113040
2015-03-12,-39598,-81524,60866,7642,-35471,-4426,16465,-66855,26744,-116157
2015-03-13,-36814,-82049,58733,9714,-35300,-3698,16405,-67867,26302,-114574
2015-03-16,-38554,-82133,59389,9424,-34895,-3806,16825,-67703,27134,-114319
2015-03-17,-35770,-82713,61709,8288,-34418,-4326,16885,-69079,27939,-111485
2015-03-18,-38266,-82257,61791,14128,-34508,-4426,17435,-68224,24671,-109656
2015-03-19,-38138,-82305,61872,16711,-34574,-4564,18535,-67999,24271,-106191
2015-03-20,-40122,-81825,56311,18026,-34838,-3904,20405,-66205,20245,-111907
2015-03-23,-43158,-81656,56833,16962,-35810,-3744,19925,-65500,18933,-117215
2015-03-24,-39510,-81903,59248,14262,-35654,-3984,19600,-66460,19458,-114943
2015-03-25,-41060,-82150,60368,17309,-35990,-4212,20790,-67710,18515,-114140
2015-03-26,-37058,-82126,61320,15713,-35671,-4630,19810,-67455,18933,-111164
2015-03-27,-34314,-82335,63140,19713,-35363,-4950,20785,-68322,19893,-101753
2015-03-30,-34638,-82435,64600,14477,-35753,-5090,21905,-68484,21073,-104345
2015-03-31,-34582,-82025,67675,14037,-35819,-5398,21980,-66054,20753,-99433
2015-04-01,-35046,-81989,71419,7734,-36699,-5750,22730,-66934,19632,-104903
2015-04-02,-36038,-82239,71498,6834,-36139,-5840,21115,-67636,20248,-108197
2015-04-03,-41886,-82294,73958,4762,-36339,-5840,23495,-67522,19788,-111878
2015-04-07,-46986,-82339,72853,3432,-36349,-5920,22615,-67095,19808,-119981
2015-04-08,-47044,-82710,76015,2730,-36034,-5320,21015,-69111,21936,-118523
2015-04-09,-44548,-82803,78295,1821,-35466,-4200,21015,-70403,21956,-114333
2015-04-10,-45224,-82803,72184,4573,-35835,-9480,20040,-69867,21276,-125136
2015-04-13,-50432,-82809,72709,4642,-35775,-8946,18990,-69339,21942,-129018
2015-04-14,-52000,-82879,75193,4754,-35945,-7314,19050,-68943,22086,-125998
2015-04-15,-54160,-82729,73219,4068,-37012,-8322,20205,-69288,21383,-132636
2015-04-16,-53608,-82933,73898,4314,-37375,-8322,19800,-68391,22063,-130554
2015-04-17,-54488,-83149,77002,3885,-37715,-6012,19760,-67127,21223,-126621
2015-04-20,-57084,-83284,77406,4301,-37409,-6516,19640,-66398,22963,-126381
2015-04-21,-57216,-82804,72806,4491,-37345,-10766,19640,-67421,22526,-136089
2015-04-22,-56922,-83220,72382,4533,-37249,-11858,19430,-66557,23570,-135891
2015-04-23,-56082,-82914,67678,4917,-37508,-16170,19940,-64714,22958,-141895
2015-04-24,-57762,-83136,62925,5172,-37622,-17690,20515,-63466,22886,-148178
2015-04-27,-56722,-83792,64665,5052,-37610,-16946,20640,-61664,20366,-146011
2015-04-28,-54522,-83246,68799,4707,-37400,-14666,20490,-63626,20446,-139018
2015-04-29,-55510,-84515,67179,4837,-37504,-16367,20850,-60001,20386,-140645
2015-04-30,-56950,-82359,62727,5107,-37477,-19067,21150,-62395,21051,-148213
2015-05-04,-56760,-82315,60459,5219,-37480,-20720,20970,-62776,20842,-152561
2015-05-05,-60540,-83095,60384,5249,-37558,-19394,21110,-60796,20310,-154330
2015-05-06,-59210,-83215,61968,5057,-37464,-18071,20655,-59858,20958,-149180
2015-05-07,-58122,-82335,61968,5197,-37432,-18887,20095,-63218,20742,-151992
2015-05-08,-58794,-82575,61613,5083,-37436,-19415,20415,-61478,20685,-151902
2015-05-11,-57654,-80419,63292,4883,-37410,-17455,20800,-67472,21153,-150282
2015-05-12,-57444,-80019,63370,4699,-37410,-17190,20975,-66962,19709,-150272
2015-05-13,-56268,-79784,64358,4840,-37410,-15150,20455,-69529,18037,-150451
2015-05-14,-56358,-80084,63489,4984,-37410,-15870,20705,-70137,17749,-152932
2015-05-15,-56388,-80243,65049,4784,-37410,-15348,20855,-67344,16729,-149316
2015-05-18,-54532,-79817,65131,4572,-37410,-18324,20140,-66390,17579,-149051
2015-05-19,-51940,-74256,69115,3747,-37422,-15804,19315,-79109,19189,-147165
2015-05-20,-52932,-73728,66043,4125,-37422,-17805,19755,-81065,18812,-154217
2015-05-21,-53884,-73604,65687,4069,-37448,-17343,19980,-79687,18757,-153473
2015-05-22,-51796,-70321,65509,4123,-37430,-17937,19440,-82339,18944,-151807
2015-05-25,-52556,-69961,64781,3964,-37436,-20014,19090,-83339,19461,-156010
2015-05-26,-52736,-69616,64137,4172,-37376,-18071,18810,-82681,19373,-153988
2015-05-27,-52356,-71364,63369,4972,-37430,-17174,18740,-81379,19461,-153161
2015-05-28,-52676,-71121,62205,5272,-37373,-20189,18800,-81919,19485,-157516
2015-05-29,-54440,-67408,61587,5164,-37373,-15663,18800,-83415,19589,-153159
2015-06-01,-57086,-71776,60763,5704,-37382,-18285,18860,-81240,19351,-161091
2015-06-02,-56960,-72803,64759,5207,-37400,-16585,18840,-79710,19295,-155357
2015-06-03,-56580,-72737,64637,5632,-37397,-16520,18815,-80208,19981,-154377
2015-06-04,-56086,-72737,66525,5541,-37421,-16520,18490,-80872,20971,-152109
2015-06-05,-55286,-71717,68580,5651,-37379,-15976,18270,-81040,20835,-148062
2015-06-08,-55126,-72293,69132,5294,-37349,-16624,18310,-80779,20943,-148492
2015-06-09,-56886,-71740,67629,5830,-37289,-16308,18370,-81388,20791,-150991
2015-06-10,-56486,-72293,66165,6112,-37313,-20624,18365,-80779,21111,-155742
2015-06-11,-53222,-67396,75265,4771,-37329,-18754,18365,-84955,21048,-142207
2015-06-12,-53078,-64574,79045,4439,-37261,-16779,18365,-87331,21312,-135862
2015-06-15,-53998,-65758,82653,3947,-37136,-14409,18380,-86418,20783,-131956
2015-06-16,-53662,-69406,88131,3107,-37121,-12039,18420,-84418,21599,-125389
2015-06-17,-52414,-68446,84731,3277,-37235,-12687,18380,-86018,20567,-129845
2015-06-18,-52814,-70756,84563,2945,-37027,-14064,18380,-85094,20918,-132949
2015-06-19,-53564,-75726,85711,2615,-37219,-13724,18260,-82244,21942,-133949
2015-06-23,-54500,-73812,84367,3267,-37067,-14064,18125,-82836,23318,-133202
2015-06-24,-53200,-73706,87635,2778,-37123,-10366,18425,-83484,23513,-125528
2015-06-25,-53038,-75287,86770,3108,-36851,-9606,18535,-82448,25153,-123664
2015-06-26,-54062,-75287,90316,3294,-37301,-6918,18465,-82187,23317,-120363
2015-06-29,-48188,-73527,101316,-335,-37595,-2592,18040,-84211,25833,-101259
2015-06-30,-49412,-79953,101316,-335,-37614,-3012,16440,-76023,27293,-101300
2015-07-01,-53132,-81321,100134,435,-37422,-1776,16240,-74931,27950,-103823
2015-07-02,-49484,-82727,102367,729,-38606,-888,16645,-71601,25408,-98157
2015-07-03,-44960,-81210,123167,-1719,-42254,10480,17395,-74373,27235,-66239
2015-07-06,-40910,-81315,148556,-4740,-48183,20982,17890,-71450,26479,-32691
2015-07-07,-34254,-78048,157706,-8290,-56181,27430,17890,-76980,45881,-4846
2015-07-08,-40598,-80020,144826,-4042,-50916,18817,18085,-72039,32201,-33686
2015-07-09,-40748,-82210,142810,-4672,-50396,18181,18085,-68560,32201,-35309
2015-07-10,-39108,-82152,143278,-4906,-50803,20641,18025,-65277,32226,-28076
2015-07-13,-38588,-83972,143201,-5131,-51323,21145,18050,-62901,32980,-26539
2015-07-14,-38630,-82865,144587,-5203,-51251,21910,18035,-65079,33006,-25490
2015-07-15,-38588,-82605,144356,-5543,-51401,21652,18035,-63404,34329,-23169
2015-07-16,-38148,-81005,143888,-5738,-51341,21474,18035,-68090,34788,-26137
2015-07-17,-39712,-80030,139286,-4932,-51299,14994,18035,-69926,35355,-38229
2015-07-20,-39712,-80486,141704,-5164,-51345,17894,18035,-69133,35467,-32740
2015-07-21,-40384,-81311,145354,-5454,-51336,23102,18035,-67211,35971,-23234
2015-07-22,-40144,-81025,143986,-5802,-51336,21926,18035,-67467,35478,-26349
2015-07-23,-37888,-80219,144412,-6942,-51290,22088,18035,-69924,36678,-25050
2015-07-24,-36016,-78545,142312,-6117,-51158,20248,18035,-73074,36168,-28147
2015-07-27,-36736,-78629,142454,-6168,-51174,20734,18035,-72525,36819,-27190
2015-07-28,-37504,-78629,139832,-5580,-51126,19195,18035,-73209,36307,-32679
2015-07-29,-38224,-78809,141532,-6012,-51166,21355,18035,-73152,36787,-29654
2015-07-30,-38128,-79181,140872,-5718,-51112,21829,18035,-73880,36787,-30496
2015-07-31,-35968,-78093,141977,-5522,-50221,20869,17995,-76025,35987,-29001
2015-08-03,-36304,-79479,140761,-5172,-49789,18949,18035,-74891,37142,-30748
2015-08-04,-39136,-80007,140698,-5224,-50114,18317,18025,-74942,37373,-35010
2015-08-05,-36486,-80211,142084,-5494,-49184,18863,18035,-75192,36944,-30641
2015-08-06,-37686,-79171,142890,-4582,-49440,20423,18020,-76622,35954,-30214
2015-08-07,-38186,-82091,144006,-4012,-49908,20731,18000,-74131,35459,-30132
2015-08-10,-37786,-83485,143518,-3772,-50448,21035,18200,-72435,32291,-32882
2015-08-11,-38826,-83485,142258,-2667,-50733,19865,18270,-70956,27011,-39263
2015-08-12,-41738,-80673,140305,-2667,-52033,18866,18420,-72843,27475,-44888
2015-08-13,-38394,-80127,141026,-3123,-50929,17866,18410,-73283,27720,-40834
2015-08-14,-38394,-80045,145004,-4383,-50247,22052,19130,-73395,29385,-30893
2015-08-17,-37094,-79615,146534,-4999,-48615,22212,19200,-74457,30159,-26675
2015-08-18,-38790,-78355,147269,-3451,-49176,25915,19160,-75945,31199,-22174
2015-08-19,-33808,-77545,149589,-4039,-48021,28491,19250,-78024,28586,-15521
2015-08-20,-31520,-78005,150173,-3787,-48237,28650,19330,-77841,28168,-13069
2015-08-21,-24072,-76073,163133,-6625,-45499,43408,19415,-82266,30868,22289
2015-08-24,-15252,-78866,163279,-6985,-44056,43247,19415,-80922,32920,32780
2015-08-25,-15780,-79307,162759,-7139,-43237,42341,19415,-80402,34471,33121
2015-08-26,-21864,-80702,158471,-6347,-45328,38953,19490,-78334,35587,19926
2015-08-27,-24984,-80262,157470,-6149,-47478,37585,19490,-78202,33847,11317
2015-08-28,-24074,-79155,160920,-7787,-44813,40777,19410,-78722,34147,20703
2015-08-31,-28134,-79355,160920,-7787,-45173,39769,19425,-77786,34087,15966
2015-09-01,-26982,-79775,162048,-7843,-45050,40282,19425,-77444,34297,18958
2015-09-02,-26982,-78094,165855,-8519,-44252,44702,19425,-79712,34421,26844
2015-09-07,-25860,-79054,162359,-8029,-44983,41902,19425,-79292,34173,20641
2015-09-08,-26850,-78978,160687,-7765,-45284,41206,19425,-79379,33956,17018
2015-09-09,-29886,-79086,159651,-7387,-45757,39838,19425,-78937,33770,11631
2015-09-10,-31178,-78402,162133,-7707,-46100,40351,19425,-79201,33987,13308
2015-09-11,-30026,-79549,162577,-7830,-44200,43537,19435,-78915,34691,19720
2015-09-14,-27320,-79873,164929,-7910,-44100,47833,19435,-78555,35075,29514
2015-09-15,-30176,-79941,162413,-7559,-45180,43917,19435,-78375,34499,19033
2015-09-16,-29846,-79493,163001,-7559,-45840,44269,19435,-78647,32547,17867
2015-09-17,-28054,-78845,163721,-7703,-45400,44613,19435,-78962,31683,20488
2015-09-18,-27286,-78449,166621,-7851,-46128,47021,19635,-79066,30867,25364
2015-09-21,-25054,-78414,168101,-8061,-45501,48421,19740,-79143,31707,31796
2015-09-22,-24724,-78238,167645,-8197,-47151,47359,19675,-79143,34299,31525
2015-09-23,-24328,-78238,169469,-8857,-46737,48249,19675,-79203,33727,33757
2015-09-24,-23140,-78730,170081,-8828,-45945,48249,20515,-79163,32350,35389
2015-09-25,-20962,-78691,174185,-8828,-44667,54041,20765,-79163,34200,50880
2015-09-28,-21506,-77361,177529,-8972,-42651,57721,21285,-79105,37434,64374
2015-09-29,-21716,-78064,177827,-8996,-42503,59712,20995,-79129,37159,65285
2015-09-30,-26756,-77680,176357,-8884,-46372,59712,21160,-79039,28438,46936
2015-10-08,-31124,-76932,169757,-9145,-52942,51042,17845,-79005,28143,17639
2015-10-09,-33274,-78192,171485,-9028,-53270,51610,16315,-79465,27616,13797
2015-10-12,-31558,-78276,173258,-9016,-52280,54448,17835,-79585,28887,23713
2015-10-13,-31558,-79876,176528,-8976,-51192,52530,19585,-79957,27833,24917
2015-10-14,-31128,-79728,175652,-9012,-50472,52253,19345,-79957,27803,24756
2015-10-15,-30792,-79620,177668,-8964,-48236,52253,20570,-79107,28363,32135
2015-10-16,-29044,-79229,180998,-9528,-46556,57064,20570,-78689,28839,44425
2015-10-19,-28054,-79115,182766,-9577,-45516,61339,20320,-78489,28785,52459
2015-10-20,-26734,-78674,185756,-10061,-44236,60745,23070,-78258,29305,60913
2015-10-21,-28494,-79178,187250,-10257,-44641,59513,22815,-79842,28941,56107
2015-10-22,-29010,-78566,188768,-10321,-43021,61945,23490,-78702,27901,62484
2015-10-23,-27814,-78182,191338,-10113,-41955,65289,24195,-79296,28889,72351
2015-10-26,-22754,-78152,188748,-10203,-40889,65289,24665,-79084,28764,76384
