Date,TA,M,RB,FG,MA,HC,V,RM,AG,combined
2017-01-19,-54286,-58144,228645,74247,-33402,167151,222425,-66414,-11919,468303
2017-01-20,-54446,-57564,228373,73071,-31722,167229,222215,-66390,-12623,468143
2017-01-23,-54442,-56676,229973,75521,-31512,171480,220495,-66140,-12392,476307
2017-01-24,-54676,-63056,229922,76501,-28614,171520,222995,-67440,-10442,476710
2017-01-25,-54680,-59786,230876,77041,-29054,174120,224705,-66936,-8336,487950
2017-01-26,-54676,-61820,227384,73369,-30114,164560,235915,-66756,-12060,475802
2017-02-03,-54432,-57678,226808,73603,-29088,163819,234415,-64758,-14810,477879
2017-02-06,-54568,-57785,227640,73847,-28043,166228,235240,-64641,-15674,482244
2017-02-07,-54480,-52331,228630,76509,-28703,168212,234965,-63066,-15674,494062
2017-02-08,-54830,-53801,228225,75613,-28520,166932,236365,-63582,-15938,490464
2017-02-09,-54550,-50336,229950,83611,-27384,170932,238325,-61972,-15263,513313
2017-02-10,-53836,-51821,231450,89721,-20976,173908,242975,-62511,-18773,530137
2017-02-13,-53756,-54246,231450,89933,-17837,174178,243920,-63707,-19095,530840
2017-02-14,-54834,-56108,230714,88205,-22137,172498,233210,-64577,-18215,508756
2017-02-15,-55106,-53392,230634,87645,-26037,171988,231510,-63557,-18557,505128
2017-02-16,-55074,-57577,231402,88415,-27747,173398,228010,-65537,-18594,496696
2017-02-17,-54994,-55777,232106,90268,-26109,174568,230390,-64297,-17929,508226
2017-02-20,-55082,-53377,232616,89602,-32712,174920,219990,-62757,-18891,494309
2017-02-21,-55074,-55826,231951,89042,-33888,172715,216910,-64572,-18675,482583
2017-02-22,-55562,-57905,231247,86917,-40252,170236,210610,-66772,-18403,460116
2017-02-23,-55252,-58719,231577,86542,-36382,169696,214510,-66874,-20119,464979
2017-02-24,-55228,-58089,233359,88089,-33418,172926,219735,-66573,-21736,479065
2017-02-27,-55262,-58936,230367,84813,-38282,167486,214700,-66879,-21302,456705
2017-02-28,-55264,-56284,232014,85478,-41723,169410,214700,-65371,-20602,462358
2017-03-01,-55264,-53852,232230,85603,-43028,168770,216780,-63921,-21018,466300
2017-03-02,-55264,-55059,231678,83407,-43280,168098,223665,-64391,-17668,471186
2017-03-03,-55264,-53610,229631,82574,-42524,165215,227165,-63241,-17884,472062
2017-03-06,-55264,-54921,230519,82126,-42852,165375,227605,-63913,-17836,470839
2017-03-07,-55434,-57601,228649,75913,-49326,163200,215135,-66361,-16718,437457
2017-03-08,-55622,-57731,227959,73079,-51918,161970,217445,-66314,-15444,433424
2017-03-09,-55446,-60679,227893,71973,-52313,162390,215995,-68382,-14296,427135
2017-03-10,-55456,-59875,230812,72801,-54863,165974,216975,-67651,-15598,433119
2017-03-13,-55324,-61375,229594,72533,-56980,164161,220725,-68807,-14653,429874
2017-03-14,-55394,-60216,232469,73753,-52649,167457,221145,-67949,-14843,443773
2017-03-15,-55664,-59936,233069,73137,-51407,167853,223745,-67883,-19003,443911
2017-03-16,-55684,-60790,231389,72825,-49638,166427,223245,-68163,-18541,441070
2017-03-17,-55420,-58934,230514,72249,-50582,165403,221805,-66810,-19096,439129
2017-03-20,-55348,-60734,227679,72377,-52322,162955,218125,-67580,-18652,426500
2017-03-21,-54732,-60844,224543,69218,-55994,158311,215595,-67730,-19861,408506
2017-03-22,-55512,-63340,224803,69440,-55504,158047,215395,-69267,-19666,404396
2017-03-23,-54492,-64040,225102,69825,-55702,158801,214540,-69715,-18982,405337
2017-03-24,-53642,-64304,223276,69026,-60310,156337,211820,-69649,-20920,391634
2017-03-27,-53426,-64562,223122,70707,-59194,156094,212140,-69706,-21068,394107
2017-03-28,-54306,-63947,225621,71201,-56629,159396,213180,-69332,-20888,404296
2017-03-29,-53214,-65187,225054,71123,-56401,158846,211945,-69668,-20958,401540
2017-03-30,-51912,-65372,225244,71873,-55606,158274,211340,-69738,-20503,403600
2017-03-31,-54168,-66172,226574,72081,-52134,158384,212590,-69972,-21115,406068
2017-04-05,-54948,-66200,225434,72177,-51844,158186,212320,-69942,-21185,403998
2017-04-06,-53598,-66800,223078,71631,-54209,156277,210920,-70152,-22725,394422
2017-04-07,-54270,-66140,222280,71939,-57926,156027,210500,-70004,-19190,393216
2017-04-10,-53520,-66140,221938,70511,-61290,155115,210475,-69992,-19322,387775
2017-04-11,-52070,-65846,220247,70203,-61767,152424,210195,-69959,-21337,382090
2017-04-12,-52220,-65210,220703,70539,-61667,153326,209850,-69916,-22632,382773
2017-04-13,-52112,-65276,221153,70349,-65459,153926,209490,-69910,-23157,379004
2017-04-14,-54056,-65331,220613,70151,-65365,153717,209465,-69865,-23123,376206
2017-04-17,-54056,-65499,219029,70019,-66040,152061,209465,-70005,-21836,373138
2017-04-18,-50788,-65103,219533,70745,-64922,152277,209485,-69589,-20648,380990
2017-04-19,-49444,-65363,220383,71396,-65174,152869,209165,-69946,-20714,383172
2017-04-20,-48248,-65489,221103,71616,-65748,153396,208925,-70135,-19320,386100
2017-04-21,-47590,-65281,221049,72076,-66548,153311,209405,-69559,-18480,388383
2017-04-24,-45190,-65274,221315,71966,-67220,153923,209855,-69517,-18840,391018
2017-04-25,-44578,-65502,221555,71628,-66212,154399,209580,-71281,-17748,391841
2017-04-26,-45410,-65582,222335,72092,-64994,155130,207180,-71941,-17352,391458
2017-04-27,-44774,-65579,223775,72247,-64474,156592,205680,-72061,-17352,394054
2017-04-28,-47258,-65644,224567,72383,-64201,156466,205830,-68285,-13944,399914
2017-05-02,-47258,-65592,224063,72168,-64361,156006,206350,-69275,-13684,398417
2017-05-03,-41458,-65627,219383,70288,-68681,151533,207670,-69062,-8533,395513
2017-05-04,-35724,-65477,218958,69210,-70001,151365,207670,-70430,-7993,397578
2017-05-05,-37404,-65358,219462,69554,-68916,152005,207470,-71824,-8433,396556
2017-05-08,-38484,-65337,219362,69554,-68948,151397,206300,-72832,-7253,393759
2017-05-09,-36916,-65505,220198,68956,-69599,151861,207875,-71701,-5850,399319
2017-05-10,-39004,-65532,220308,70351,-68729,152146,206715,-71337,-7670,397248
2017-05-11,-38638,-65154,218108,69775,-69323,150841,207195,-75661,-9234,387909
2017-05-12,-42916,-65091,218948,71035,-68231,151711,205760,-76354,-11442,383420
2017-05-15,-45364,-64961,218787,71219,-67175,151724,205165,-77244,-13167,378984
2017-05-16,-45224,-65393,221091,70391,-66922,153115,205255,-75384,-13593,383336
2017-05-17,-44524,-64931,221116,70734,-67589,153180,204605,-78948,-12609,381034
2017-05-18,-48164,-64593,223228,74211,-64997,154064,204080,-80334,-11953,385542
2017-05-19,-50646,-64705,225594,73891,-64877,154960,204180,-78354,-13255,386788
2017-05-22,-49680,-64597,224684,74115,-65222,154610,204435,-80838,-15631,381876
2017-05-23,-48608,-64483,224009,73815,-66028,154280,204735,-80624,-11968,385128
2017-05-24,-46016,-64462,223113,73490,-64597,154072,204730,-80624,-14628,385078
2017-05-25,-38240,-63736,223764,74102,-65542,153910,204810,-84080,-14628,390360
2017-05-26,-37162,-61708,219828,69542,-69014,152506,204840,-95078,-12560,371194
2017-05-31,-33544,-62072,219531,68786,-68286,152107,204685,-93510,-11723,375974
2017-06-01,-32026,-61991,217857,68914,-69275,151783,204905,-93595,-9131,377441
2017-06-02,-34234,-62642,215377,69244,-68593,150487,204960,-92447,-15630,366522
2017-06-05,-36970,-62710,216967,69244,-67693,150708,204945,-92607,-18570,363314
2017-06-06,-39952,-63286,217199,68980,-67503,150804,204965,-91501,-18995,360711
2017-06-07,-38412,-64026,217576,69583,-67123,151044,204935,-90790,-18509,364278
2017-06-08,-37998,-64026,219316,70467,-67237,152404,204930,-89763,-13469,374624
2017-06-09,-38566,-63650,219646,69855,-67085,152516,204620,-88806,-10087,378443
2017-06-12,-39986,-62978,217426,69372,-67807,151380,204680,-89950,-8119,374018
2017-06-13,-41462,-63762,220941,72375,-66946,153514,204735,-88420,-9921,381054
2017-06-14,-38390,-63048,222345,71970,-67706,154669,204815,-88696,-8423,387536
2017-06-15,-37808,-64098,222205,75127,-67086,154459,204825,-86986,-8096,392542
2017-06-16,-39138,-65169,224221,74653,-66386,155801,204870,-85026,-5856,397970
2017-06-19,-36034,-65220,222926,74576,-66346,155345,204905,-84420,-6436,399296
2017-06-20,-33034,-64260,222038,74244,-66606,154920,204845,-84105,-3676,404366
2017-06-21,-29506,-62373,221438,70804,-67646,154808,204875,-87525,-8051,396824
2017-06-22,-31646,-61710,223488,71168,-67499,156188,204615,-87165,-9481,397958
2017-06-23,-32306,-62396,224412,71332,-67499,157273,204505,-87286,-8841,399194
2017-06-26,-32088,-62616,227404,72079,-67594,159128,204440,-86786,-6793,407174
2017-06-27,-33848,-62152,230014,72415,-67746,161163,204450,-86918,-9244,408134
2017-06-28,-40140,-62452,231214,77245,-66586,161203,204450,-85274,-9634,410026
2017-06-29,-38890,-61842,232132,78305,-66472,160601,204450,-86954,-3700,417630
2017-06-30,-41376,-69711,235471,78497,-65554,164408,204540,-70366,-2902,433007
2017-07-03,-35726,-70748,231456,76997,-66238,161125,204100,-68094,11090,443962
2017-07-04,-44540,-70545,234762,79597,-65744,162840,204640,-68314,11368,444064
2017-07-05,-42172,-71085,234222,79177,-64610,161665,205120,-66806,13064,448575
2017-07-06,-41440,-71829,237550,81449,-64460,164262,205960,-67576,15044,458960
2017-07-07,-38820,-74489,238915,79512,-65085,165802,205860,-57111,37844,492428
2017-07-10,-47532,-74389,245056,81032,-64476,171738,206420,-56616,29752,490985
2017-07-11,-51492,-74270,246320,78616,-65926,172518,205485,-56773,25671,480149
2017-07-12,-55976,-73360,254713,80321,-65222,178904,206385,-62478,23599,486886
2017-07-13,-56208,-72799,247050,79243,-64874,172599,205615,-69914,27199,467911
2017-07-14,-54008,-72808,252375,81583,-64961,178836,205270,-69434,21879,478732
2017-07-17,-54218,-73015,249840,81583,-64391,176284,207895,-66716,21587,478849
2017-07-18,-55394,-72979,255170,88429,-63401,180204,210650,-67622,20907,495964
2017-07-19,-61598,-73159,244250,86077,-62213,172762,214370,-64987,21459,476961
2017-07-20,-59618,-73383,245546,86413,-63267,172954,214205,-60703,19487,481634
2017-07-21,-56054,-72871,245656,85563,-63533,172090,213485,-70713,19623,473246
2017-07-24,-57878,-73277,248904,88699,-62386,175610,218555,-64978,19161,492410
2017-07-25,-58438,-72836,251704,84699,-64856,176954,213610,-71558,21037,480316
2017-07-26,-61378,-72860,251989,85305,-64819,177458,219460,-70873,17473,481755
2017-07-27,-58018,-73021,251583,84723,-65389,177230,214660,-69970,18253,480051
2017-07-28,-62986,-72972,261082,92849,-64397,185582,217735,-67874,17497,506516
2017-07-31,-62118,-72936,258899,91409,-63737,183871,219535,-68805,16793,502911
2017-08-01,-60662,-72684,262503,92081,-62785,185514,227735,-72529,17234,516407
2017-08-02,-60878,-72468,266637,92531,-63205,189240,228365,-79229,18998,519991
2017-08-03,-62612,-72524,270294,94592,-61610,194080,238365,-77002,17634,541217
2017-08-04,-60428,-72573,278456,89234,-61455,201192,242325,-76002,23115,563864
2017-08-07,-62162,-72925,276080,89234,-59295,197944,247525,-71127,23619,568893
2017-08-08,-65522,-72934,282302,102734,-58833,205699,249370,-69021,20559,594354
2017-08-09,-65922,-73015,280076,102172,-58833,203379,255610,-67431,13215,589251
2017-08-10,-60434,-72183,274772,98177,-60758,198465,242625,-79356,12951,554259
2017-08-11,-61778,-72255,271912,100557,-61824,195110,240420,-81094,10842,541890
2017-08-14,-58346,-72207,268972,97092,-62174,193274,233390,-82336,14472,532137
2017-08-15,-57410,-72087,267092,99225,-62174,192735,232250,-84869,18126,532888
2017-08-16,-58474,-72175,271886,106125,-58750,198385,236160,-83105,10008,550060
2017-08-17,-59722,-72175,275842,106603,-58960,202335,242810,-83397,11320,564656
2017-08-18,-61402,-72175,279016,109111,-58144,204685,244560,-81192,12400,576859
2017-08-21,-63642,-72385,278488,109577,-57661,203551,247280,-78304,12548,579452
2017-08-22,-63408,-72369,270893,105582,-57730,193359,242350,-78154,12702,553225
2017-08-23,-64928,-72209,273843,109122,-57891,198888,245675,-79183,12852,566169
2017-08-24,-62552,-72417,277979,106764,-57435,203024,250295,-78443,12852,580067
2017-08-25,-61544,-72593,277979,106764,-57339,204574,251485,-75743,11202,584785
2017-08-28,-61280,-72273,276166,103082,-56414,203251,249955,-78515,8127,572099
2017-08-29,-61940,-71967,275676,104930,-55889,203951,248765,-82255,10609,571880
2017-08-30,-61874,-71815,277979,98714,-55733,204151,251040,-82609,10889,570742
2017-08-31,-63026,-71983,283614,98439,-55337,213101,256260,-83164,9869,587773
2017-09-01,-64946,-72577,284545,91939,-54197,214751,255500,-79816,5609,580808
2017-09-04,-65628,-72511,285297,93421,-53693,217046,260570,-79076,6161,591587
2017-09-05,-64236,-72691,280669,91921,-54638,213028,258170,-77966,6486,580743
2017-09-06,-63788,-72786,279821,88736,-56565,212578,251570,-75587,7809,571788
2017-09-07,-63008,-72406,277730,86107,-57393,209602,249930,-80262,6589,556889
2017-09-08,-62908,-72482,277106,87939,-58296,209410,249360,-78399,10189,561919
2017-09-11,-63292,-72464,278874,89500,-54386,210034,253140,-78399,10425,573432
2017-09-12,-62332,-72175,276090,87475,-56586,207278,241315,-83499,10551,548117
2017-09-13,-62524,-72536,272030,89895,-58686,204681,238090,-80447,11233,541736
2017-09-14,-62140,-72973,269888,79150,-60610,203256,232330,-76843,11105,523163
2017-09-15,-61996,-73058,270254,75034,-60994,202706,232330,-74610,11798,521464
2017-09-18,-62104,-72486,266411,71548,-61354,199058,225870,-78558,15802,504187
2017-09-19,-62644,-72624,266923,73717,-60774,200160,224205,-78012,15091,506042
2017-09-20,-61024,-72952,260749,70921,-64414,195064,218285,-75130,19627,491126
2017-09-21,-61528,-74510,254323,70696,-64009,187969,218285,-60367,20072,490931
2017-09-22,-62284,-74862,256183,72238,-64028,190224,217790,-56083,20657,499835
2017-09-25,-62700,-74638,256843,66738,-63807,191346,220310,-59629,13769,488232
2017-09-26,-62650,-74638,259954,68238,-63935,194335,221185,-58639,17960,501810
2017-09-27,-57658,-74676,257004,65442,-64760,192415,212345,-63319,20559,487352
2017-09-28,-58532,-74865,261560,64092,-64136,196918,214270,-71383,19019,486943
2017-09-29,-58420,-74425,261627,62454,-63886,197218,208225,-65623,16466,483636
2017-10-09,-58450,-74524,252795,73704,-64300,189478,206365,-65321,16022,475769
2017-10-10,-58540,-74659,250415,72840,-64964,188441,206510,-66294,16577,470326
2017-10-11,-58900,-74569,257613,72548,-65140,196865,207860,-66158,15633,485752
2017-10-12,-59260,-73109,264852,75508,-64870,203384,209420,-56842,13911,512994
2017-10-13,-60130,-73155,266652,76586,-64852,205086,207990,-57922,10935,511190
2017-10-16,-60046,-73467,265574,75851,-64816,201290,209340,-59242,14655,509139
2017-10-17,-60690,-73438,264202,76471,-64784,200354,209340,-59351,15906,508010
2017-10-18,-59962,-73214,260576,74911,-64884,194790,207045,-58503,17796,498555
2017-10-19,-60106,-73074,268889,78967,-64668,206022,211725,-58606,15518,524667
2017-10-20,-60126,-73682,267785,75356,-64670,204543,212895,-60166,18854,520789
2017-10-23,-60246,-74327,269958,76101,-64672,205814,216575,-60691,17186,525698
2017-10-24,-60102,-73787,268810,73687,-64660,203805,214965,-59883,20525,523360
2017-10-25,-60198,-74507,267810,71572,-64652,200156,213975,-62187,18497,510466
2017-10-26,-60016,-75515,265090,69517,-65077,196548,213350,-63531,28045,508411
2017-10-27,-60196,-75074,264270,69118,-65084,195612,216230,-63179,26829,508526
2017-10-30,-60088,-75324,266727,69118,-64970,198082,210730,-64491,24669,504453
2017-10-31,-60248,-74874,264067,71233,-64760,194752,209290,-63721,24941,500680
2017-11-01,-60280,-74262,268247,71933,-64532,197020,212395,-63224,19761,507058
2017-11-02,-60388,-73742,266951,72209,-64424,196600,212175,-63620,19457,505218
2017-11-03,-60516,-75014,271019,74183,-63814,200952,215365,-64054,23831,521952
2017-11-06,-60560,-74188,270427,77023,-63792,200592,215365,-62724,17999,520142
2017-11-07,-60588,-74129,270112,78151,-63870,200354,214735,-62790,19726,521701
2017-11-08,-60480,-73289,270672,83443,-63465,200252,214525,-61875,17674,527457
2017-11-09,-60600,-75025,271896,84349,-63720,202292,214525,-63357,18217,528577
2017-11-10,-59430,-73617,272141,84205,-62712,201952,213925,-62752,21529,535241
2017-11-13,-59398,-74527,272176,86017,-63057,201882,213005,-63027,20789,533860
2017-11-14,-60838,-74743,268711,83348,-64482,198592,205075,-62514,20789,513938
2017-11-15,-60598,-72991,267736,85211,-64454,198777,202700,-61474,21159,516066
2017-11-16,-60510,-73141,266008,87221,-63526,196747,204410,-61523,19494,515180
2017-11-17,-59214,-69265,268440,93813,-63288,199282,204570,-59507,16146,530977
2017-11-20,-59526,-67813,271187,98031,-61142,201619,204495,-58295,20304,548860
2017-11-21,-57786,-68419,273347,97822,-59622,203059,207575,-57983,20883,558876
2017-11-22,-58566,-68964,273689,98037,-60319,201337,207965,-58157,20683,555705
2017-11-23,-57754,-66570,273233,100689,-60964,201542,208265,-56225,19678,561894
2017-11-24,-59552,-68831,273993,98817,-66148,200596,205925,-58433,21113,547480
2017-11-27,-60482,-67751,275904,96785,-65892,205062,205745,-58053,20699,552017
2017-11-28,-59962,-68971,280154,102181,-64341,208310,206195,-58953,27209,571822
2017-11-29,-60468,-69745,281837,97141,-65657,208030,204995,-60069,42749,578813
2017-11-30,-56464,-71841,281200,102822,-62696,209206,206435,-62049,47957,594570
2017-12-01,-56344,-62114,285229,113406,-57714,214476,207965,-55329,49727,639302
2017-12-04,-57436,-63101,283493,109908,-59529,212796,207685,-55677,52403,630542
2017-12-05,-57256,-57917,277389,112808,-59429,204772,209365,-53661,61643,637714
2017-12-06,-58582,-61469,272373,101328,-63277,197772,207645,-54732,72379,613437
2017-12-07,-58554,-61994,275924,103032,-57832,203596,210405,-55014,78847,638410
2017-12-08,-58626,-64519,276825,101754,-57037,203478,210265,-55914,74783,631009
2017-12-11,-58362,-65131,275369,100482,-52987,203093,210265,-56004,77676,634401
2017-12-12,-58482,-65337,272242,106152,-53743,199943,209670,-55799,79804,634450
2017-12-13,-59466,-67313,269587,96912,-55849,199880,209320,-56783,56420,592708
2017-12-14,-59362,-68561,271753,98730,-56241,203660,209355,-56863,62126,604597
2017-12-15,-59290,-68153,274553,104995,-53457,204620,209775,-56338,57870,614575
2017-12-18,-58978,-67838,269905,104995,-54067,197666,209985,-56560,56502,601610
2017-12-19,-58810,-69336,269685,106331,-52147,198398,210020,-57190,57828,604779
2017-12-20,-58930,-70848,271266,106832,-54961,200653,208970,-57700,58491,603773
2017-12-21,-59070,-71484,274786,109946,-55253,205815,209490,-57730,58491,614991
2017-12-22,-58958,-70530,269121,106621,-59397,197637,208810,-57590,48635,584349
2017-12-25,-57670,-68034,271926,106621,-56737,199974,209970,-56966,47739,596823
2017-12-26,-57460,-67459,270753,104101,-59587,199324,209410,-56756,44855,587181
2017-12-27,-57068,-69587,270702,104101,-61303,199424,209515,-56990,38090,576884
2017-12-28,-56748,-73955,271066,105354,-60197,199374,209935,-57790,39674,576713
2017-12-29,-55796,-73410,273820,102699,-54597,202434,210845,-57702,35974,584267
2018-01-02,-56228,-72492,271576,102162,-55581,200394,210775,-57350,36710,579966
2018-01-03,-54588,-72392,272526,104598,-54307,201094,211095,-57458,39896,590464
2018-01-04,-54672,-72294,271876,103032,-55135,200125,211175,-57414,38496,585189
2018-01-05,-53454,-73264,272194,110557,-51751,200853,211295,-57477,38320,597273
2018-01-08,-53366,-72504,273058,110026,-51266,201224,211025,-57369,37270,598098
2018-01-09,-54114,-73256,274354,110346,-51666,202284,210755,-57405,42406,603704
2018-01-10,-53834,-75398,273600,107530,-50738,202284,210555,-58005,40702,596696
2018-01-11,-55392,-78870,272061,107707,-52036,200492,211105,-58817,39874,586124
2018-01-12,-53880,-74375,273751,106150,-52626,201546,211215,-57742,31846,585885
2018-01-15,-56580,-75281,272671,103524,-62526,200798,208875,-57772,36400,570109
2018-01-16,-58416,-73733,273871,104903,-64593,201017,206665,-57658,44150,576206
2018-01-17,-58122,-73864,274859,107768,-66374,201953,207710,-57712,49190,585408
2018-01-18,-57370,-72604,279191,107012,-69414,206993,208645,-57344,54411,599520
2018-01-19,-54832,-71612,280231,103250,-67360,206549,208725,-57260,54187,601878
2018-01-22,-54484,-71362,280551,105274,-64480,206904,209325,-57215,51197,605710
2018-01-23,-50004,-74112,283456,104804,-67777,209529,210825,-57572,55266,614415
2018-01-24,-49444,-71466,285004,110876,-62797,211353,211125,-56963,28780,606468
2018-01-25,-50588,-72426,283717,109521,-62961,210330,212455,-57218,35605,608435
2018-01-26,-50694,-68714,284525,115545,-61179,210516,211615,-56552,39328,624390
2018-01-29,-53238,-69294,282485,114801,-64579,208596,210850,-56514,50617,623724
2018-01-30,-52482,-69078,280931,112431,-69283,207179,211615,-56478,49161,613996
2018-01-31,-56206,-70713,279846,110681,-70188,209545,208725,-56718,50161,605133
2018-02-01,-55864,-73677,285126,114761,-70552,218193,209125,-57576,50361,619897
2018-02-02,-55300,-74013,287846,114277,-67906,220689,209950,-57720,70041,647864
2018-02-05,-55944,-74543,284840,114277,-67336,217561,209050,-57912,61757,631750
2018-02-06,-56664,-70059,284336,115185,-69968,217748,209890,-57171,68604,641901
2018-02-07,-57676,-70173,286349,111441,-73824,222948,209215,-57097,77406,648589
2018-02-08,-58936,-70577,279243,108207,-77379,208458,208585,-56902,75313,616012
2018-02-09,-60874,-66436,281353,104952,-84867,210944,207805,-55385,75005,612497
2018-02-12,-60586,-65836,284505,105977,-86928,213749,207805,-55600,71885,614971
2018-02-13,-59986,-64348,287066,110567,-85728,213936,207005,-55190,71095,624417
2018-02-14,-56434,-56463,278750,107987,-84538,205476,206915,-52338,77415,626770
2018-02-22,-54706,-56366,297610,114386,-75067,217636,207370,-52338,73599,672124
2018-02-23,-52000,-55442,307840,114386,-80426,233300,207595,-52248,68220,691225
2018-02-26,-51076,-56044,305307,114386,-82280,231964,207395,-52496,70339,687495
2018-02-27,-51404,-52640,303734,114591,-80280,230812,207695,-49795,76044,698757
2018-02-28,-52508,-49030,303444,115224,-82970,231250,207975,-48915,77185,701655
2018-03-01,-52708,-42570,304894,115224,-69455,234462,208095,-43875,75392,729459
2018-03-02,-54108,-43734,296956,112200,-73415,224262,207515,-44967,72872,697581
2018-03-05,-53484,-42577,299341,110928,-71417,225902,207340,-44407,74852,706478
2018-03-06,-55904,-42759,294301,110502,-70751,216542,207310,-45427,70752,684566
2018-03-07,-57994,-42474,285661,107618,-84476,209342,207125,-45892,72210,651120
2018-03-08,-61648,-44514,271138,100886,-79667,196829,207140,-46892,74845,618117
2018-03-09,-61770,-49554,268450,100292,-79475,196224,207280,-49622,74477,606302
2018-03-12,-60230,-48410,266390,100872,-80027,193650,207260,-48962,75575,606118
2018-03-13,-59912,-48042,268290,99262,-76142,196560,207040,-47862,73196,612390
2018-03-14,-61290,-50181,268290,96562,-81722,196466,207220,-50774,74969,599540
2018-03-15,-62018,-46368,264680,97822,-86186,196736,207185,-46819,78443,603475
2018-03-16,-60602,-50281,256032,97943,-79956,191016,207230,-49280,85547,597649
2018-03-19,-62654,-51583,254008,96991,-80466,189105,207580,-50710,83077,585348
2018-03-20,-62206,-50407,251011,93883,-80306,183225,207525,-50298,85637,578064
2018-03-21,-57330,-49833,251713,90619,-76013,184127,206565,-51098,72618,571368
2018-03-22,-62010,-45969,237538,90127,-90893,170295,207995,-47834,68679,527928
2018-03-23,-61150,-42317,232574,90245,-97403,165769,207215,-45434,70786,520285
2018-03-26,-62878,-44957,234818,89634,-97167,168260,206760,-48470,68122,514122
2018-03-27,-64728,-46010,234066,89520,-97054,167810,208255,-48568,80386,523677
2018-03-28,-65586,-47986,237454,89844,-95074,170018,207670,-50615,98086,543811
2018-03-29,-64326,-37626,241840,90376,-91834,174968,205850,-41715,94081,571614
2018-03-30,-63846,-37196,239960,90079,-95044,172904,205135,-40003,90346,562335
2018-04-02,-63678,-37306,240350,90055,-97420,172384,205555,-40718,85501,554723
2018-04-03,-65244,-33896,238910,90073,-97738,171166,205280,-37748,89267,560070
2018-04-04,-65860,-28176,242420,90118,-92746,175114,203575,-31785,90053,582713
2018-04-09,-64460,-34278,242849,90022,-92954,175744,203960,-33579,88093,575397
2018-04-10,-63816,-33750,241985,89854,-92464,173716,204500,-33579,84466,570912
2018-04-11,-63522,-34242,242244,89710,-88096,174956,204020,-35074,81955,571951
2018-04-12,-63984,-33176,244094,89385,-85912,176516,204420,-34246,89488,586585
2018-04-13,-63900,-34283,240579,89841,-86316,172916,204780,-35296,84206,572527
2018-04-16,-62976,-31536,241551,89925,-84174,174638,204500,-32632,80605,579901
2018-04-17,-62184,-32936,243783,89405,-79470,177678,204340,-35008,76825,582433
2018-04-18,-60264,-33810,246373,89119,-80268,179441,203580,-35811,53960,562320
2018-04-19,-61176,-32952,244141,89328,-87839,178088,204180,-35293,56064,554541
2018-04-20,-60408,-34016,247381,89148,-83354,181901,203670,-36921,59376,566777
2018-04-23,-60216,-34423,248011,89070,-79154,181691,203310,-37614,69456,580131
2018-04-24,-60616,-34201,248396,89180,-83459,181773,203335,-36824,70681,578265
2018-04-25,-61264,-34921,247871,89180,-83984,181521,203195,-37398,71787,575987
2018-04-26,-61156,-35254,249166,89212,-83152,182709,203030,-37738,73099,579916
2018-04-27,-59756,-33274,254258,89212,-80212,187344,202990,-35476,78675,603761
2018-05-02,-60046,-33239,252620,89158,-79364,184900,202990,-35387,76365,597997
2018-05-03,-60310,-33998,252472,89290,-75972,185084,202910,-37345,75849,597980
2018-05-04,-58506,-34955,252656,89200,-73263,185954,203360,-38633,74473,600286
2018-05-07,-57932,-36935,251186,89236,-73533,184838,203300,-43729,73957,590388
2018-05-08,-58202,-36455,248246,89404,-74073,181751,203090,-43357,75325,585729
2018-05-09,-54530,-36310,250108,89392,-73142,183893,202850,-42877,72625,592009
2018-05-10,-51398,-37458,252313,89390,-72350,186373,202785,-45357,68827,593125
2018-05-11,-51398,-39042,251949,89366,-74877,186441,202870,-48493,69877,586693
2018-05-14,-48430,-39586,253137,89358,-69317,188713,201790,-49438,77911,604138
2018-05-15,-48542,-40950,253515,89358,-65729,190319,201890,-54091,82487,608257
2018-05-16,-49452,-40822,252955,89359,-66660,191519,199040,-52700,82879,606118
2018-05-17,-50172,-41468,250435,89309,-66938,188157,199850,-53827,79969,595315
2018-05-18,-47588,-41568,248335,89539,-69560,185637,200895,-53827,83284,595147
2018-05-21,-52670,-41145,247855,89578,-73610,186411,199850,-53681,79774,582362
2018-05-22,-53776,-40242,245941,89490,-73338,181991,198995,-51267,77651,575445
2018-05-23,-53912,-37659,249009,89790,-73725,186893,198805,-44781,78626,593046
2018-05-24,-52438,-38343,247473,89904,-80329,185389,198265,-46141,75854,579634
2018-05-25,-59752,-37963,248607,91455,-79321,187156,198355,-45101,80210,583646
2018-05-28,-59332,-36215,251167,91395,-77711,193591,199120,-41487,80798,601326
2018-05-29,-60130,-36992,250966,91395,-80847,195223,199030,-46315,80798,593128
2018-05-30,-59540,-37842,252716,91990,-73798,198657,199220,-49395,71281,593289
2018-05-31,-57336,-37468,255680,93673,-68165,199944,202630,-50090,76602,615470
2018-06-01,-57336,-36796,254900,92875,-70222,197784,202750,-46059,78397,616293
2018-06-04,-59800,-37788,257474,93515,-73174,205226,203985,-48331,79797,620904
2018-06-05,-59458,-37759,259346,93376,-73888,205831,202410,-46971,74883,617770
2018-06-06,-59564,-38596,261795,94753,-66048,208191,204135,-50235,69251,623682
2018-06-07,-60224,-41206,262586,93763,-66384,207607,206435,-58500,71953,616030
2018-06-08,-60116,-40477,261277,92531,-63900,206959,206435,-59072,55365,599002
2018-06-11,-59252,-40405,267133,95603,-61832,212371,206435,-57812,54621,616862
