Open,High,Low,Close,Volume,Date
3850.0,3916.0,3850.0,3889.0,32,
3900.0,3905.0,3889.0,3889.0,6,
3894.0,3915.0,3886.0,3910.0,10,
3910.0,3949.0,3907.0,3937.0,29,
3951.0,3987.0,3951.0,3961.0,19,
3950.0,3956.0,3942.0,3942.0,15,
3976.0,3980.0,3968.0,3972.0,27,
3974.0,3978.0,3950.0,3978.0,11,
3961.0,3966.0,3936.0,3936.0,11,
3960.0,3962.0,3937.0,3937.0,75,
3933.0,3993.0,3933.0,3984.0,28,2024-01-02
3997.0,4006.0,3975.0,4000.0,39,2024-01-03
3990.0,3999.0,3976.0,3993.0,41,2024-01-04
3990.0,3990.0,3934.0,3936.0,50,2024-01-05
3930.0,3941.0,3900.0,3907.0,60,2024-01-08
3920.0,3925.0,3900.0,3913.0,33,2024-01-09
3900.0,3902.0,3867.0,3867.0,47,2024-01-10
3865.0,3888.0,3860.0,3877.0,16,2024-01-11
3882.0,3892.0,3863.0,3869.0,15,2024-01-12
3869.0,3878.0,3834.0,3855.0,49,2024-01-15
3841.0,3854.0,3826.0,3841.0,26,2024-01-16
3869.0,3873.0,3825.0,3828.0,54,2024-01-17
3769.0,3868.0,3769.0,3865.0,79,2024-01-18
3866.0,3866.0,3854.0,3865.0,11,2024-01-19
3857.0,3872.0,3840.0,3853.0,37,2024-01-22
3853.0,3876.0,3851.0,3870.0,2520,2024-01-23
3873.0,3897.0,3871.0,3897.0,56,2024-01-24
3910.0,3930.0,3906.0,3916.0,28,2024-01-25
3921.0,3923.0,3918.0,3918.0,10,2024-01-26
3918.0,3940.0,3917.0,3940.0,11810,2024-01-29
3940.0,3940.0,3870.0,3889.0,12708,2024-01-30
3889.0,3889.0,3844.0,3851.0,4974,2024-01-31
3851.0,3860.0,3834.0,3845.0,6611,2024-02-01
3845.0,3851.0,3786.0,3806.0,2027,2024-02-02
3802.0,3830.0,3801.0,3806.0,226,2024-02-05
3788.0,3814.0,3775.0,3808.0,86,2024-02-06
3802.0,3805.0,3787.0,3805.0,66,2024-02-07
3806.0,3828.0,3806.0,3819.0,38,2024-02-08
3830.0,3847.0,3784.0,3788.0,426,2024-02-19
3780.0,3784.0,3729.0,3730.0,428,2024-02-20
3726.0,3803.0,3700.0,3751.0,422,2024-02-21
3751.0,3776.0,3748.0,3766.0,1082,2024-02-22
3766.0,3776.0,3754.0,3757.0,1150,2024-02-23
3757.0,3765.0,3715.0,3722.0,689,2024-02-26
3722.0,3782.0,3717.0,3775.0,662,2024-02-27
3775.0,3787.0,3764.0,3769.0,3070,2024-02-28
3769.0,3776.0,3745.0,3753.0,653,2024-02-29
3753.0,3772.0,3740.0,3740.0,635,2024-03-01
3732.0,3752.0,3707.0,3742.0,213,2024-03-04
3737.0,3746.0,3707.0,3714.0,122,2024-03-05
3714.0,3714.0,3690.0,3704.0,1658,2024-03-06
3704.0,3725.0,3700.0,3716.0,92,2024-03-07
3714.0,3719.0,3700.0,3710.0,110,2024-03-08
3705.0,3710.0,3650.0,3650.0,282,2024-03-11
3650.0,3666.0,3644.0,3657.0,4294,2024-03-12
3657.0,3683.0,3625.0,3631.0,655,2024-03-13
3625.0,3629.0,3575.0,3579.0,372,2024-03-14
3569.0,3589.0,3562.0,3564.0,274,2024-03-15
3552.0,3585.0,3506.0,3568.0,637,2024-03-18
3575.0,3616.0,3566.0,3607.0,401,2024-03-19
3605.0,3633.0,3602.0,3618.0,255,2024-03-20
3603.0,3653.0,3598.0,3651.0,345,2024-03-21
3658.0,3671.0,3627.0,3646.0,256,2024-03-22
3636.0,3657.0,3613.0,3622.0,137,2024-03-25
3614.0,3629.0,3527.0,3530.0,421,2024-03-26
3525.0,3554.0,3500.0,3501.0,428,2024-03-27
3497.0,3540.0,3477.0,3513.0,2421,2024-03-28
3513.0,3513.0,3458.0,3466.0,794,2024-03-29
3466.0,3504.0,3423.0,3501.0,1947,2024-04-01
3501.0,3550.0,3498.0,3520.0,4813,2024-04-02
3520.0,3546.0,3473.0,3483.0,402,2024-04-03
3483.0,3565.0,3465.0,3563.0,978,2024-04-08
3563.0,3607.0,3552.0,3598.0,3037,2024-04-09
3598.0,3611.0,3579.0,3591.0,3028,2024-04-10
3591.0,3622.0,3577.0,3618.0,5358,2024-04-11
3618.0,3639.0,3608.0,3635.0,1477,2024-04-12
3635.0,3641.0,3598.0,3618.0,1349,2024-04-15
3627.0,3633.0,3600.0,3603.0,625,2024-04-16
3603.0,3682.0,3603.0,3680.0,381,2024-04-17
3684.0,3701.0,3674.0,3683.0,749,2024-04-18
3681.0,3693.0,3662.0,3671.0,503,2024-04-19
3662.0,3691.0,3652.0,3674.0,132,2024-04-22
