Date,Open,High,Low,Close,Volume,Open Interest
2006-09-18,1.2993,1.2993,1.2993,1.2993,0.0,0.0
2006-09-19,1.2969,1.2969,1.2969,1.2969,0.0,0.0
2006-09-20,1.2986,1.2986,1.2986,1.2986,0.0,0.0
2006-09-21,1.3074,1.3074,1.3074,1.3074,0.0,0.0
2006-09-22,1.307,1.307,1.307,1.307,0.0,0.0
2006-09-25,1.3048,1.3048,1.3048,1.3048,0.0,0.0
2006-09-26,1.2984,1.2984,1.2984,1.2984,0.0,0.0
2006-09-27,1.299,1.299,1.299,1.299,0.0,0.0
2006-09-28,1.2993,1.2993,1.2993,1.2993,0.0,0.0
2006-09-29,1.2966,1.2966,1.2966,1.2966,0.0,0.0
2006-10-02,1.3003,1.3005,1.295,1.3005,1.0,1.0
2006-10-03,1.2989,1.2989,1.2989,1.2989,0.0,1.0
2006-10-04,1.297,1.297,1.297,1.297,0.0,1.0
2006-10-05,1.2948,1.2948,1.2948,1.2948,0.0,1.0
2006-10-06,1.2864,1.2864,1.2864,1.2864,0.0,1.0
2006-10-10,1.2788,1.2788,1.2788,1.2788,0.0,1.0
2006-10-11,1.2771,1.2771,1.2771,1.2771,0.0,1.0
2006-10-12,1.28,1.28,1.28,1.28,0.0,1.0
2006-10-13,1.2766,1.2766,1.2766,1.2766,0.0,1.0
2006-10-16,1.2775,1.2775,1.2775,1.2775,0.0,1.0
2006-10-17,1.2791,1.2791,1.2791,1.2791,0.0,1.0
2006-10-18,1.2782,1.2782,1.2782,1.2782,0.0,1.0
2006-10-19,1.2875,1.2875,1.2875,1.2875,0.0,1.0
2006-10-20,1.2866,1.2866,1.2866,1.2866,0.0,1.0
2006-10-23,1.2797,1.2797,1.2797,1.2797,0.0,1.0
2006-10-24,1.281,1.281,1.281,1.281,0.0,1.0
2006-10-25,1.2856,1.2856,1.2856,1.2856,0.0,1.0
2006-10-26,1.2933,1.2933,1.2933,1.2933,0.0,1.0
2006-10-27,1.2976,1.2976,1.2976,1.2976,0.0,1.0
2006-10-30,1.2969,1.2969,1.2969,1.2969,0.0,1.0
2006-10-31,1.3003,1.3003,1.3003,1.3003,0.0,1.0
2006-11-01,1.3014,1.3014,1.3014,1.3014,0.0,1.0
2006-11-02,1.3017,1.3017,1.3017,1.3017,0.0,1.0
2006-11-03,1.2956,1.2956,1.2956,1.2956,0.0,1.0
2006-11-06,1.296,1.296,1.296,1.296,0.0,1.0
2006-11-07,1.3006,1.3006,1.3006,1.3006,0.0,1.0
2006-11-08,1.3009,1.3009,1.3009,1.3009,0.0,1.0
2006-11-09,1.3058,1.3058,1.3058,1.3058,0.0,1.0
2006-11-10,1.3074,1.3074,1.3074,1.3074,0.0,1.0
2006-11-13,1.3038,1.3038,1.3038,1.3038,0.0,1.0
2006-11-14,1.305,1.305,1.305,1.305,0.0,1.0
2006-11-15,1.305,1.305,1.305,1.305,0.0,1.0
2006-11-16,1.3021,1.3021,1.3021,1.3021,0.0,1.0
2006-11-17,1.3039,1.3039,1.3039,1.3039,0.0,1.0
2006-11-20,1.3037,1.3037,1.3037,1.3037,0.0,1.0
2006-11-21,1.3066,1.3066,1.3066,1.3066,0.0,1.0
2006-11-22,1.3148,1.3148,1.3148,1.3148,0.0,1.0
2006-11-24,1.3311,1.3311,1.3311,1.3311,0.0,1.0
2006-11-27,1.3366,1.3366,1.3359,1.3359,1.0,2.0
