Date,Open,High,Low,Close,Volume,Open Interest
2023-08-17,4805.0,4805.0,4805.0,4805.0,0.0,0.0
2023-08-18,4802.0,4802.0,4802.0,4802.0,0.0,0.0
2023-08-21,4833.0,4833.0,4833.0,4833.0,0.0,0.0
2023-08-22,4820.0,4820.0,4820.0,4820.0,0.0,0.0
2023-08-23,4868.0,4868.0,4868.0,4868.0,0.0,0.0
2023-08-24,4806.0,4806.0,4806.0,4806.0,0.0,0.0
2023-08-25,4837.0,4837.0,4837.0,4837.0,0.0,0.0
2023-08-28,4865.0,4865.0,4865.0,4865.0,0.0,0.0
2023-08-29,4930.0,4930.0,4930.0,4930.0,0.0,0.0
2023-08-30,4947.0,4947.0,4947.0,4947.0,0.0,0.0
2023-08-31,4939.0,4939.0,4939.0,4939.0,0.0,0.0
2023-09-01,4944.0,4944.0,4944.0,4944.0,0.0,0.0
2023-09-05,4936.0,4936.0,4936.0,4936.0,0.0,0.0
2023-09-06,4904.0,4904.0,4904.0,4904.0,0.0,0.0
2023-09-07,4888.0,4888.0,4888.0,4888.0,0.0,0.0
2023-09-08,4894.0,4894.0,4894.0,4894.0,0.0,0.0
2023-09-11,4923.0,4923.0,4923.0,4923.0,0.0,0.0
2023-09-12,4897.0,4897.0,4897.0,4897.0,0.0,0.0
2023-09-13,4901.0,4901.0,4901.0,4901.0,0.0,0.0
2023-09-14,4939.0,4939.0,4939.0,4939.0,0.0,0.0
2023-09-15,4881.0,4881.0,4881.0,4881.0,0.0,0.0
2023-09-18,4885.0,4885.0,4885.0,4885.0,0.0,0.0
2023-09-19,4881.0,4881.0,4881.0,4881.0,0.0,0.0
2023-09-20,4838.0,4838.0,4838.0,4838.0,0.0,0.0
2023-09-21,4802.0,4802.0,4802.0,4802.0,0.0,0.0
2023-09-22,4791.0,4791.0,4791.0,4791.0,0.0,0.0
2023-09-25,4809.0,4809.0,4809.0,4809.0,0.0,0.0
2023-09-26,4744.0,4744.0,4744.0,4744.0,0.0,0.0
2023-09-27,4743.0,4743.0,4743.0,4743.0,0.0,0.0
2023-09-28,4767.0,4767.0,4767.0,4767.0,0.0,0.0
2023-09-29,4755.0,4755.0,4755.0,4755.0,0.0,0.0
2023-10-02,4754.0,4754.0,4754.0,4754.0,0.0,0.0
2023-10-03,4694.0,4694.0,4694.0,4694.0,0.0,0.0
2023-10-04,4721.0,4721.0,4721.0,4721.0,0.0,0.0
2023-10-05,4709.0,4709.0,4709.0,4709.0,0.0,0.0
2023-10-06,4756.0,4756.0,4756.0,4756.0,0.0,0.0
