Open,High,Low,Close,Volume,Date
,,,4017.0,0,
,,,4003.0,0,
,,,4003.0,0,
,,,4034.0,0,
,,,4040.0,0,
,,,4040.0,0,
4077.0,4077.0,4077.0,4077.0,1,
,,,4077.0,0,
,,,4077.0,0,
,,,4064.0,0,
4080.0,4080.0,4080.0,4080.0,3,2024-01-02
4100.0,4100.0,4096.0,4096.0,2,2024-01-04
4091.0,4091.0,4053.0,4053.0,2,2024-01-05
4030.0,4034.0,4000.0,4000.0,4,2024-01-08
3983.0,3983.0,3972.0,3972.0,2,2024-01-12
3925.0,3925.0,3925.0,3925.0,2,2024-01-16
3950.0,3950.0,3946.0,3946.0,2,2024-01-17
3968.0,3968.0,3964.0,3964.0,2,2024-01-23
3986.0,3986.0,3986.0,3986.0,1,2024-01-24
4038.0,4038.0,4038.0,4038.0,1,2024-01-25
4024.0,4024.0,4024.0,4024.0,2,2024-01-26
4000.0,4000.0,3948.0,3948.0,2,2024-02-01
3923.0,3923.0,3910.0,3910.0,6,2024-02-05
3895.0,3912.0,3895.0,3912.0,7,2024-02-06
3828.0,3938.0,3828.0,3918.0,36,2024-02-07
3919.0,3934.0,3907.0,3934.0,17,2024-02-08
3952.0,3955.0,3895.0,3897.0,16,2024-02-19
3886.0,3886.0,3851.0,3851.0,31,2024-02-20
3838.0,3918.0,3819.0,3918.0,48,2024-02-21
3850.0,3850.0,3850.0,3850.0,3,2024-02-22
3870.0,3870.0,3866.0,3866.0,15,2024-02-23
3840.0,3840.0,3834.0,3834.0,11,2024-02-26
3835.0,3883.0,3834.0,3883.0,11,2024-02-27
3871.0,3873.0,3847.0,3847.0,12,2024-03-01
3850.0,3853.0,3812.0,3852.0,23,2024-03-04
3844.0,3863.0,3833.0,3833.0,8,2024-03-05
3811.0,3823.0,3806.0,3823.0,11,2024-03-06
3836.0,3839.0,3832.0,3837.0,8,2024-03-07
3832.0,3832.0,3778.0,3820.0,31,2024-03-08
3809.0,3809.0,3773.0,3773.0,32,2024-03-11
3765.0,3793.0,3765.0,3784.0,69,2024-03-12
3791.0,3812.0,3750.0,3750.0,55,2024-03-13
3745.0,3756.0,3706.0,3706.0,37,2024-03-14
3690.0,3723.0,3686.0,3711.0,17,2024-03-15
3667.0,3702.0,3636.0,3702.0,64,2024-03-18
3726.0,3764.0,3720.0,3762.0,63,2024-03-19
3773.0,3786.0,3761.0,3767.0,24,2024-03-20
3750.0,3786.0,3750.0,3786.0,4,2024-03-21
3799.0,3803.0,3772.0,3779.0,15,2024-03-22
3794.0,3805.0,3763.0,3763.0,13,2024-03-25
3771.0,3771.0,3706.0,3706.0,7,2024-03-26
3691.0,3713.0,3660.0,3678.0,15,2024-03-27
3645.0,3682.0,3636.0,3653.0,37,2024-03-28
3633.0,3641.0,3604.0,3604.0,23,2024-03-29
3594.0,3663.0,3560.0,3663.0,116,2024-04-01
3686.0,3701.0,3675.0,3690.0,49,2024-04-02
3703.0,3711.0,3661.0,3666.0,42,2024-04-03
3665.0,3711.0,3665.0,3704.0,48,2024-04-08
3725.0,3757.0,3720.0,3757.0,157,2024-04-09
3769.0,3769.0,3720.0,3733.0,31,2024-04-10
3743.0,3764.0,3740.0,3762.0,30,2024-04-11
3770.0,3779.0,3762.0,3778.0,55,2024-04-12
3787.0,3787.0,3761.0,3765.0,37,2024-04-15
3786.0,3797.0,3771.0,3780.0,55,2024-04-16
3780.0,3808.0,3778.0,3808.0,25,2024-04-17
3818.0,3856.0,3818.0,3844.0,85,2024-04-18
3839.0,3849.0,3826.0,3826.0,12,2024-04-19
3823.0,3842.0,3814.0,3814.0,33,2024-04-22
