Date,TA,M,RB,FG,MA,HC,V,RM,AG,combined
2016-11-14,-7420,-10255,27210,6130,-4510,20535,37220,-12565,860,57205
2016-11-15,-7425,-9775,27210,6130,-4510,20405,37320,-12035,860,58180
2016-11-16,-7410,-9845,27210,6130,-4510,20425,36620,-12030,860,57450
2016-11-17,-7415,-9935,27210,6130,-4510,20025,34970,-12030,860,55305
2016-11-18,-7735,-9365,27210,6130,-4510,19635,34995,-12030,860,55190
2016-11-21,-8100,-8665,27210,6130,-4510,21565,35620,-12030,860,58080
2016-11-22,-8100,-8435,27210,6130,-4510,22555,35420,-12030,860,59100
2016-11-23,-8100,-8525,27210,6130,-4510,22675,36045,-12030,860,59755
2016-11-24,-8100,-8635,27210,6130,-4510,24455,35970,-12030,860,61350
2016-11-25,-8100,-7805,27210,6130,-4510,25205,36520,-12030,860,63480
2016-11-28,-8100,-8165,27210,6130,-4510,22705,35795,-12030,860,59895
2016-11-29,-8100,-8555,27210,6130,-4510,21590,34870,-12030,860,57465
2016-11-30,-8100,-8555,27210,6130,-4510,21590,34195,-12030,860,56790
2016-12-01,-8100,-8975,27210,6130,-4510,21590,34695,-12030,860,56870
2016-12-02,-8100,-8755,27210,6130,-4510,21590,35045,-12030,860,57440
2016-12-05,-8100,-8635,27210,6130,-4510,21590,34995,-12030,860,57510
2016-12-06,-8100,-8455,27210,6130,-4510,21590,36145,-12030,860,58840
2016-12-07,-8100,-8785,27210,6130,-4510,21590,36620,-12030,860,58985
2016-12-08,-8100,-9165,27210,6130,-4510,21590,35745,-12030,860,57730
2016-12-09,-8100,-8605,27210,6130,-4510,21590,35995,-12030,860,58540
2016-12-12,-8100,-8435,27210,6130,-4510,21590,35645,-12030,860,58360
2016-12-13,-8100,-8985,27210,6130,-4510,21590,34945,-12030,860,57110
2016-12-14,-8100,-8845,27210,6130,-4510,21590,34620,-12030,860,56925
2016-12-15,-8100,-8825,27210,6130,-4510,21590,33395,-12030,860,55720
2016-12-16,-8100,-8785,27210,6130,-4510,21590,32395,-12030,860,54760
2016-12-19,-8100,-9505,27210,6130,-4510,21590,32095,-12030,860,53740
2016-12-20,-8100,-9625,27210,6130,-4510,21590,32695,-12030,860,54220
2016-12-21,-8100,-9805,27210,6130,-4510,21590,33070,-12030,860,54415
2016-12-22,-8100,-9755,27210,6130,-4510,21590,33145,-12030,860,54540
2016-12-23,-8100,-10095,27210,6130,-4510,21590,33395,-12030,860,54450
2016-12-26,-8100,-9735,27210,6130,-4510,21590,33295,-12030,860,54710
2016-12-27,-8100,-9405,27210,6130,-4510,21590,32545,-12030,860,54290
2016-12-28,-8100,-9425,27210,6130,-4510,21590,32695,-12030,860,54420
2016-12-29,-8100,-9655,27210,6130,-4510,21590,32495,-12030,860,53990
2016-12-30,-8100,-9925,27210,6130,-4510,21590,31395,-12030,860,52620
2017-01-03,-8100,-9765,27210,6130,-4510,21590,31970,-12030,860,53355
2017-01-04,-8100,-9775,27210,6130,-4510,21590,31945,-12030,860,53320
2017-01-05,-8100,-9755,27210,6130,-4510,21590,32070,-12030,860,53465
2017-01-06,-8100,-9925,27210,6130,-4510,21585,33120,-12030,860,54340
2017-01-09,-8100,-9935,27210,6130,-4510,22685,33295,-12030,860,55605
2017-01-10,-8100,-9545,27210,6130,-4510,22620,33370,-12030,860,56005
2017-01-11,-8100,-9625,27210,6130,-4510,22615,33595,-12030,860,56145
2017-01-12,-8100,-8965,27210,6130,-4515,22405,33820,-12030,860,56815
2017-01-13,-8100,-8615,27210,6130,-3345,23995,34445,-12030,860,60550
2017-01-16,-8100,-8505,27210,6130,-3780,23310,33820,-12030,860,58915
2017-01-17,-8100,-8375,27210,6130,-3780,23310,34095,-12030,860,59320
2017-01-18,-8100,-8205,27210,6130,-3780,23310,34470,-12030,860,59865
2017-01-19,-8100,-8505,27210,6130,-3785,23310,34395,-12030,860,59485
2017-01-20,-8100,-8455,27210,6130,-3385,23310,34370,-12030,860,59910
2017-01-23,-8100,-8375,27210,6130,-3335,23305,34170,-12030,860,59835
2017-01-24,-8100,-8955,27210,6130,-2645,23315,34415,-12030,860,60200
2017-01-25,-8100,-8655,27210,6130,-2725,23965,34715,-12035,860,61365
2017-01-26,-8100,-8835,27210,6130,-2925,21570,36615,-11985,860,60540
2017-02-03,-8100,-8455,27210,6130,-2735,21570,36360,-11445,860,61395
2017-02-06,-8100,-8465,27210,6130,-2545,21570,36435,-11415,860,61680
2017-02-07,-8100,-7925,27210,6130,-2655,21570,36410,-10965,860,62535
2017-02-08,-8100,-8065,27210,6130,-2625,21570,36535,-11085,860,62430
2017-02-09,-8100,-7715,27210,6130,-2465,21570,36705,-10735,860,63460
2017-02-10,-8100,-7865,27210,6130,-1575,21570,37455,-10845,860,64840
2017-02-13,-8100,-8115,27210,6130,-1145,21570,37605,-11075,860,64940
2017-02-14,-8100,-8305,27210,6130,-1645,21570,35905,-11225,860,62400
2017-02-15,-8100,-8025,27210,6130,-2035,21570,35705,-11055,860,62260
2017-02-16,-8100,-8475,27210,6130,-2215,21570,35205,-11385,860,60800
2017-02-17,-8100,-8275,27210,6130,-2035,21570,35555,-11185,860,61730
2017-02-20,-8100,-7975,27210,6130,-2745,21570,33955,-10905,860,60000
2017-02-21,-8100,-8285,27210,6130,-2865,21570,33555,-11235,860,58840
2017-02-22,-8100,-8555,27210,6130,-3605,21570,32555,-11635,860,56430
2017-02-23,-8100,-8665,27210,6130,-3155,21570,33200,-11655,860,57395
2017-02-24,-8100,-8575,27210,6130,-2775,21570,33675,-11585,860,58410
2017-02-27,-8100,-8685,27210,6130,-3415,21570,33200,-11645,860,57125
2017-02-28,-8100,-8345,27210,6130,-3785,21570,33200,-11355,860,57385
2017-03-01,-8100,-8025,27210,6130,-3935,21570,33400,-11065,860,58045
2017-03-02,-8100,-8195,27210,6130,-3965,21570,34075,-11165,860,58420
2017-03-03,-8100,-7985,27210,6130,-3875,21570,34425,-10915,860,59320
2017-03-06,-8100,-8175,27210,6130,-3915,21570,34475,-11055,860,59000
2017-03-07,-8100,-8575,27210,6130,-4695,21570,33025,-11565,860,55860
2017-03-08,-8100,-8595,27210,6130,-5015,21570,33300,-11555,860,55805
2017-03-09,-8100,-9035,27210,6130,-5065,21570,33050,-12025,860,54595
2017-03-10,-8100,-8915,27210,6130,-5405,21570,33225,-11860,860,54715
2017-03-13,-8100,-9165,27210,6130,-5695,21570,33850,-11865,860,54795
2017-03-14,-8100,-8975,27210,6130,-5085,21570,33925,-11650,860,55885
2017-03-15,-8100,-8925,27210,6130,-4905,21570,34425,-11650,860,56615
2017-03-16,-8100,-9065,27210,6130,-4615,21570,34325,-11650,860,56665
2017-03-17,-8100,-8745,27210,6130,-4775,21570,34025,-11655,860,56520
2017-03-20,-8100,-9045,27210,6125,-5075,21570,33225,-11880,860,54890
2017-03-21,-8100,-9065,27210,6905,-5615,21570,32675,-11880,860,54560
2017-03-22,-8100,-9545,27210,6845,-5545,21570,32625,-11880,860,54040
2017-03-23,-8100,-9685,27210,6705,-5575,21570,32395,-11880,860,53500
2017-03-24,-8100,-9745,27210,7045,-6295,21570,32395,-11880,860,53060
2017-03-27,-8105,-9805,27210,6225,-6115,21570,32395,-11880,860,52355
2017-03-28,-8325,-9655,27210,5965,-5665,21570,32395,-11880,860,52475
2017-03-29,-8065,-9970,27210,6025,-5625,21570,32395,-11880,860,52520
2017-03-30,-7755,-9970,27210,5425,-5475,21570,32395,-11880,860,52380
2017-03-31,-8225,-9970,27210,5260,-4855,21570,32395,-11880,860,52365
2017-04-05,-8375,-9970,27210,5260,-4805,21570,32395,-11880,860,52265
2017-04-06,-8105,-9970,27210,5260,-5235,21570,32395,-11880,860,52105
2017-04-07,-8245,-9970,27210,5260,-5865,21570,32395,-11880,860,51335
2017-04-10,-8095,-9970,27210,5260,-6445,21570,32395,-11880,860,50905
2017-04-11,-7805,-9970,27210,5260,-6535,21570,32395,-11880,860,51105
2017-04-12,-7835,-9970,27210,5260,-6515,21570,32395,-11880,860,51095
2017-04-13,-7815,-9970,27210,5260,-7305,21570,32395,-11880,860,50325
2017-04-14,-8175,-9970,27210,5260,-7285,21570,32395,-11880,860,49985
2017-04-17,-8175,-9970,27210,5260,-7435,21570,32395,-11880,860,49835
2017-04-18,-7795,-9970,27210,5255,-7175,21570,32395,-11880,860,50470
2017-04-19,-7655,-9970,27210,4630,-7235,21570,32395,-11880,860,49925
2017-04-20,-7525,-9970,27210,4630,-7375,21570,32395,-11885,860,49910
2017-04-21,-7455,-9970,27210,4630,-7575,21570,32395,-11725,860,49940
2017-04-24,-7205,-9970,27210,4630,-7735,21570,32395,-11715,860,50040
2017-04-25,-7145,-9970,27210,4630,-7495,21570,32395,-12075,860,49980
2017-04-26,-7225,-9970,27210,4630,-7205,21570,32395,-12195,860,50070
2017-04-27,-7165,-9970,27210,4630,-7080,21570,32395,-12215,860,50235
2017-04-28,-7395,-9970,27210,4630,-7085,21570,32395,-11625,860,50590
2017-05-02,-7400,-9970,27210,4630,-7125,21570,32395,-11775,860,50395
2017-05-03,-6400,-9970,27210,4630,-8205,21570,32395,-11745,855,50340
2017-05-04,-5465,-9970,27210,4630,-8540,21570,32395,-11925,1005,50910
2017-05-05,-5615,-9970,27210,4630,-8540,21570,32395,-12095,885,50470
2017-05-08,-5715,-9970,27210,4630,-8540,21570,32395,-12215,1185,50550
2017-05-09,-5580,-9970,27210,4630,-8540,21570,32395,-12085,1530,51160
2017-05-10,-5940,-9970,27210,4630,-8540,21570,32395,-12045,1110,50420
2017-05-11,-5880,-9970,27210,4630,-8540,21570,32395,-12505,765,49675
2017-05-12,-6500,-9970,27210,4630,-8540,21570,32395,-12575,285,48505
2017-05-15,-6840,-9970,27210,4630,-8540,21570,32395,-12675,-90,47690
2017-05-16,-6820,-9970,27210,4630,-8540,21570,32395,-12475,-180,47820
2017-05-17,-6720,-9970,27210,4630,-8540,21570,32395,-12835,0,47740
2017-05-18,-7240,-9970,27210,4630,-8540,21570,32395,-12975,120,47200
2017-05-19,-7580,-9970,27210,4630,-8540,21570,32395,-12780,-90,46845
2017-05-22,-7440,-9970,27210,4630,-8540,21570,32395,-13240,-450,46165
2017-05-23,-7280,-9970,27210,4630,-8540,21570,32395,-13200,105,46920
2017-05-24,-6920,-9970,27210,4630,-8540,21570,32395,-13200,-315,46860
2017-05-25,-5840,-9970,27210,4630,-8540,21570,32395,-13840,-315,47300
2017-05-26,-5700,-9970,27210,4630,-8540,21570,32395,-15720,15,45890
2017-05-31,-5160,-9970,27210,4630,-8540,21570,32395,-15445,150,46840
2017-06-01,-4940,-9970,27210,4630,-8540,21570,32395,-15455,555,47455
2017-06-02,-5260,-9970,27210,4630,-8540,21570,32395,-15315,-450,46270
2017-06-05,-5640,-9970,27210,4630,-8540,21570,32395,-15335,-900,45420
2017-06-06,-6060,-9970,27210,4630,-8540,21570,32395,-15195,-975,45065
2017-06-07,-5840,-9970,27210,4630,-8540,21570,32395,-15105,-885,45465
2017-06-08,-5780,-9975,27210,4630,-8540,21570,32395,-14975,60,46595
2017-06-09,-5860,-9895,27210,4630,-8540,21570,32395,-14865,630,47275
2017-06-12,-6060,-9755,27210,4630,-8540,21570,32395,-14995,990,47445
2017-06-13,-6245,-9915,27210,4630,-8540,21570,32395,-14825,735,47015
2017-06-14,-5765,-9775,27210,4630,-8540,21570,32395,-14855,945,47815
2017-06-15,-5680,-9985,27210,4630,-8540,21570,32395,-14675,990,47915
2017-06-16,-5825,-10195,27210,4630,-8540,21570,32395,-14475,1290,48060
2017-06-19,-5345,-10205,27210,4630,-8540,21570,32395,-14415,1215,48515
2017-06-20,-4895,-10005,27205,4630,-8540,21570,32395,-14390,1560,49530
2017-06-21,-4355,-9635,27055,4630,-8540,21570,32395,-14990,1035,49165
2017-06-22,-4655,-9505,27555,4630,-8540,21570,32395,-14930,870,49390
2017-06-23,-4745,-9645,27775,4630,-8540,21570,32395,-14950,915,49405
2017-06-26,-4715,-9685,28455,4630,-8540,21570,32395,-14870,1230,50470
2017-06-27,-4955,-9605,29035,4630,-8540,21565,32395,-14890,945,50580
2017-06-28,-5735,-9655,29285,4630,-8540,21575,32395,-14650,900,50205
2017-06-29,-5585,-9555,29465,4630,-8540,21435,32395,-14890,1590,50945
2017-06-30,-5915,-10845,30095,4630,-8540,22245,32395,-12570,1680,53175
2017-07-03,-5165,-11020,29365,4630,-8540,21575,32395,-12250,3270,54260
2017-07-04,-6340,-11020,29945,4630,-8540,21925,32395,-12290,3300,54005
2017-07-05,-6025,-11020,29845,4630,-8540,21675,32395,-12030,3540,54470
2017-07-06,-5935,-11020,30365,4625,-8540,22165,32395,-12130,3810,55735
2017-07-07,-5635,-11020,30575,4365,-8540,22445,32395,-10830,6810,60565
2017-07-10,-6625,-11020,31465,4565,-8540,23505,32395,-10770,5790,60765
2017-07-11,-7075,-11020,31625,4245,-8540,23625,32390,-10790,4995,59455
2017-07-12,-7645,-11020,32715,4465,-8540,24655,32615,-11490,4575,60330
2017-07-13,-7675,-11020,31745,4325,-8540,23685,32440,-12370,5325,57915
2017-07-14,-7375,-11020,32455,4625,-8540,24675,32365,-12310,4185,59060
2017-07-17,-7405,-11020,32065,4625,-8540,24235,32890,-11950,4125,59025
2017-07-18,-7590,-11020,32885,5465,-8540,24935,33365,-12070,3975,61405
2017-07-19,-8250,-11020,31325,5185,-8540,23715,33965,-11730,4095,58745
2017-07-20,-8030,-11020,31505,5225,-8540,23745,33940,-11170,3660,59315
2017-07-21,-7590,-11020,31525,5125,-8540,23585,33840,-12470,3690,58145
2017-07-24,-7830,-11020,32105,5445,-8540,24225,34490,-11730,3585,60730
2017-07-25,-7910,-11020,32605,5045,-8540,24465,33915,-12670,4005,59895
2017-07-26,-8330,-11020,32655,5105,-8540,24555,34565,-12570,3195,59615
2017-07-27,-7850,-11020,32585,5045,-8540,24515,33965,-12430,3375,59645
2017-07-28,-8570,-11020,34195,5725,-8540,25955,34340,-12110,3195,63170
2017-07-31,-8435,-11020,33825,5605,-8540,25665,34565,-12250,3030,62445
2017-08-01,-8305,-11020,34505,5665,-8540,25975,35565,-12810,3135,64170
2017-08-02,-8325,-11020,35285,5705,-8540,26665,35640,-13810,3555,65155
2017-08-03,-8495,-11020,35975,5885,-8540,27545,36890,-13470,3225,67995
2017-08-04,-8285,-11020,37515,5505,-8540,28815,37340,-13310,4530,72550
2017-08-07,-8455,-11020,37075,5505,-8540,28235,37990,-12530,4650,72910
2017-08-08,-8805,-11020,38295,6505,-8540,29645,38215,-12270,3885,75910
2017-08-09,-8845,-11020,37875,6465,-8540,29245,38865,-12070,2265,74240
2017-08-10,-8285,-11020,36855,6125,-8545,28335,37540,-13570,2205,69640
2017-08-11,-8425,-11020,36305,6325,-8810,27725,37315,-13790,1650,67275
2017-08-14,-7985,-11020,35705,6025,-8810,27365,36390,-13970,2640,66340
2017-08-15,-7865,-11020,35305,6205,-8810,27255,36240,-14310,3270,66270
2017-08-16,-8005,-11020,36325,6805,-8810,28385,36815,-14070,1785,68210
2017-08-17,-8165,-11020,37185,6845,-8810,29175,37765,-14110,2025,70890
2017-08-18,-8375,-11020,37875,7065,-8810,29645,38015,-13810,2250,72835
2017-08-21,-8655,-11020,37765,7105,-8810,29435,38415,-13430,2280,73085
2017-08-22,-8625,-11020,36215,6765,-8810,27615,37690,-13410,2310,68730
2017-08-23,-8825,-11020,36805,7065,-8810,28585,38165,-13550,2340,70755
2017-08-24,-8495,-11020,37745,6885,-8810,29465,38865,-13450,2340,73525
2017-08-25,-8355,-11020,37745,6885,-8810,29775,39040,-13090,2010,74180
2017-08-28,-8315,-11020,37375,6605,-8810,29505,38815,-13450,1395,72100
2017-08-29,-8305,-11020,37275,6745,-8810,29645,38640,-13895,1905,72180
2017-08-30,-8295,-11020,37745,6265,-8810,29685,38965,-13955,1965,72545
2017-08-31,-8475,-11020,38895,6245,-8815,31475,39690,-14045,1740,75690
2017-09-01,-8775,-11020,39085,5725,-8515,31805,39590,-13505,840,75230
2017-09-04,-8885,-11020,39245,5845,-8395,32315,40240,-13385,960,76920
2017-09-05,-8645,-11020,38355,5725,-8605,31495,39940,-13205,1035,75075
2017-09-06,-8565,-11020,38195,5465,-9015,31405,39115,-12815,1350,74115
2017-09-07,-8415,-11020,37785,5245,-9195,30785,38915,-13565,1050,71585
2017-09-08,-8395,-11020,37665,5405,-9405,30745,38840,-13295,1950,72490
2017-09-11,-8475,-11020,38005,5545,-8555,30875,39290,-13295,2010,74380
2017-09-12,-8275,-11020,37525,5365,-9055,30345,37915,-14045,2040,70795
2017-09-13,-8315,-11020,36825,5585,-9560,29855,37540,-13625,2205,69490
2017-09-14,-8235,-11020,36485,4885,-9560,29605,36740,-13115,2175,67960
2017-09-15,-8205,-11025,36545,4605,-9560,29505,36740,-12790,2310,68125
2017-09-18,-8225,-10915,35935,4325,-9560,28865,35890,-13350,3090,66055
2017-09-19,-8325,-10945,36015,4505,-9560,29055,35665,-13270,2955,66095
2017-09-20,-8055,-11030,35035,4265,-9560,28145,34865,-12830,3765,64600
2017-09-21,-8145,-11030,34015,4245,-9560,26855,34865,-10550,3840,64535
2017-09-22,-8285,-11030,34315,4365,-9560,27265,34790,-9875,3915,65900
2017-09-25,-8365,-11030,34425,3925,-9560,27485,35140,-10415,3075,64680
2017-09-26,-8355,-11030,34935,4045,-9560,28095,35265,-10265,3570,66700
2017-09-27,-7315,-11030,34435,3805,-9560,27695,33965,-10985,3915,64925
2017-09-28,-7510,-11030,35115,3685,-9560,28485,34240,-12245,3705,64885
2017-09-29,-7510,-11030,35125,3545,-9560,28535,33265,-11290,3360,64440
2017-10-09,-7510,-11030,33845,4545,-9560,27245,32965,-11250,3300,62550
2017-10-10,-7510,-11030,33495,4465,-9560,27075,32990,-11390,3375,61910
2017-10-11,-7510,-11030,34715,4425,-9560,28635,33240,-11370,3255,64800
2017-10-12,-7510,-11030,35985,4825,-9560,29865,33540,-10010,3045,69150
2017-10-13,-7510,-11030,36345,4965,-9560,30235,33265,-10170,2685,69225
2017-10-16,-7510,-11030,36125,4865,-9560,29505,33515,-10410,3135,68635
2017-10-17,-7510,-11030,35845,4945,-9560,29325,33515,-10430,3270,68370
2017-10-18,-7510,-11030,35105,4745,-9560,28255,33090,-10270,3480,66305
2017-10-19,-7510,-11030,36735,5265,-9560,30335,33990,-10290,3225,71160
2017-10-20,-7510,-11035,36505,4805,-9560,30045,34215,-10590,3585,70460
2017-10-23,-7510,-11185,37030,4905,-9560,30355,35015,-10690,3400,71760
2017-10-24,-7510,-11065,37030,4565,-9560,29865,34665,-10535,4030,71485
2017-10-25,-7510,-11225,37030,4265,-9560,28975,34440,-10775,3635,69275
2017-10-26,-7510,-11435,37030,3965,-9560,28095,34315,-10915,4565,68550
2017-10-27,-7510,-11345,37030,3905,-9560,27850,34915,-10875,4445,68855
2017-10-30,-7510,-11395,37030,3905,-9560,27850,33815,-11035,4205,67305
2017-10-31,-7510,-11305,37030,4205,-9560,27850,33515,-10935,4235,67525
2017-11-01,-7510,-11185,37030,4305,-9560,27850,34190,-10865,3710,67965
2017-11-02,-7510,-11085,37030,4345,-9560,27850,34140,-10925,3675,67960
2017-11-03,-7510,-11325,37030,4625,-9560,27850,34865,-10995,4485,69465
2017-11-06,-7510,-11185,37030,5025,-9560,27850,34865,-10805,3405,69115
2017-11-07,-7510,-11175,37030,5185,-9560,27850,34715,-10815,3735,69455
2017-11-08,-7510,-11035,37030,5905,-9560,27850,34665,-10665,3375,70055
2017-11-09,-7510,-11315,37030,6025,-9560,27850,34665,-10925,3465,69725
2017-11-10,-7510,-11095,37030,6005,-9560,27850,34540,-10815,4005,70450
2017-11-13,-7510,-11235,37030,6245,-9560,27850,34340,-10865,3885,70180
2017-11-14,-7515,-11265,37030,5905,-9560,27850,32815,-10775,3885,68370
2017-11-15,-7465,-11025,37030,6085,-9560,27850,32340,-10575,3945,68625
2017-11-16,-7445,-11045,37030,6285,-9560,27845,32810,-10585,3675,69010
2017-11-17,-7175,-10540,37025,6925,-9565,28495,32810,-10165,3135,70945
2017-11-20,-7235,-10305,37690,7305,-8985,29065,32810,-10045,3795,74095
2017-11-21,-6935,-10365,37690,7285,-8605,29425,32810,-10005,3885,75185
2017-11-22,-7065,-10415,37690,7305,-8775,29005,32810,-10025,3855,74385
2017-11-23,-6925,-10210,37690,7545,-8925,29055,32810,-9815,3705,74930
2017-11-24,-7215,-10590,37685,7385,-10005,28835,32810,-10045,3915,72775
2017-11-27,-7365,-10410,38075,7220,-9965,29605,32810,-10005,3855,73820
2017-11-28,-7265,-10610,38925,7980,-9635,30165,32810,-10105,4755,77020
2017-11-29,-7375,-10730,39255,7260,-9915,30115,32810,-10225,6855,78050
2017-11-30,-6465,-11050,39125,8020,-9285,30325,32810,-10445,7575,80610
2017-12-01,-6440,-9630,39915,9460,-8225,31175,32810,-9745,7875,87195
2017-12-04,-6440,-9775,39605,9020,-8555,30935,32810,-9785,8235,86050
2017-12-05,-6440,-9295,38515,9420,-8535,29755,32810,-9365,9435,86300
2017-12-06,-6440,-9615,37635,7780,-9275,28755,32810,-9575,10755,82830
2017-12-07,-6440,-9665,38305,8015,-8285,29665,32810,-9635,11595,86365
2017-12-08,-6440,-9915,38475,7895,-8135,29645,32810,-9835,11110,85610
2017-12-11,-6440,-9975,38195,7775,-7325,29575,32810,-9855,11605,86365
2017-12-12,-6440,-9995,37665,8315,-7465,29075,32810,-9805,11965,86125
2017-12-13,-6440,-10185,37215,7435,-7855,29065,32810,-10045,8635,80635
2017-12-14,-6440,-10305,37595,7615,-7925,29695,32810,-10065,9440,82420
2017-12-15,-6440,-10265,38095,8315,-7445,29855,32810,-9915,8870,83880
2017-12-18,-6440,-10235,37265,8315,-7545,28715,32810,-9975,8690,81600
2017-12-19,-6440,-10375,37225,8475,-7245,28835,32810,-10155,8870,82000
2017-12-20,-6440,-10515,37535,8535,-7665,29245,32810,-10310,8960,82155
2017-12-21,-6440,-10575,38175,8895,-7705,30135,32810,-10310,8960,83945
2017-12-22,-6440,-10485,37145,8515,-8265,28725,32810,-10310,7640,79335
2017-12-25,-6440,-10250,37655,8515,-7915,29135,32810,-10310,7520,80720
2017-12-26,-6440,-10155,37425,8235,-8295,29005,32810,-10310,7100,79375
2017-12-27,-6440,-10345,37415,8235,-8515,29025,32810,-10310,6200,78075
2017-12-28,-6440,-10735,37485,8375,-8375,29015,32810,-10310,6410,78235
2017-12-29,-6440,-10685,38025,8075,-7675,29615,32810,-10310,5810,79225
2018-01-02,-6445,-10595,37585,8015,-7795,29215,32810,-10310,5930,78410
2018-01-03,-6035,-10585,37775,8295,-7655,29355,32810,-10310,6470,80120
2018-01-04,-6055,-10575,37645,8115,-7745,29165,32810,-10310,6230,79280
2018-01-05,-5765,-10675,37705,8975,-7385,29305,32810,-10310,6200,80860
2018-01-08,-5745,-10595,37865,8915,-7335,29375,32810,-10310,6050,81030
2018-01-09,-5855,-10680,38105,8955,-7380,29575,32810,-10310,6770,81990
2018-01-10,-5815,-11020,37975,8635,-7220,29575,32810,-10310,6530,81160
2018-01-11,-6005,-11580,37705,8655,-7440,29255,32810,-10315,6410,79495
2018-01-12,-5825,-11000,37965,8475,-7540,29425,32810,-10070,5325,79565
2018-01-15,-6075,-11120,37815,8215,-9040,29315,32805,-10070,6135,77980
2018-01-16,-6245,-10880,37975,8355,-9300,29345,32380,-10070,7525,79085
2018-01-17,-6215,-10900,38105,8655,-9560,29475,32650,-10070,8155,80295
2018-01-18,-6135,-10700,38675,8575,-9940,30175,32650,-10070,8845,82075
2018-01-19,-5865,-10540,38805,8190,-9680,30115,32650,-10070,8810,82415
2018-01-22,-5835,-10500,38845,8505,-9320,30165,32650,-10070,8360,82800
2018-01-23,-5435,-10940,39195,8460,-9740,30515,32650,-10070,8945,83580
2018-01-24,-5385,-10520,39375,9340,-9140,30755,32650,-10070,5255,82260
2018-01-25,-5495,-10680,39245,9135,-9160,30645,32650,-10070,6195,82465
2018-01-26,-5505,-10040,39325,9615,-8940,30665,32650,-10070,6705,84405
2018-01-29,-5745,-10145,39125,9555,-9340,30465,32650,-10070,8295,84790
2018-01-30,-5675,-10125,38980,9355,-9900,30330,32650,-10070,8085,83630
2018-01-31,-6055,-10275,38840,9215,-10000,30585,32645,-10070,8235,83120
2018-02-01,-6025,-10535,39480,9555,-10045,31965,32740,-10075,8265,85325
2018-02-02,-5965,-10565,39800,9515,-9625,32350,32740,-10120,11145,89275
2018-02-05,-6035,-10620,39440,9515,-9535,32005,32740,-10125,10005,87390
2018-02-06,-6115,-9865,39380,9595,-9955,32035,32740,-9935,11235,89115
2018-02-07,-6225,-9875,39595,9275,-10435,32785,32740,-9915,12855,90800
2018-02-08,-6345,-9915,38575,8995,-10885,30895,32740,-9865,12465,86660
2018-02-09,-6535,-9505,38870,8695,-11845,31220,32740,-9495,12405,86550
2018-02-12,-6505,-9445,39190,8790,-12115,31520,32740,-9545,11805,86435
2018-02-13,-6445,-9285,39450,9470,-11965,31535,32740,-9445,11655,87710
2018-02-14,-6325,-8455,38605,9065,-11815,30185,32740,-8825,12855,88030
2018-02-22,-6145,-8445,41360,9605,-10585,32100,32740,-8825,12135,93940
2018-02-23,-5815,-8325,42460,9605,-11275,33860,32740,-8805,11145,95590
2018-02-26,-5705,-8395,42120,9605,-11545,33700,32740,-8845,11535,95210
2018-02-27,-5745,-8025,41900,9625,-11250,33540,32740,-8475,12585,96895
2018-02-28,-5865,-7645,41860,9685,-11650,33600,32740,-8365,12795,97155
2018-03-01,-5885,-6965,42060,9685,-9610,34040,32740,-7735,12465,100795
2018-03-02,-6025,-7085,40980,9405,-10215,32680,32740,-7855,12015,96640
2018-03-05,-5965,-6955,41280,9285,-9945,32880,32740,-7785,12375,97910
2018-03-06,-6190,-6975,40580,9245,-9855,31580,32740,-7905,11625,94845
2018-03-07,-6570,-6945,39380,8965,-11685,30580,32740,-7960,11895,90400
2018-03-08,-7150,-7145,37320,8285,-11055,28640,32740,-8160,12405,85880
2018-03-09,-7170,-7625,36895,8225,-11030,28535,32740,-8680,12345,84235
2018-03-12,-6895,-7515,36695,8305,-11095,28275,32740,-8560,12525,84475
2018-03-13,-6865,-7475,36885,8105,-10465,28575,32740,-8360,12135,85275
2018-03-14,-6995,-7705,36885,7745,-11365,28565,32740,-8880,12405,83395
2018-03-15,-7070,-7295,36505,7925,-12090,28595,32740,-8180,12945,84075
2018-03-16,-6830,-7725,35585,7945,-11390,27945,32740,-8640,14055,83685
2018-03-19,-7190,-7865,35365,7785,-11450,27735,32740,-8900,13660,81880
2018-03-20,-7115,-7725,34995,7220,-11430,27035,32740,-8825,14110,81005
2018-03-21,-6655,-7655,35085,7220,-10890,27145,32740,-8910,11995,80075
2018-03-22,-7105,-7195,33195,7220,-12750,25325,32740,-8275,11410,74565
2018-03-23,-7005,-6755,32515,7220,-13590,24705,32740,-8025,11725,73530
2018-03-26,-7245,-7085,32955,7220,-13550,25175,32740,-8355,11320,73175
2018-03-27,-7495,-7215,32795,7220,-13535,25085,32740,-8365,13210,74440
2018-03-28,-7625,-7475,33565,7220,-13355,25565,32740,-8595,15910,77950
2018-03-29,-7415,-6075,34585,7220,-13055,26665,32740,-7600,15230,82295
2018-03-30,-7335,-6025,34110,7220,-13355,26185,32740,-7285,14775,81030
2018-04-02,-7305,-6045,34105,7220,-13575,26055,32740,-7395,13920,79720
2018-04-03,-7575,-5425,33740,7220,-13605,25765,32740,-6945,14550,80465
2018-04-04,-7685,-4385,33740,7220,-13125,26705,32740,-6055,14685,83840
2018-04-09,-7410,-5515,33740,7220,-13145,26855,32740,-6315,14370,82540
2018-04-10,-7410,-5405,33740,7220,-13095,26335,32740,-6315,13785,81595
2018-04-11,-7410,-5525,33740,7220,-12675,26645,32740,-6545,13380,81570
