Date,TA,M,RB,FG,MA,HC,V,RM,AG
2014-06-17,77.53906542296363,35.909283850651626,20.43550831273847,9.560683378643335,0.0,19.567660394981644,36.903026072848576,36.27731155051782,28.36241644618238
2014-06-18,77.71040256404952,35.89219970968627,20.37866531449013,9.676087363530103,0.0,19.410306540598473,36.891733491393545,36.220482234963875,28.268474784938018
2014-06-19,77.81173861742606,35.90157842398209,20.46745383936824,9.64676111448813,0.0,20.016659728003233,36.31803959466986,36.10623214903489,28.98407608785687
2014-06-20,77.81173861742606,35.57775522242331,21.103949077522667,10.432321569685897,0.0,19.731531449264985,37.41657386773952,35.954971839788726,44.49295824434854
2014-06-23,77.2707792980846,36.12363030852062,19.353983224821445,10.348590886363882,0.0,18.73499399519519,37.09559722303095,36.18065781602098,42.88616715601131
2014-06-24,74.53929612403536,36.242608441814305,19.353983224821445,10.35969755028271,0.0,20.010996976662604,37.624238641244844,36.32593196785643,42.723217731502196
2014-06-25,75.0974478039476,35.11704239634468,19.419320276467023,9.340235543068507,0.0,19.863870049246025,37.55773333593684,36.13963659658649,42.62855068300286
2014-06-26,80.26389806963839,34.894985313079054,20.180601246411612,10.444615837837228,0.0,21.540040235183714,37.15171597651995,36.372517097391,42.650048847178084
2014-06-27,80.20706535794275,29.54894245146521,20.82730579471742,10.92504767342765,0.0,22.05296654269745,37.010133747394214,31.287537455031522,42.61064029871737
2014-06-30,79.20210434914783,30.30907454872225,20.772818778394115,10.9433389176552,0.0,22.27464926772136,36.68219368213059,31.27602915972551,43.14981653108941
2014-07-01,79.53724494432342,41.15507259135868,18.544810594880797,10.625911725588551,0.0,19.039257688611002,35.82364210034124,39.44181368378826,43.052371208409376
2014-07-02,85.03983380353763,37.68952109008554,19.50666552745505,10.817116066678782,0.0,19.399312702601947,36.05551275464,33.77869150810908,42.09045814275103
2014-07-03,85.07385027139637,37.558842722675436,18.344208895452624,10.975275243321551,0.0,18.261799838278076,33.80335289089936,33.807642134089555,41.9276360729612
2014-07-04,84.75431159140696,36.8036230100607,18.342300837136086,10.975275243321551,0.0,18.356833423369434,33.71695913532745,33.66377875402583,40.376891080584
2014-07-07,90.70303192286335,38.42958929436192,16.65332799572916,10.304206260875551,0.0,16.534005362686113,32.88616730481081,33.996323330619155,43.17337142267222
2014-07-08,91.26883367283692,38.81653427771903,17.46262675926324,10.06528688115745,0.0,16.62207367729229,32.78973416584335,34.52694599874133,42.913012789440415
2014-07-09,91.76600677810912,39.85193429015297,17.9928689578215,12.434226956268743,0.0,16.62447994174053,33.531080109852425,35.29338937157118,42.829973927924314
2014-07-10,91.49885245182023,39.623309637972824,18.30783074716035,12.33328828820604,0.0,16.80158722660848,33.77869150810918,34.61492934173539,42.818415041506114
2014-07-11,92.78828949100546,39.54246662345015,18.449299896382787,12.46956294342349,0.0,16.987053894068854,31.950482521134813,34.61492934173539,45.091573492172685
2014-07-14,92.62778560813507,38.18891636762342,18.672350325191253,12.239689538546322,0.0,17.47455292704222,31.49338554892664,32.52373492287338,47.32377837831644
2014-07-15,92.26288527896777,38.28620291088339,18.637506986361398,12.531560158256443,0.0,17.61514499893013,30.797727188869114,32.51779000280719,47.86902269039283
2014-07-16,92.7481895600482,39.44963033202385,18.671546981079793,12.560254774486076,0.0,17.57839583124694,29.478805945967487,32.9709468067469,48.69062195810069
2014-07-17,92.50463051472956,38.20767811143029,18.12916618784962,12.762183721187123,0.0,17.26383503164925,30.045798375147363,31.424883982814226,48.47421995246556
2014-07-18,81.81336484136705,38.13039032932484,23.307867055281356,12.796874618437123,0.0,20.920484379350935,23.632604596193108,31.270326722522967,47.27818383426627
2014-07-21,78.1982949515736,37.40757499045707,22.928294019980424,13.946325680981362,0.0,20.695571184837267,21.969676071045615,30.219309500163423,47.06244079234887
2014-07-22,85.19913927577731,37.319253297281676,22.5896731568506,13.868429375143156,834.3156377135294,20.776589389663226,19.94158134819489,30.66605071845195,46.131045222640935
2014-07-23,85.43613599252544,37.55804396752671,22.571589812564596,13.880201727640715,1013.833607320912,20.80160250237146,19.659603251337696,30.282117935617833,46.12999747091557
2014-07-24,90.50023941036456,40.020744620758904,22.51836287714251,13.875397892192748,1177.8296070881106,20.47763007121022,19.659603251337696,31.387364761423783,45.95566704263299
2014-07-25,89.98281317377577,39.56606289907218,21.65963988620317,13.485547819795837,1177.8296070881106,20.578953650108964,16.899211026948596,31.111734120746156,32.49230678176004
2014-07-28,90.52307256532245,39.78349741622359,22.232708636901098,13.58455004775647,1313.5100088439879,20.41796594505273,16.899211026948596,31.111734120746156,32.78276986467144
2014-07-29,93.20422021918661,40.948137930802204,22.934108514030726,14.340850741849323,1313.4548881988042,19.25720644330324,19.83893478323222,33.98980239228624,32.790089966329916
2014-07-30,92.88523384621817,40.92664168973558,23.79754889339103,14.362799170078244,1447.5498839993966,19.759554650851822,18.87458608817708,33.852474060251495,32.56977126109439
2014-07-31,87.87286270516039,40.908312113799106,22.86737122335381,13.669674465765462,1447.5498839993966,17.577637308049486,18.580904176062255,33.87609776819049,32.702599285072274
2014-08-01,88.0479414864423,40.75843470988554,22.314942676750704,13.282193593931199,1447.5498839993966,17.097758137642877,18.580904176062255,34.260035026251806,33.312510162600226
2014-08-04,88.0675498315543,40.77303030190426,23.323307369810784,14.103781998693364,1447.5498839993966,18.184242262647803,18.50225211517077,34.33778288319346,33.061810799370065
2014-08-05,88.45247311409652,30.27804485101379,23.289840417372332,14.103781998693364,1559.7953925648924,18.212449954175113,20.120470504770537,25.971587039172903,33.20883416602692
