Open,High,Low,Close,Volume,Date
5656.0,5656.0,5656.0,5656.0,52,
0.0,0.0,0.0,0.0,0,
0.0,0.0,0.0,0.0,0,
5812.0,5822.0,5812.0,5822.0,65,
5854.0,5888.0,5854.0,5888.0,12,
5892.0,5908.0,5866.0,5908.0,9,
5876.0,5876.0,5876.0,5876.0,1,
0.0,0.0,0.0,0.0,0,
5932.0,5932.0,5918.0,5918.0,2,
5912.0,5958.0,5912.0,5932.0,6,
5934.0,5934.0,5934.0,5934.0,1,
5978.0,6018.0,5944.0,5944.0,4,2024-01-02
5884.0,5884.0,5856.0,5856.0,58,2024-01-03
5882.0,5928.0,5882.0,5918.0,6,2024-01-04
5866.0,5866.0,5866.0,5866.0,1,2024-01-05
5920.0,5920.0,5770.0,5778.0,11,2024-01-08
5730.0,5732.0,5730.0,5732.0,5,2024-01-09
5722.0,5764.0,5718.0,5724.0,18,2024-01-10
5720.0,5752.0,5696.0,5722.0,10,2024-01-11
5744.0,5770.0,5728.0,5750.0,15,2024-01-12
5762.0,5762.0,5706.0,5710.0,6,2024-01-15
5696.0,5748.0,5688.0,5742.0,32,2024-01-16
5736.0,5750.0,5706.0,5726.0,79,2024-01-17
5688.0,5754.0,5688.0,5748.0,60,2024-01-18
5738.0,5768.0,5728.0,5760.0,12,2024-01-19
5778.0,5816.0,5778.0,5810.0,5,2024-01-22
5820.0,5822.0,5820.0,5822.0,32,2024-01-23
5864.0,5894.0,5864.0,5894.0,12,2024-01-24
5880.0,5884.0,5848.0,5882.0,6,2024-01-25
5886.0,5932.0,5886.0,5890.0,10,2024-01-26
5890.0,5910.0,5890.0,5902.0,5,2024-01-29
5872.0,5872.0,5866.0,5866.0,2,2024-01-30
5846.0,5846.0,5846.0,5846.0,1,2024-01-31
5818.0,5818.0,5774.0,5774.0,2,2024-02-01
5452.0,5762.0,5450.0,5730.0,8,2024-02-02
5706.0,5734.0,5706.0,5734.0,3,2024-02-05
5754.0,5754.0,5752.0,5752.0,2,2024-02-06
5794.0,5806.0,5794.0,5806.0,3,2024-02-08
5864.0,5894.0,5864.0,5876.0,8,2024-02-19
5840.0,5840.0,5790.0,5790.0,2,2024-02-20
5792.0,5792.0,5792.0,5792.0,1,2024-02-21
5838.0,5838.0,5832.0,5834.0,1253,2024-02-22
5832.0,5834.0,5806.0,5806.0,567,2024-02-23
5818.0,5818.0,5770.0,5770.0,2,2024-02-26
5762.0,5824.0,5762.0,5824.0,28,2024-02-27
5832.0,5860.0,5832.0,5860.0,4,2024-02-28
5838.0,5838.0,5800.0,5800.0,4,2024-02-29
5848.0,5848.0,5814.0,5838.0,15,2024-03-01
5866.0,5900.0,5838.0,5838.0,41,2024-03-04
5790.0,5808.0,5776.0,5802.0,320,2024-03-08
5804.0,5804.0,5800.0,5800.0,2,2024-03-11
5920.0,5958.0,5920.0,5938.0,16,2024-03-15
5960.0,5960.0,5946.0,5946.0,5,2024-03-18
5964.0,5986.0,5962.0,5986.0,5,2024-03-19
6000.0,6000.0,5972.0,5972.0,3,2024-03-20
5912.0,5916.0,5904.0,5912.0,17,2024-03-21
5912.0,5946.0,5912.0,5946.0,15,2024-03-25
5918.0,5918.0,5908.0,5908.0,3,2024-03-26
5952.0,5960.0,5934.0,5934.0,7,2024-03-27
6008.0,6046.0,6008.0,6036.0,468,2024-04-01
6060.0,6060.0,6060.0,6060.0,1,2024-04-02
6080.0,6080.0,6066.0,6074.0,5,2024-04-03
6050.0,6056.0,6050.0,6056.0,5,2024-04-08
6066.0,6066.0,6026.0,6026.0,1116,2024-04-09
6036.0,6036.0,6018.0,6022.0,304,2024-04-10
6034.0,6034.0,6008.0,6008.0,3,2024-04-11
5996.0,5996.0,5960.0,5962.0,257,2024-04-12
6012.0,6034.0,6012.0,6034.0,5,2024-04-15
6100.0,6100.0,6088.0,6088.0,249,2024-04-16
6058.0,6058.0,6058.0,6058.0,1,2024-04-17
6036.0,6036.0,5960.0,5972.0,18,2024-04-18
5958.0,6048.0,5958.0,5990.0,33,2024-04-19
6012.0,6012.0,5946.0,5986.0,69,2024-04-22
