symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
IC1701,20170103,6242.0,6297.0,6225.2,6275.8,6343,19447.0,795680.3,6274.2,6217.2,IC
IC1702,20170103,6149.0,6222.8,6149.0,6200.0,310,1111.0,38430.32,6199.2,6138.0,IC
IC1703,20170103,6081.0,6157.8,6081.0,6139.0,630,8227.0,77304.3,6139.0,6080.4,IC
IC1706,20170103,5912.2,5993.2,5904.6,5989.2,335,4647.0,40011.604,5986.4,5892.8,IC
IF1701,20170103,3290.0,3346.0,3290.0,3326.0,9339,27863.0,931823.028,3327.0,3292.0,IF
IF1702,20170103,3270.6,3319.6,3270.6,3307.0,438,1284.0,43451.736,3307.2,3271.6,IF
IF1703,20170103,3258.0,3296.0,3247.6,3283.0,712,9752.0,70109.766,3283.8,3250.8,IF
IF1706,20170103,3207.0,3255.0,3207.0,3231.2,222,1777.0,21586.5,3236.8,3202.8,IF
IH1701,20170103,2279.0,2311.2,2274.0,2299.0,4262,17908.0,293912.262,2299.6,2274.4,IH
IH1702,20170103,2267.8,2306.8,2267.8,2289.4,325,736.0,22339.26,2291.8,2266.0,IH
IH1703,20170103,2260.8,2297.8,2260.8,2280.0,427,6164.0,29268.12,2283.0,2258.8,IH
IH1706,20170103,2230.0,2275.6,2230.0,2255.0,77,1399.0,5227.296,2261.0,2234.6,IH
T1703,20170103,97.395,97.555,97.115,97.39,51458,40549.0,5008078.88,97.37,97.33,T
T1706,20170103,96.2,96.4,95.86,96.075,8244,20355.0,792044.65,96.07,96.155,T
T1709,20170103,95.58,95.58,95.17,95.315,84,921.0,8009.47,95.32,95.365,T
TF1703,20170103,99.395,99.51,99.22,99.39,9040,13712.0,898205.655,99.37,99.355,TF
TF1706,20170103,98.65,98.7,98.37,98.515,989,4719.0,97429.915,98.495,98.545,TF
TF1709,20170103,98.095,98.095,97.895,97.925,14,235.0,1371.17,97.93,98.01,TF
IC1701,20170104,6275.8,6372.0,6267.0,6367.0,6933,19127.0,877119.516,6361.0,6274.2,IC
IC1702,20170104,6194.6,6299.6,6191.8,6295.8,458,1362.0,57242.912,6288.0,6199.2,IC
IC1703,20170104,6148.6,6248.0,6130.4,6236.8,987,8250.0,122402.408,6233.8,6139.0,IC
IC1706,20170104,5983.4,6076.2,5980.0,6067.4,577,4747.0,69491.0,6058.2,5986.4,IC
IF1701,20170104,3320.6,3363.0,3320.6,3358.4,9213,27247.0,923999.91,3357.2,3327.0,IF
IF1702,20170104,3305.2,3343.8,3300.6,3340.0,628,1657.0,62574.714,3337.8,3307.2,IF
IF1703,20170104,3290.4,3322.6,3278.4,3322.0,1006,9762.0,99770.676,3318.0,3283.8,IF
IF1706,20170104,3234.0,3269.4,3227.4,3267.4,243,1741.0,23708.646,3263.4,3236.8,IF
IH1701,20170104,2297.4,2318.0,2295.4,2313.6,4541,17889.0,314417.67,2314.2,2299.6,IH
IH1702,20170104,2288.4,2309.0,2287.0,2305.8,486,1054.0,33536.412,2305.4,2291.8,IH
IH1703,20170104,2280.8,2301.2,2280.2,2294.4,818,6319.0,56318.52,2296.4,2283.0,IH
IH1706,20170104,2255.0,2277.0,2255.0,2272.0,108,1415.0,7355.814,2274.0,2261.0,IH
T1703,20170104,97.27,97.65,97.035,97.23,63421,41399.0,6172358.205,97.175,97.37,T
T1706,20170104,96.02,96.145,95.56,95.615,13420,22504.0,1286226.195,95.645,96.07,T
T1709,20170104,95.135,95.37,94.84,94.865,148,967.0,14067.45,94.885,95.32,T
TF1703,20170104,99.39,99.57,99.21,99.345,11997,13316.0,1192574.96,99.315,99.37,TF
TF1706,20170104,98.515,98.6,98.245,98.355,1025,4992.0,100910.44,98.305,98.495,TF
TF1709,20170104,97.845,97.98,97.74,97.74,16,231.0,1565.13,97.77,97.93,TF
IC1701,20170105,6362.0,6371.8,6347.0,6359.0,5089,18623.0,647334.124,6359.6,6361.0,IC
IC1702,20170105,6290.0,6320.0,6275.0,6288.0,587,1628.0,73808.784,6289.0,6288.0,IC
IC1703,20170105,6245.0,6249.0,6230.0,6238.2,878,8319.0,109575.028,6240.6,6233.8,IC
IC1706,20170105,6067.4,6080.6,6053.8,6055.8,328,4753.0,39808.324,6062.8,6058.2,IC
IF1701,20170105,3359.8,3365.8,3346.4,3350.8,7689,27281.0,773807.664,3352.8,3357.2,IF
IF1702,20170105,3341.0,3345.2,3327.2,3331.6,701,2017.0,70138.704,3333.6,3337.8,IF
IF1703,20170105,3325.6,3329.2,3305.4,3308.0,760,9842.0,75547.908,3308.6,3318.0,IF
IF1706,20170105,3268.6,3273.6,3250.4,3256.6,155,1729.0,15159.534,3256.6,3263.4,IF
IH1701,20170105,2319.2,2322.4,2310.2,2312.8,3837,17933.0,266520.558,2314.2,2314.2,IH
IH1702,20170105,2306.6,2313.0,2303.0,2306.0,590,1435.0,40831.236,2306.8,2305.4,IH
IH1703,20170105,2299.8,2303.4,2293.6,2294.6,563,6314.0,38803.536,2296.0,2296.4,IH
IH1706,20170105,2272.2,2279.6,2269.6,2270.8,119,1419.0,8114.298,2272.6,2274.0,IH
T1703,20170105,97.175,97.48,96.885,97.45,67878,40138.0,6595749.465,97.275,97.175,T
T1706,20170105,95.535,96.03,95.4,96.025,18344,25450.0,1754812.19,95.79,95.645,T
T1709,20170105,94.775,95.195,94.635,95.16,161,994.0,15276.46,95.025,94.885,T
TF1703,20170105,99.3,99.58,99.17,99.58,11494,12818.0,1141756.235,99.43,99.315,TF
TF1706,20170105,98.2,98.59,98.18,98.545,1111,5178.0,109249.415,98.42,98.305,TF
TF1709,20170105,97.7,97.905,97.695,97.905,11,232.0,1076.105,97.885,97.77,TF
IC1701,20170106,6357.6,6366.0,6321.2,6339.0,5434,18299.0,689060.472,6336.2,6359.6,IC
IC1702,20170106,6298.0,6298.0,6245.4,6259.6,506,1908.0,63398.724,6261.6,6289.0,IC
IC1703,20170106,6238.2,6240.2,6202.4,6211.0,742,8531.0,92284.84,6214.8,6240.6,IC
IC1706,20170106,6055.8,6056.4,6026.2,6034.4,265,4792.0,32025.628,6034.6,6062.8,IC
IF1701,20170106,3353.2,3358.8,3335.0,3336.4,7331,27071.0,735533.082,3338.6,3352.8,IF
IF1702,20170106,3323.2,3336.2,3313.6,3313.8,719,2357.0,71723.616,3319.4,3333.6,IF
IF1703,20170106,3313.0,3313.2,3285.8,3287.6,812,10107.0,80335.932,3290.2,3308.6,IF
IF1706,20170106,3250.0,3257.6,3231.8,3233.6,147,1788.0,14315.916,3237.0,3256.6,IF
IH1701,20170106,2314.8,2318.6,2303.8,2303.8,3254,17724.0,225592.86,2307.4,2314.2,IH
IH1702,20170106,2308.2,2309.6,2295.6,2297.2,453,1679.0,31277.082,2299.0,2306.8,IH
IH1703,20170106,2294.6,2300.6,2286.8,2286.8,417,6398.0,28683.564,2289.6,2296.0,IH
IH1706,20170106,2270.8,2275.4,2260.8,2260.8,68,1441.0,4629.228,2264.8,2272.6,IH
T1703,20170106,97.55,97.69,97.135,97.24,54594,38461.0,5314773.095,97.21,97.275,T
T1706,20170106,96.155,96.4,95.925,96.09,14429,25069.0,1387289.375,96.025,95.79,T
T1709,20170106,95.49,95.5,95.175,95.325,184,970.0,17545.11,95.235,95.025,T
TF1703,20170106,99.6,99.74,99.35,99.435,9625,12562.0,957649.925,99.41,99.43,TF
TF1706,20170106,98.69,98.755,98.42,98.42,1846,5163.0,182095.99,98.525,98.42,TF
TF1709,20170106,98.05,98.1,97.9,97.9,9,234.0,882.18,97.9,97.885,TF
IC1701,20170109,6336.0,6382.6,6328.0,6373.8,5638,18272.0,716943.284,6368.8,6336.2,IC
IC1702,20170109,6258.4,6313.0,6249.6,6298.0,623,2184.0,78249.584,6289.0,6261.6,IC
IC1703,20170109,6211.4,6254.0,6203.6,6244.4,604,8591.0,75308.388,6238.8,6214.8,IC
IC1706,20170109,6037.0,6096.6,6035.0,6087.0,333,4821.0,40438.284,6081.2,6034.6,IC
IF1701,20170109,3335.0,3360.8,3335.0,3352.0,7780,27021.0,781816.032,3352.4,3338.6,IF
IF1702,20170109,3316.6,3337.2,3316.6,3331.6,620,2628.0,61892.766,3330.0,3319.4,IF
IF1703,20170109,3295.0,3315.8,3289.0,3306.2,672,10323.0,66625.668,3306.4,3290.2,IF
IF1706,20170109,3238.6,3268.0,3238.6,3263.6,186,1801.0,18161.748,3262.0,3237.0,IF
IH1701,20170109,2305.0,2318.8,2304.4,2312.2,3027,17526.0,209929.614,2313.0,2307.4,IH
IH1702,20170109,2297.2,2309.4,2294.8,2304.6,358,1918.0,24731.112,2303.6,2299.0,IH
IH1703,20170109,2288.0,2299.8,2287.4,2295.6,360,6414.0,24783.186,2295.6,2289.6,IH
IH1706,20170109,2264.2,2277.4,2263.0,2273.8,208,1523.0,14164.308,2272.2,2264.8,IH
T1703,20170109,97.205,97.68,97.09,97.635,39970,38260.0,3893453.14,97.61,97.21,T
T1706,20170109,96.05,96.51,95.925,96.465,12071,25511.0,1161755.91,96.43,96.025,T
T1709,20170109,95.875,95.875,95.18,95.615,151,957.0,14406.22,95.57,95.235,T
TF1703,20170109,99.38,99.63,99.335,99.57,7763,12018.0,772296.125,99.595,99.41,TF
TF1706,20170109,98.42,98.755,98.42,98.73,1133,5298.0,111755.265,98.725,98.525,TF
TF1709,20170109,97.975,98.18,97.965,98.18,25,245.0,2450.8,98.135,97.9,TF
IC1701,20170110,6375.0,6388.6,6343.2,6344.6,5327,17768.0,678440.448,6358.4,6368.8,IC
IC1702,20170110,6289.2,6304.4,6259.6,6264.6,654,2542.0,82248.52,6279.0,6289.0,IC
IC1703,20170110,6240.6,6248.0,6200.8,6207.4,575,8543.0,71626.48,6216.0,6238.8,IC
IC1706,20170110,6087.0,6088.8,6036.0,6046.8,322,4958.0,39061.328,6053.8,6081.2,IC
IF1701,20170110,3350.0,3359.8,3341.4,3343.6,7408,26497.0,744664.332,3349.6,3352.4,IF
IF1702,20170110,3329.6,3337.6,3322.0,3322.0,589,2939.0,58829.604,3328.4,3330.0,IF
IF1703,20170110,3302.8,3313.0,3295.4,3295.4,937,10735.0,92936.7,3305.8,3306.4,IF
IF1706,20170110,3266.6,3268.6,3252.2,3252.2,168,1839.0,16436.886,3259.2,3262.0,IF
IH1701,20170110,2312.2,2317.4,2305.2,2307.4,3503,16994.0,242878.098,2311.2,2313.0,IH
IH1702,20170110,2304.0,2309.2,2296.8,2300.0,902,2644.0,62343.888,2304.4,2303.6,IH
IH1703,20170110,2295.2,2299.2,2288.6,2289.8,266,6509.0,18308.646,2294.4,2295.6,IH
IH1706,20170110,2273.8,2275.2,2264.0,2268.4,131,1532.0,8924.568,2271.8,2272.2,IH
T1703,20170110,97.84,97.89,97.54,97.59,41416,36770.0,4045675.32,97.595,97.61,T
T1706,20170110,96.63,96.715,96.41,96.445,12492,25436.0,1206117.485,96.45,96.43,T
T1709,20170110,95.805,95.825,95.58,95.58,135,939.0,12918.685,95.61,95.57,T
TF1703,20170110,99.7,99.75,99.515,99.55,8358,10874.0,832520.61,99.55,99.595,TF
TF1706,20170110,98.79,98.895,98.69,98.69,1670,5626.0,164914.955,98.72,98.725,TF
TF1709,20170110,98.23,98.24,98.135,98.2,14,248.0,1374.835,98.2,98.135,TF
IC1701,20170111,6339.2,6382.2,6295.0,6297.6,6579,17681.0,833513.068,6310.6,6358.4,IC
IC1702,20170111,6263.0,6294.4,6215.8,6218.2,936,3080.0,117062.556,6228.8,6279.0,IC
IC1703,20170111,6211.0,6238.8,6158.4,6160.2,619,8697.0,76730.184,6171.0,6216.0,IC
IC1706,20170111,6034.6,6065.6,5998.0,6004.0,410,5128.0,49368.536,6007.4,6053.8,IC
IF1701,20170111,3345.4,3360.0,3320.2,3323.0,9173,26052.0,918878.784,3328.6,3349.6,IF
IF1702,20170111,3324.2,3338.6,3300.0,3301.0,1233,3781.0,122794.848,3308.4,3328.4,IF
IF1703,20170111,3295.6,3316.0,3278.2,3279.2,979,11089.0,96759.426,3285.4,3305.8,IF
IF1706,20170111,3253.2,3269.8,3232.0,3235.0,174,1893.0,16966.818,3239.6,3259.2,IF
IH1701,20170111,2310.2,2315.2,2296.4,2298.6,4037,16277.0,279254.076,2301.6,2311.2,IH
IH1702,20170111,2302.4,2307.4,2288.8,2289.0,990,3370.0,68245.368,2293.4,2304.4,IH
IH1703,20170111,2290.2,2297.4,2281.0,2281.0,424,6711.0,29123.346,2285.2,2294.4,IH
IH1706,20170111,2274.0,2276.4,2255.0,2255.0,148,1559.0,10059.408,2260.6,2271.8,IH
T1703,20170111,97.48,97.57,97.21,97.27,36552,36735.0,3559511.415,97.3,97.595,T
T1706,20170111,96.345,96.425,96.03,96.07,11203,26150.0,1077888.925,96.11,96.45,T
T1709,20170111,95.505,95.52,95.24,95.33,48,961.0,4578.185,95.315,95.61,T
TF1703,20170111,99.475,99.565,99.34,99.41,8233,10186.0,818756.92,99.41,99.55,TF
TF1706,20170111,98.65,98.72,98.525,98.565,1400,5760.0,138056.32,98.58,98.72,TF
TF1709,20170111,98.095,98.095,98.04,98.04,4,248.0,392.27,98.04,98.2,TF
IC1701,20170112,6302.4,6321.2,6233.0,6238.4,6221,17079.0,781788.716,6256.0,6310.6,IC
IC1702,20170112,6229.0,6239.0,6154.0,6158.0,1275,3811.0,158210.82,6178.0,6228.8,IC
IC1703,20170112,6160.2,6183.6,6096.4,6104.0,576,8783.0,70797.84,6119.0,6171.0,IC
IC1706,20170112,6004.0,6016.8,5940.2,5945.4,261,5148.0,31247.084,5965.2,6007.4,IC
IF1701,20170112,3323.4,3335.2,3297.4,3300.0,8714,24971.0,868053.42,3310.0,3328.6,IF
IF1702,20170112,3302.0,3312.2,3272.4,3273.0,1470,4507.0,145404.75,3287.2,3308.4,IF
IF1703,20170112,3280.6,3289.8,3255.2,3255.2,945,11316.0,92843.184,3264.0,3285.4,IF
IF1706,20170112,3235.8,3245.0,3210.0,3210.0,199,1930.0,19275.384,3217.2,3239.6,IF
IH1701,20170112,2299.0,2305.8,2286.2,2290.8,4039,15610.0,278594.682,2294.4,2301.6,IH
IH1702,20170112,2291.8,2298.0,2277.0,2279.2,1278,4223.0,87829.974,2285.6,2293.4,IH
IH1703,20170112,2278.6,2288.6,2272.8,2273.0,340,6783.0,23271.924,2277.4,2285.2,IH
IH1706,20170112,2265.0,2266.8,2247.2,2250.0,165,1599.0,11176.122,2252.6,2260.6,IH
T1703,20170112,97.36,97.66,97.35,97.355,36601,35974.0,3568452.925,97.545,97.3,T
T1706,20170112,96.28,96.42,96.145,96.15,9246,26907.0,890260.22,96.31,96.11,T
T1709,20170112,95.54,95.64,95.385,95.385,74,954.0,7067.62,95.555,95.315,T
TF1703,20170112,99.46,99.685,99.45,99.46,7421,9724.0,738915.905,99.61,99.41,TF
TF1706,20170112,98.605,98.79,98.6,98.63,1043,6192.0,102933.775,98.735,98.58,TF
TF1709,20170112,98.195,98.2,98.195,98.2,3,249.0,294.59,98.2,98.04,TF
