symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
IC1901,20190102,4135.0,4147.0,4086.0,4096.8,24735,39721.0,2035499.512,4102.0,4131.0,IC
IC1902,20190102,4116.0,4149.4,4064.6,4073.0,324,463.0,26553.924,4079.0,4108.6,IC
IC1903,20190102,4097.6,4105.2,4043.0,4054.0,3432,22880.0,279448.128,4058.8,4089.0,IC
IC1906,20190102,4043.6,4045.4,3986.0,3993.6,495,5540.0,39728.568,3996.4,4032.6,IC
IF1901,20190102,3012.4,3015.0,2948.8,2962.2,45964,49924.0,4098017.226,2963.4,3003.6,IF
IF1902,20190102,3014.0,3015.0,2952.0,2962.4,642,708.0,57381.744,2965.8,3005.0,IF
IF1903,20190102,3009.0,3017.0,2953.8,2964.8,5339,20157.0,476745.372,2966.4,3007.4,IF
IF1906,20190102,3008.0,3010.6,2948.0,2958.4,847,6615.0,75488.904,2960.2,3001.6,IF
IH1901,20190102,2297.8,2301.0,2250.8,2261.4,22811,25760.0,1551100.242,2262.2,2292.6,IH
IH1902,20190102,2305.4,2305.4,2256.8,2266.8,152,259.0,10378.182,2266.4,2295.2,IH
IH1903,20190102,2313.0,2314.2,2264.2,2271.0,2092,5767.0,143009.268,2274.2,2303.4,IH
IH1906,20190102,2319.6,2319.6,2271.2,2278.0,300,2675.0,20553.204,2280.6,2309.2,IH
T1903,20190102,97.825,98.165,97.75,98.105,33706,64530.0,3301859.52,98.07,97.71,T
T1906,20190102,97.845,98.1,97.845,98.045,127,1533.0,12448.715,98.07,97.665,T
T1909,20190102,98.0,98.0,97.665,98.0,8,5.0,782.885,98.0,97.6,T
TF1903,20190102,99.415,99.615,99.415,99.6,3383,15410.0,336657.89,99.58,99.38,TF
TF1906,20190102,99.55,99.57,99.55,99.57,2,62.0,199.12,99.56,99.385,TF
TF1909,20190102,,,,98.76,0,0.0,0.0,99.545,99.345,TF
TS1903,20190102,100.25,100.335,100.25,100.33,144,990.0,28888.03,100.315,100.26,TS
TS1906,20190102,,,,100.095,0,15.0,0.0,100.305,100.25,TS
TS1909,20190102,,,,99.865,0,0.0,0.0,100.16,100.105,TS
IC1901,20190103,4100.0,4169.0,4077.6,4086.6,28810,40862.0,2367978.852,4091.4,4102.0,IC
IC1902,20190103,4081.8,4142.0,4054.4,4059.0,321,499.0,26248.248,4069.4,4079.0,IC
IC1903,20190103,4058.6,4122.8,4030.4,4040.0,3931,23605.0,319384.88,4043.8,4058.8,IC
IC1906,20190103,4005.2,4059.6,3965.2,3977.4,716,5690.0,57209.316,3975.8,3996.4,IC
IF1901,20190103,2958.6,3006.0,2951.6,2962.6,52089,51597.0,4643168.016,2959.2,2963.4,IF
IF1902,20190103,2966.4,3008.0,2955.0,2962.8,860,840.0,76735.698,2960.0,2965.8,IF
IF1903,20190103,2970.0,3010.0,2955.2,2964.2,6936,20875.0,619276.32,2962.4,2966.4,IF
IF1906,20190103,2960.6,3002.0,2949.0,2959.0,1029,6923.0,91623.474,2956.6,2960.2,IF
IH1901,20190103,2259.6,2295.0,2259.0,2268.0,22436,24706.0,1529567.754,2266.2,2262.2,IH
IH1902,20190103,2270.4,2298.0,2268.0,2272.4,202,279.0,13826.532,2271.6,2266.4,IH
IH1903,20190103,2273.8,2305.2,2270.8,2279.0,1967,5502.0,134804.328,2277.6,2274.2,IH
IH1906,20190103,2280.0,2309.2,2276.2,2282.0,399,2750.0,27374.196,2281.0,2280.6,IH
T1903,20190103,98.23,98.255,97.98,98.16,34453,64247.0,3380292.395,98.11,98.07,T
T1906,20190103,98.155,98.155,97.95,98.055,165,1575.0,16175.4,98.04,98.07,T
T1909,20190103,,,,98.0,0,5.0,0.0,98.04,98.0,T
TF1903,20190103,99.67,99.675,99.53,99.61,3590,15375.0,357515.07,99.585,99.58,TF
TF1906,20190103,99.55,99.55,99.55,99.55,1,62.0,99.55,99.55,99.56,TF
TF1909,20190103,,,,98.76,0,0.0,0.0,99.55,99.545,TF
TS1903,20190103,100.34,100.34,100.29,100.34,123,976.0,24678.03,100.325,100.315,TS
TS1906,20190103,,,,100.095,0,15.0,0.0,100.315,100.305,TS
TS1909,20190103,,,,99.865,0,0.0,0.0,100.17,100.16,TS
IC1901,20190104,4062.0,4208.8,4058.0,4207.8,33671,40767.0,2786707.828,4185.2,4091.4,IC
IC1902,20190104,4035.0,4185.0,4034.2,4185.0,467,676.0,38515.844,4160.4,4069.4,IC
IC1903,20190104,4014.8,4164.0,4010.0,4163.0,4998,24856.0,408914.992,4137.6,4043.8,IC
IC1906,20190104,3955.0,4087.0,3947.6,4086.4,1033,6054.0,83245.584,4064.4,3975.8,IC
IF1901,20190104,2948.2,3041.4,2942.2,3041.4,64837,52650.0,5830312.11,3029.2,2959.2,IF
IF1902,20190104,2948.0,3044.6,2945.0,3044.0,1210,1111.0,108969.738,3032.0,2960.0,IF
IF1903,20190104,2950.0,3044.8,2945.8,3044.2,10943,21885.0,986486.778,3033.0,2962.4,IF
