symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
IF1501,20150105,3619.0,3768.8,3585.2,3671.4,1303810,138633.0,143262114.204,3718.6,3579.8,IF
IF1502,20150105,3645.0,3817.6,3636.0,3726.8,31115,10631.0,3463706.754,3766.0,3622.8,IF
IF1503,20150105,3681.0,3860.2,3677.4,3766.0,117300,60335.0,13202434.71,3807.8,3656.2,IF
IF1506,20150105,3710.0,3902.0,3708.0,3801.8,48418,27622.0,5506146.33,3845.6,3685.2,IF
TF1503,20150105,96.77,96.85,96.312,96.718,8901,18302.0,859687.698,96.568,96.706,TF
TF1506,20150105,97.364,97.386,97.0,97.268,683,2852.0,66354.206,97.116,97.282,TF
TF1509,20150105,97.51,97.694,97.34,97.56,44,141.0,4287.872,97.43,97.602,TF
IF1501,20150106,3664.0,3707.8,3610.0,3656.8,1522728,127237.0,167254364.724,3659.4,3718.6,IF
IF1502,20150106,3720.0,3761.2,3668.6,3712.4,37125,14649.0,4138179.072,3715.6,3766.0,IF
IF1503,20150106,3755.0,3808.0,3715.6,3757.6,128845,65110.0,14542241.016,3760.2,3807.8,IF
IF1506,20150106,3788.0,3846.6,3755.0,3796.0,49001,29058.0,5586402.372,3798.0,3845.6,IF
TF1503,20150106,96.65,96.72,96.44,96.536,4661,17919.0,449939.132,96.54,96.568,TF
TF1506,20150106,97.292,97.292,97.05,97.114,666,3093.0,64671.992,97.106,97.116,TF
TF1509,20150106,97.508,97.516,97.382,97.482,12,143.0,1169.256,97.482,97.43,TF
IF1501,20150107,3655.8,3684.2,3615.4,3663.2,1294935,114534.0,141971160.786,3654.8,3659.4,IF
IF1502,20150107,3716.0,3734.6,3672.8,3719.6,34438,18574.0,3829429.254,3707.0,3715.6,IF
IF1503,20150107,3761.2,3776.6,3713.6,3765.8,108054,67771.0,12157976.502,3749.4,3760.2,IF
IF1506,20150107,3797.0,3813.2,3748.0,3799.4,37579,30712.0,4264816.104,3782.0,3798.0,IF
TF1503,20150107,96.582,96.854,96.542,96.588,5246,18024.0,507177.056,96.576,96.54,TF
TF1506,20150107,97.22,97.4,97.088,97.11,589,3263.0,57278.516,97.11,97.106,TF
TF1509,20150107,97.544,97.6,97.498,97.498,12,144.0,1170.388,97.502,97.482,TF
IF1501,20150108,3676.6,3679.6,3553.0,3562.0,1565105,105242.0,168917735.838,3588.2,3654.8,IF
IF1502,20150108,3730.4,3736.4,3610.0,3611.6,52299,24006.0,5739634.746,3641.8,3707.0,IF
IF1503,20150108,3775.8,3781.0,3654.0,3657.0,141024,68616.0,15655657.128,3686.6,3749.4,IF
IF1506,20150108,3796.0,3815.0,3690.0,3690.4,49038,31915.0,5503122.282,3721.2,3782.0,IF
TF1503,20150108,96.586,96.792,96.586,96.68,4354,18305.0,420997.056,96.728,96.576,TF
TF1506,20150108,97.5,97.5,97.11,97.2,408,3471.0,39661.772,97.244,97.11,TF
TF1509,20150108,97.558,97.664,97.52,97.572,18,144.0,1756.322,97.612,97.502,TF
IF1501,20150109,3570.0,3718.0,3511.0,3528.0,1713171,88364.0,185170805.358,3596.2,3588.2,IF
IF1502,20150109,3615.0,3767.0,3560.4,3573.0,94802,30153.0,10386101.862,3643.6,3641.8,IF
IF1503,20150109,3662.0,3803.0,3600.0,3613.0,169332,62488.0,18773248.404,3682.2,3686.6,IF
IF1506,20150109,3694.2,3845.6,3643.4,3658.0,61220,32763.0,6853563.0,3719.4,3721.2,IF
TF1503,20150109,96.744,96.786,96.4,96.684,6152,18057.0,594356.336,96.66,96.728,TF
TF1506,20150109,97.26,97.282,96.968,97.21,625,3757.0,60710.614,97.204,97.244,TF
TF1509,20150109,97.45,97.622,97.4,97.622,11,146.0,1072.458,97.59,97.612,TF
IF1501,20150112,3567.0,3575.0,3463.6,3537.6,1268691,81457.0,134092891.146,3533.8,3596.2,IF
IF1502,20150112,3602.0,3612.2,3500.4,3576.0,89992,35391.0,9613961.292,3569.4,3643.6,IF
IF1503,20150112,3632.0,3650.0,3533.4,3617.0,139924,62207.0,15105710.904,3605.8,3682.2,IF
IF1506,20150112,3663.0,3693.0,3582.0,3666.0,41376,33793.0,4525227.198,3656.2,3719.4,IF
TF1503,20150112,96.6,96.74,96.48,96.7,3873,18138.0,374223.476,96.692,96.66,TF
TF1506,20150112,97.232,97.26,97.042,97.2,331,3793.0,32163.18,97.21,97.204,TF
TF1509,20150112,96.886,97.62,96.886,97.62,11,147.0,1072.33,97.61,97.59,TF
IF1501,20150113,3535.8,3568.8,3501.2,3529.6,1104965,77162.0,117187449.99,3517.4,3533.8,IF
IF1502,20150113,3587.6,3608.2,3550.8,3577.4,113451,46733.0,12174087.522,3565.4,3569.4,IF
IF1503,20150113,3619.8,3642.8,3586.4,3612.4,100512,63864.0,10894760.154,3600.4,3605.8,IF
IF1506,20150113,3658.8,3690.8,3635.6,3660.8,30360,34380.0,3335134.476,3650.0,3656.2,IF
TF1503,20150113,96.736,97.134,96.736,97.084,6919,18403.0,670941.79,97.048,96.692,TF
TF1506,20150113,97.3,97.61,97.3,97.568,702,4080.0,68399.448,97.532,97.21,TF
TF1509,20150113,97.728,97.942,97.728,97.92,27,159.0,2641.672,97.91,97.61,TF
IF1501,20150114,3536.0,3563.4,3471.6,3504.2,1026731,63228.0,108602078.346,3497.8,3517.4,IF
IF1502,20150114,3581.6,3606.0,3522.2,3559.0,207560,64504.0,22239798.978,3548.0,3565.4,IF
IF1503,20150114,3613.4,3647.0,3555.0,3594.6,118686,63966.0,12855162.012,3582.4,3600.4,IF
IF1506,20150114,3660.0,3691.0,3605.8,3640.4,29221,35716.0,3205306.8,3629.6,3650.0,IF
TF1503,20150114,97.1,97.3,97.032,97.178,7219,18100.0,701386.236,97.134,97.048,TF
TF1506,20150114,97.562,97.792,97.534,97.678,714,4225.0,69725.658,97.648,97.532,TF
TF1509,20150114,98.0,98.13,97.914,98.038,31,170.0,3038.956,98.006,97.91,TF
IF1501,20150115,3509.0,3627.6,3483.0,3625.0,748861,21979.0,79534435.11,3594.2,3497.8,IF
IF1502,20150115,3548.6,3686.4,3534.2,3683.6,808954,101476.0,87356927.034,3650.2,3548.0,IF
IF1503,20150115,3599.2,3741.0,3574.0,3736.2,164683,65953.0,17973613.452,3691.8,3582.4,IF
IF1506,20150115,3641.0,3788.0,3622.2,3787.6,43850,37266.0,4852125.282,3744.0,3629.6,IF
TF1503,20150115,97.222,97.448,96.95,97.11,6128,17796.0,595283.974,97.088,97.134,TF
TF1506,20150115,97.75,97.94,97.484,97.58,500,4309.0,48836.252,97.584,97.648,TF
TF1509,20150115,98.162,98.28,97.916,97.958,29,179.0,2842.11,97.994,98.006,TF
IF1501,20150116,3600.0,3653.4,3600.0,3641.2,131799,0.0,14349252.744,3641.34,3594.2,IF
IF1502,20150116,3686.8,3714.0,3661.8,3667.2,1188668,114442.0,131469595.524,3684.6,3650.2,IF
IF1503,20150116,3738.8,3758.4,3708.0,3715.8,149412,66778.0,16741976.058,3732.8,3691.8,IF
