Date,TA,M,RB,FG,MA,HC,V,SA,RM,AG
2019-12-06,-6.692774866136874,10.986317175245471,13.652455886941137,13.419941477391742,-16.092293596756363,12.724363352924945,11.379612196198696,0.0,0.8797709868337913,-1.4950905257072609
2019-12-09,-6.405671048580066,10.969113881574838,13.66976552804341,13.166910954786005,-15.608762131753213,12.797458969538066,11.541115046147572,0.0,0.6515005864677614,-1.6300092030509692
2019-12-10,-6.20900969434223,11.037152225635817,13.914006095175342,13.413714621216812,-15.653447152122167,13.117975111286443,11.8243471138926,0.0,0.5340935999341699,-1.7365187778377944
2019-12-11,-6.417863636926114,11.263284977313301,14.181142639059669,13.669516232376395,-15.658629783271353,13.44603503007458,12.137806522401217,0.0,0.5840768702960913,-1.7890019243870587
2019-12-12,-5.721436109317709,11.204087144069831,14.402953200615375,13.807777239372253,-15.081175555274598,13.89713643837787,11.983151630156653,0.0,0.13185029275100257,-1.810862504613577
2019-12-13,-5.708979847774482,11.076956406319466,14.588695262548299,13.979884030128433,-15.23314809133063,14.135177728295153,12.091680095602122,0.0,-0.3445942573846492,-1.7932934395424658
2019-12-16,-5.308900897420802,11.214650757218696,14.45376662681113,14.551880163018762,-15.336365752295603,14.228800191000891,12.242885509274682,0.0,-0.6464019563207473,-1.7789596600913018
2019-12-17,-5.068843394707059,11.203048514268934,14.608427721900412,14.667830996522405,-14.872874694211125,14.49013032478259,12.297466084414076,0.0,-1.072012701901985,-1.7542594254860022
2019-12-18,-4.969920004892041,11.224435392684484,14.600298330797923,14.693616248917605,-14.290670328939544,14.610210514578602,12.384487852683435,0.0,-1.5061890453313234,-1.7103673818726262
2019-12-19,-4.801506239827154,11.101406415083385,15.013156245313503,15.256233102677607,-14.126239832197285,15.440210375789643,12.524938726881468,0.0,-2.0839261333040744,-1.7237382505080183
2019-12-20,-4.903151247351047,10.995849161722848,15.078449149351162,15.384824825019592,-13.911372844096148,15.411861825905078,12.653836081939161,0.0,-2.4736878813846377,-1.680629994501524
2019-12-23,-5.0387711426235,10.97308332762001,15.267761317412967,15.451970275342338,-13.691556134209502,15.573371105959968,12.403536308129022,0.0,-2.7875347897464136,-1.5549153649287641
2019-12-24,-4.495005750447581,10.959792728956689,15.251941013925826,15.575285049597863,-13.70076886435968,15.592033176786416,12.359513189197816,0.0,-3.1955196214721715,-1.3011245172546713
2019-12-25,-4.500012554213927,10.760458998047358,15.159000176633624,15.551970726762763,-13.491732427453464,15.406886033156681,12.241343957610773,0.0,-3.5079067327973528,-1.0347972487626844
2019-12-26,-4.524731157844158,10.551156885621525,15.191640075637878,16.020424995981095,-13.295188094252936,15.517784755852123,12.176568454096714,0.0,-3.8969736018201377,-0.7298658933801141
2019-12-27,-4.16924022526287,10.35097983868933,15.308804472399014,16.401116883415632,-12.855181477994652,15.630967627638064,12.108617063677922,0.0,-4.174140335519545,-0.5296531945567109
2019-12-30,-3.978664274319052,10.264490106666537,15.43996430141486,16.562715938951165,-12.494204100553794,15.801553742337184,12.139129719778659,0.0,-4.290213552915793,-0.2505286778513294
2019-12-31,-3.746172571244074,10.290243541202424,16.199370141598447,16.73674976425314,-12.133429073026626,16.336863394518097,12.105617935846542,0.0,-4.288254024282194,-0.01795946574167706
2020-01-02,-3.762612740429897,10.316293620668803,16.107146158416924,17.00312254545317,-11.818517377616743,16.234392951143256,12.020917012012319,0.0,-4.278228789381483,-0.07858792851268204
2020-01-03,-3.697991631809851,9.95533744447131,16.565150687559598,17.102544156883543,-11.480294583998075,16.46687297009489,12.029458689733703,0.0,-4.32236415711072,0.04240717298465091
2020-01-06,-3.454833813904801,9.476493295748964,16.607943642079643,17.30990991525868,-10.931547991300514,16.4946096785007,12.024299894667784,0.0,-4.509567612060698,0.27118848996915634
2020-01-07,-3.3805116544077123,9.117737554072525,16.68527511197271,17.47638746605662,-10.6698482262597,16.636327331388415,11.947201858333239,0.0,-4.569250318369296,0.21452791346381916
2020-01-08,-3.38779738665944,8.559521118573603,16.90941097551175,17.719748614128058,-10.110999462403653,16.652536958152922,11.987733070187845,0.0,-4.589322780038453,0.3230342418412038
2020-01-09,-3.437397270321358,8.034521888236657,16.291382470585564,17.84637458143834,-9.596951669898212,15.914750111385715,12.023926753959858,0.0,-4.684866528400508,-0.11580791202656426
2020-01-10,-3.6543841973486852,7.202692492403126,16.33420300819207,18.0960749620478,-9.38446627015902,15.920814856500638,12.025530566440874,0.0,-5.136103655135752,-0.13088939297102442
2020-01-13,-3.863159077493892,6.449440440457902,16.196848306391782,17.44899768990413,-8.726823213800117,15.662045199269564,11.863234246443596,0.0,-5.390483415251057,-0.18631350592978757
2020-01-14,-4.097141579487062,5.796522000463075,16.94825263581458,19.68409441335622,-8.313537140013612,16.472030141409594,11.942649611097096,0.0,-5.666768198441327,-0.3891841771002702
2020-01-15,-4.363275073973859,5.315988748998046,16.768556465995882,19.77444819439075,-8.036279148365518,16.298402639759598,11.882744066492497,0.0,-5.884088390499075,-0.5072565936250033
2020-01-16,-4.546175856056492,4.8081310204172105,16.88146344848022,19.784484202977204,-7.822016052132454,16.38811736979231,11.858980357942867,0.0,-6.0386786165305715,-0.5868794638374206
2020-01-17,-4.801408887947786,4.293960366659712,16.863274844517285,19.914646975616797,-7.680989252872957,16.24186953975175,11.94459797676003,0.0,-6.21553981124925,-0.6223894162095982
2020-01-20,-4.917310210067162,3.8069765515556515,16.944334657310748,19.888899491507463,-7.391894025417825,16.3297272223512,11.820034129825103,0.0,-6.334365656253753,-0.6648020822377347
