Date,TA,M,RB,FG,MA,HC,V,SA,RM,AG,combined
2021-03-26,42470,38083,159954,140487,-43563,234375,80475,-23406,34226,-567,662534
2021-03-29,42506,38065,161164,137463,-42789,237925,75575,-23306,34206,-372,660437
2021-03-30,42590,38020,158359,131479,-44593,236315,72975,-22898,33722,-44,645925
2021-03-31,42638,38584,162979,138915,-44285,239765,79635,-23600,35477,-299,669809
2021-04-01,41924,38516,172969,140319,-41705,249839,85925,-23890,35607,-1229,698275
2021-04-02,41546,38482,174425,146838,-40601,250833,85925,-23223,35387,-977,708635
2021-04-06,41282,38767,173105,145732,-40196,250041,84395,-21495,35999,-1257,706373
2021-04-07,42230,38617,173017,148012,-40518,248634,83870,-20901,35600,-1579,706982
2021-04-08,42446,38659,170902,137731,-40932,247644,78260,-18741,35556,-1544,689981
2021-04-09,42626,38162,166918,145177,-44934,241614,75200,-17795,33780,-1285,679463
2021-04-12,42242,38074,172944,148127,-44464,250722,76600,-18563,33030,-816,697896
2021-04-13,41738,37954,172944,148343,-43604,251757,81220,-18823,32639,-1904,702264
2021-04-14,41030,38230,172521,153203,-40643,250107,84195,-16600,33264,-2039,713268
2021-04-15,40814,38559,172989,155345,-38619,251547,87170,-18491,33993,-2455,720852
2021-04-16,40814,38748,171221,155459,-38354,248494,88220,-22779,35403,-2511,714715
2021-04-19,40814,38972,175537,159386,-38831,252683,88220,-23347,36838,-2399,727873
2021-04-20,41038,39052,176710,157556,-41251,256533,80620,-20477,37923,-2679,725025
2021-04-21,41294,39493,177710,156032,-41483,261293,94015,-20333,39043,-3183,743881
2021-04-22,41216,39655,182442,159476,-43163,264371,98960,-19593,39223,-2745,759842
2021-04-23,41270,39673,186258,161101,-39799,276131,93535,-21252,39340,-2500,773757
2021-04-26,40850,40003,188338,165859,-38442,277346,95015,-26031,40340,-2750,780528
2021-04-27,40850,39313,185635,167689,-39982,272771,97235,-27835,38366,-2560,771482
2021-04-28,40850,39027,190072,173044,-38704,279357,93535,-31559,37970,-2788,780804
2021-04-29,40850,38931,187318,178042,-39496,273021,94295,-35574,37802,-2356,772833
2021-04-30,40920,39589,200018,188752,-32926,290061,102655,-41470,42059,-2983,826675
2021-05-06,40956,39913,201488,191112,-29626,294753,108895,-39362,44479,-3391,849217
2021-05-07,40932,39828,214690,204786,-30286,314459,111625,-40226,43270,-3695,895383
2021-05-10,40476,39630,218790,216342,-30694,326921,106945,-39461,41002,-3517,916434
2021-05-11,41016,40068,221115,224770,-20334,334649,109525,-43785,45244,-3517,948751
2021-05-12,40398,39588,212251,222064,-16734,322100,101570,-42839,42046,-3602,916842
2021-05-13,40158,38820,204251,214616,-17910,308852,102245,-42307,37541,-3548,882718
2021-05-14,40216,38766,201287,214400,-21158,299824,101195,-43599,37127,-3290,864768
2021-05-17,40216,38843,201573,218353,-20462,300754,106865,-43209,37287,-2732,877488
2021-05-18,40216,38556,196260,211273,-22422,293707,98910,-40401,36836,-3080,849855
2021-05-19,40216,38451,193820,208913,-28246,290683,88455,-39335,36344,-3484,825817
2021-05-20,40302,38236,192528,204337,-30298,288889,79855,-40147,34104,-3716,804090
2021-05-21,40250,38278,190496,203878,-27148,285347,81955,-40612,34588,-3616,803416
2021-05-24,40160,38348,189808,206316,-26688,284775,83350,-42020,34629,-3684,804994
2021-05-25,40170,38252,186118,204966,-22464,279895,81180,-42713,34096,-3349,796151
2021-05-26,40236,38136,188190,203616,-27549,282878,78855,-42086,32907,-3939,791244
2021-05-27,40192,38310,189582,206828,-27675,285088,80715,-43802,35387,-4029,800596
2021-05-28,40088,38288,190374,208935,-28215,285456,85365,-44074,34854,-3777,807294
2021-05-31,39900,38318,191749,209985,-27655,287024,91020,-46944,35734,-3357,815774
2021-06-01,39988,38318,190449,208809,-29321,285209,85470,-47420,37620,-3909,805213
2021-06-02,39982,38318,191899,209583,-28607,287714,86295,-46876,38727,-3849,813186
2021-06-03,40038,38318,191909,209626,-29567,286904,84900,-45276,36062,-4269,808645
2021-06-04,40106,38318,190244,208035,-31427,284384,79620,-45436,38750,-4143,798451
2021-06-07,40120,38318,190622,207727,-31601,284888,79780,-45436,39350,-4089,799679
2021-06-08,40060,38318,190982,207727,-30926,285759,86135,-44281,39063,-4114,808723
2021-06-09,40098,38332,192053,208167,-30976,286877,86135,-42955,39819,-4106,813444
2021-06-10,40010,38356,193277,211247,-31022,288697,88890,-43585,40215,-3967,822118
2021-06-11,40002,37820,191918,207935,-29654,286471,86650,-43477,33559,-4207,807017
2021-06-15,39884,37650,190694,205773,-29585,284469,84505,-43629,32077,-4187,797651
2021-06-16,39870,37650,191474,208629,-29849,285729,80050,-45540,30457,-4342,794128
2021-06-17,40022,37720,191154,206577,-30920,285409,78070,-43695,27262,-4480,787119
2021-06-18,40022,37666,189834,206640,-31190,282801,73285,-43575,28562,-4480,779565
2021-06-21,40022,37666,189889,209802,-28694,282682,72435,-44779,29412,-4458,783977
2021-06-22,40072,37696,190429,209802,-27844,282700,76275,-43384,29200,-4527,790419
2021-06-23,40068,37696,190345,215832,-27756,282814,72400,-46236,29876,-4503,790536
2021-06-24,40226,37647,191621,220869,-27052,285170,75655,-48492,29978,-4713,800909
2021-06-25,40268,37375,191829,217872,-28133,286115,81575,-46556,31728,-4683,807390
2021-06-28,39812,37168,191649,217792,-27998,285915,80725,-45716,32528,-4452,807423
2021-06-29,39942,37008,192884,218782,-27478,288255,80375,-47651,33412,-4109,811420
2021-06-30,39858,35508,192897,215688,-27478,288233,82125,-46419,40037,-4901,815548
2021-07-01,39986,35022,192637,219868,-26722,288170,81765,-49214,43439,-4631,820320
2021-07-02,40330,35366,194125,217778,-25864,289945,88425,-49874,42217,-5549,826899
2021-07-05,40820,35492,196250,221906,-25312,293320,85835,-51986,41367,-5719,831973
2021-07-06,39870,35802,198137,222620,-28837,297464,83035,-50138,37965,-5219,830699
2021-07-07,39330,35777,197746,225740,-29557,297072,88585,-49818,38301,-4319,838857
2021-07-08,39674,35857,198250,225005,-27637,297801,91185,-49476,37971,-4269,844361
2021-07-09,39692,35785,198030,230034,-26653,298071,90135,-49698,38883,-4555,849724
2021-07-12,39836,35705,198580,235491,-25834,299721,90345,-50882,39709,-5287,857384
2021-07-13,39926,35661,201374,245349,-24645,304761,91850,-50567,41347,-4598,880458
2021-07-14,39494,35541,200506,245241,-25726,304202,99050,-50007,43486,-5339,886448
2021-07-15,39470,35535,200884,249933,-23086,303464,106490,-51757,43906,-5079,899760
2021-07-16,39602,35443,200803,250135,-20970,302217,111170,-51077,45634,-2804,910153
2021-07-19,39068,35445,202108,249635,-22185,303933,106420,-51176,46684,-2141,907791
2021-07-20,39516,35445,201852,245824,-22590,302711,101220,-53552,46222,-2407,894241
2021-07-21,39884,35269,207195,252208,-21744,305626,100180,-54146,41077,-2791,902758
2021-07-22,39884,35004,207806,254393,-22543,307802,105120,-52412,33862,-3301,905615
2021-07-23,39816,34649,209561,242203,-24111,307472,105960,-53311,28032,-3112,887159
2021-07-26,39738,34847,207031,228523,-24800,302581,98265,-51978,31029,-2656,862580
2021-07-27,39858,34874,207658,233623,-24408,299473,101675,-53358,31629,-1816,869208
2021-07-28,40306,35015,211870,236842,-22104,315793,103705,-53870,35193,-4091,898659
2021-07-29,40354,35067,211978,237616,-17294,322345,107305,-54702,39393,-5117,916945
2021-07-30,40506,35019,193322,230336,-21634,296077,92030,-53136,39294,-4667,847147
2021-08-02,39946,34992,182872,222059,-24072,283837,84350,-51611,39484,-3563,808294
2021-08-03,40618,34860,189122,226875,-23290,292176,89670,-52989,35969,-5288,827723
2021-08-04,39344,34784,187562,218975,-23741,289152,91790,-51160,34303,-3931,817078
2021-08-05,40580,34841,187477,221483,-22922,289728,95360,-54904,35823,-2897,824569
2021-08-06,39860,35174,186517,224883,-24587,288348,93320,-55300,43233,1999,833447
2021-08-09,39996,35383,189013,231851,-23039,292074,98675,-56174,47029,2623,857431
2021-08-10,39948,35328,190513,231455,-21551,293284,106795,-56803,46477,2807,868253
2021-08-11,39948,34572,188188,222915,-20851,290050,106795,-56551,34577,2357,842000
2021-08-12,39868,36124,188788,223035,-20467,289830,107895,-58829,48185,2465,856894
2021-08-13,39268,36371,186632,224208,-20275,288003,109075,-59390,53345,1653,858890
2021-08-16,39436,36351,186853,224922,-19867,288823,118515,-58974,55853,813,872725
2021-08-17,39056,36032,184441,223596,-20003,285063,111015,-58854,55853,1154,857353
2021-08-18,38446,35291,182917,220128,-21389,283296,112465,-58738,48081,4355,844852
2021-08-19,38390,35070,183830,219523,-21488,284538,112195,-59578,43401,3959,839840
2021-08-20,38358,34433,183850,223551,-18269,284646,111905,-59524,40265,4741,843956
2021-08-23,38520,34459,185180,222597,-20842,287026,117795,-59599,40815,2256,848207
2021-08-24,38544,34667,185189,221322,-20422,286431,121955,-59479,39372,2031,849610
2021-08-25,38448,34784,184037,216472,-21430,283759,115455,-57524,44102,3321,841424
2021-08-26,38622,34644,185063,217272,-21066,285247,112105,-58084,43130,1988,838921
2021-08-27,38382,34824,186119,218644,-21066,287377,122505,-58708,44318,228,852623
2021-08-30,38174,34603,185751,216388,-21234,286355,117225,-58136,43499,-1180,841445
2021-08-31,38180,34015,185223,216847,-20916,285347,115365,-58266,38787,1340,835922
2021-09-01,37880,33992,185471,214849,-20696,286453,125765,-57876,41515,-956,846397
2021-09-02,38186,33392,186551,220404,-20681,289435,129340,-58864,38732,324,856819
2021-09-03,38134,33588,187071,215289,-20606,289967,133435,-59144,39104,-6102,850736
2021-09-06,38146,34719,187391,215239,-20070,289953,150130,-62588,43840,-4254,872506
2021-09-07,37854,33510,186981,210539,-20021,289143,155590,-62640,35326,-2637,863645
2021-09-08,37870,32838,189137,206612,-20025,291483,159605,-65692,31008,179,863015
2021-09-09,37854,34062,188591,208082,-20290,290678,161855,-65016,33912,-1837,867891
2021-09-10,37854,34566,187931,205044,-19982,289406,154540,-65016,38553,2355,865251
2021-09-13,37934,34782,186657,201540,-20192,286622,142450,-63756,40542,1785,848364
2021-09-14,37934,34236,186475,199002,-19440,286742,165250,-63353,40662,1896,869404
2021-09-15,37934,33744,186503,199492,-19321,287918,171115,-65093,41158,3644,877094
2021-09-16,37908,34248,184711,199680,-19921,286334,156115,-61229,43426,9026,870298
2021-09-17,37850,32509,186301,198680,-19046,288518,187225,-63759,36658,8675,893611
2021-09-22,37954,33613,186945,200885,-18710,287243,202525,-66890,39024,9863,912452
