Date,TA,M,RB,FG,MA,HC,V,SA,RM,AG,combined
2023-02-09,27268,102390,172688,219209,-28215,254188,186319,37530,74990,-614,1045753
2023-02-10,27450,104282,169334,220439,-32715,251346,186832,19708,78727,-548,1024855
2023-02-13,27362,104804,170636,219759,-31611,253555,185963,26676,79618,-478,1036284
2023-02-14,27318,101114,172036,219314,-32766,255257,185759,16072,73462,-642,1016924
2023-02-15,27878,101744,174924,218677,-31221,257687,185303,14399,73138,-624,1021905
2023-02-16,27078,102128,175874,219523,-32157,258523,185251,17619,73550,-663,1026726
2023-02-17,27358,105950,176630,219043,-31239,259403,184484,6675,76949,-577,1024676
2023-02-20,28474,105650,179430,216697,-27704,261647,183512,22705,76439,-576,1046274
2023-02-21,28570,106532,178733,217737,-26468,260428,183869,27627,78358,-601,1054785
2023-02-22,28374,103603,178613,217222,-22082,260806,183453,28639,75058,-545,1053141
2023-02-23,28822,105787,178449,219554,-20846,261301,182861,27359,76674,-511,1059450
2023-02-24,28054,102547,177441,220303,-22784,260275,184093,23901,73704,-289,1047245
2023-02-27,28662,97441,176796,220195,-25459,259173,184828,29731,69744,-309,1040802
2023-02-28,29686,93844,178582,220307,-24689,262011,184528,34519,66096,-614,1044270
2023-03-01,29510,93020,179052,219042,-27545,263001,184588,38614,64386,-344,1043324
2023-03-02,29834,96071,180885,217656,-28025,266301,183823,39170,65093,-584,1050224
2023-03-03,29924,98162,178197,214328,-27777,263173,184335,32753,66347,-960,1038482
2023-03-06,30122,101634,179925,213272,-23716,264714,183567,30224,69131,-717,1048156
2023-03-07,30056,100944,179655,213720,-27586,263674,183529,18036,68277,804,1031109
2023-03-08,29552,103338,182535,215576,-28666,268174,187009,19446,69943,786,1047693
2023-03-09,29188,100678,182270,210956,-32231,267324,188169,18021,66285,856,1031516
2023-03-10,30174,101470,185456,203639,-29522,271935,185820,13541,67641,-800,1029354
2023-03-13,27134,96492,185676,210821,-30242,275367,187183,-1246,65945,-2945,1014185
2023-03-14,27134,97458,183732,211067,-32389,272185,189100,970,64541,-2900,1010898
2023-03-15,25286,93543,176192,228383,-41218,260317,192194,-15725,61125,-2768,977329
2023-03-16,25924,89825,178768,223553,-39970,263957,191294,-15462,60327,-2928,975288
2023-03-17,26140,77689,176233,226199,-40530,260999,192326,-12618,52915,-3711,955642
2023-03-20,25820,81464,174642,224483,-41856,259403,192626,-16068,52808,-3583,949739
2023-03-21,26080,77624,174975,222018,-40792,259802,191978,-9568,49728,-3695,948150
2023-03-22,26360,70670,173295,218973,-40582,256612,194698,-8564,45808,-3875,933395
2023-03-23,27940,66526,174213,218691,-40006,257877,192322,14779,43033,-3999,951376
2023-03-24,28094,65826,174114,216636,-39947,257357,190870,23424,42511,-3961,954924
2023-03-27,28666,69721,175566,213531,-40118,259207,189078,18962,43887,-3942,954558
2023-03-28,28666,70012,176014,215907,-41238,260040,188814,7797,43656,-3910,945758
2023-03-29,28744,69484,176311,215011,-40743,260481,188910,10989,43656,-3828,949015
2023-03-30,28968,67334,176608,217840,-39630,260971,188430,10350,43214,-3681,950404
2023-03-31,31188,76854,172864,215698,-40478,255019,188846,4020,43759,-3881,943889
2023-04-03,33364,77449,171500,218530,-40686,252571,190427,5490,43724,-3515,948854
2023-04-04,32072,74134,170575,216115,-42471,251165,191813,-1070,43702,-1923,934112
2023-04-06,31820,72124,171748,214355,-42128,253103,189569,4055,43702,-1518,936830
2023-04-07,31100,70824,169944,215097,-43492,250826,191747,-7402,43728,-2078,920294
2023-04-10,34334,71528,170514,216525,-42852,251606,192026,-13903,43663,-1550,921891
2023-04-11,32150,68840,169885,216525,-43140,250710,193690,-16282,43901,-410,915869
2023-04-12,31790,72104,169661,215337,-43044,249630,195868,-24470,43370,-172,910074
2023-04-13,33630,68576,169811,210778,-42667,250355,196148,-17336,43730,1364,914389
2023-04-14,34270,69296,170259,205477,-41722,251045,193978,-11792,43565,-1012,913364
2023-04-17,33220,71152,170567,204748,-41506,251528,190072,-10212,42811,-3071,909309
2023-04-18,31792,65167,170268,204204,-41796,250912,189072,-16444,43279,-3476,892978
2023-04-19,29724,62692,170099,199812,-40897,250120,189262,-24844,44170,-1964,878174
2023-04-20,28320,60692,168747,202177,-40666,248140,189336,-24394,44632,-3500,873484
2023-04-21,26770,61940,167499,200947,-42862,245830,193041,-31114,43813,-4358,861506
2023-04-24,27442,61664,167151,200614,-42652,245410,193961,-28359,43317,-2777,865771
2023-04-25,26524,63732,167457,201571,-43892,245733,195431,-27948,42629,-3437,867800
2023-04-26,24688,62742,167233,202771,-46132,245299,197753,-30608,42647,-2637,863756
2023-04-27,25572,64810,167047,202251,-45980,245071,196420,-36110,41495,-3373,857203
2023-04-28,18472,63606,166802,202856,-47030,244541,198092,-37540,42759,1171,853729
2023-05-04,19322,65713,166826,202737,-47743,244632,201356,-33944,41807,3961,864667
2023-05-05,21282,66831,167040,202887,-46287,245282,197684,-32760,41326,1777,865062
2023-05-08,20484,66100,166995,203055,-47391,245204,200148,-39816,41128,853,856760
2023-05-09,19724,64122,166989,203065,-47966,245159,203118,-44964,41614,1690,852551
2023-05-10,20120,64254,166807,203122,-48058,244727,206086,-49617,41649,-1092,847998
2023-05-11,17168,66533,166783,203140,-48938,244691,207094,-53697,41277,-7437,836614
2023-05-12,16556,65200,166957,203224,-48598,244955,204020,-55647,41387,-7077,830977
2023-05-15,16522,67174,166957,203227,-48416,244955,205820,-56016,41357,-7945,833635
2023-05-16,17350,63743,167034,203175,-48092,245087,204834,-57563,41239,-7789,829018
2023-05-17,19016,64401,167009,203193,-48416,245071,201714,-55190,41617,-7741,830674
2023-05-18,19696,62745,166925,203267,-49146,244991,210162,-59963,41337,-7201,832813
2023-05-19,17328,61665,166765,203367,-49802,244837,216662,-74327,41227,-7033,820689
2023-05-22,18804,63780,166782,203403,-50054,244873,216057,-77655,42137,-7592,820535
2023-05-23,19450,62318,166652,203478,-49942,244767,218972,-79032,40937,-7917,819683
2023-05-24,20368,61838,166629,203383,-50178,244745,215556,-79707,40595,-8649,814580
2023-05-25,19892,62484,166699,203334,-50141,244745,212364,-77532,40462,-8649,813658
2023-05-26,21218,62204,166699,203307,-50149,244738,213466,-75024,39442,-7978,817923
2023-05-29,20786,62435,166699,203647,-50050,244784,216858,-79920,39332,-8408,816163
2023-05-30,19382,61313,166699,203797,-50060,244777,217452,-80590,39310,-7562,814518
2023-05-31,22308,62429,166619,203429,-50384,244697,210654,-79118,40678,-7242,814070
2023-06-01,23106,61729,166519,201953,-50681,244591,206098,-76948,38603,-6850,808120
2023-06-02,22782,63704,166453,202223,-50381,244505,214918,-78148,41843,-7438,820461
2023-06-05,21528,63578,166453,202253,-50237,244499,213048,-77974,40751,-7284,816615
2023-06-06,22212,63179,166453,202253,-50021,244453,216590,-78254,40701,-7228,820338
2023-06-07,21052,63128,166488,202100,-50345,244517,216590,-77374,40129,-6927,819358
2023-06-08,21372,63310,166545,201983,-50373,244730,214925,-76888,41449,-5919,821134
2023-06-09,19122,63530,166449,202046,-49337,244556,216397,-77668,41746,-6183,820658
2023-06-12,21618,63794,166692,201826,-49925,244951,215201,-72936,43448,-6055,828614
2023-06-13,24582,63866,166677,201782,-49973,244966,211771,-72528,42710,-6577,827276
2023-06-14,24946,64046,166765,201724,-50303,245099,212849,-72816,45174,-7577,829907
2023-06-15,24894,64321,166950,201808,-50655,245371,209583,-72066,48996,-6757,832445
2023-06-16,22032,64577,166720,201241,-50550,244957,210181,-74146,51434,-6507,829939
2023-06-19,23830,64897,166642,201169,-51014,244770,209966,-73822,55025,-6723,834740
2023-06-20,24430,65337,166250,200935,-50924,244182,209174,-76517,59613,-9279,833201
2023-06-21,21850,64917,166106,200650,-50414,243857,213345,-77693,58340,-10359,830599
2023-06-26,22842,64377,166547,200842,-51288,244767,211245,-77189,54936,-9715,827364
2023-06-27,21602,63537,166547,200890,-51428,244650,211655,-77794,54450,-10075,824034
2023-06-28,21912,63369,166507,201009,-52486,244552,209045,-76584,58105,-10009,825420
2023-06-29,24292,63213,166483,201196,-53064,244657,207995,-75717,59545,-10119,828481
2023-06-30,25832,69390,166827,201348,-53154,245249,207899,-75156,83899,-9570,862564
2023-07-03,25272,67854,166862,201747,-52864,245385,207467,-74944,77574,-9506,854847
2023-07-04,25344,68694,166702,201723,-51754,245115,209084,-75268,77655,-9682,857613
2023-07-05,26676,68463,166774,201499,-53008,245248,208534,-75212,83067,-9074,862967
2023-07-06,30576,67773,165991,201787,-53080,243295,206476,-75156,79326,-9890,857098
2023-07-07,31200,67648,165821,201612,-53840,243207,205476,-75000,77190,-9338,853976
2023-07-10,33120,68220,166081,202452,-56336,243648,204153,-72462,77454,-9002,857328
2023-07-11,35846,69284,166432,203024,-57722,244467,201821,-71197,81993,-9146,864802
2023-07-12,36902,67604,166522,202660,-57008,244635,199126,-68757,86121,-7928,869877
2023-07-13,40234,68020,167012,205180,-59252,245559,195402,-69351,84576,-7552,869828
2023-07-14,32496,69620,166044,201984,-55886,243650,205410,-73347,83172,-7408,865735
2023-07-17,34722,69552,166848,204534,-58073,245200,200090,-71530,83820,-7240,867923
2023-07-18,35850,72177,166764,207576,-57913,245080,196673,-68890,91850,-6475,882692
2023-07-19,36226,73437,167376,205728,-57625,246230,198065,-68641,98177,-6377,892596
2023-07-20,37858,72179,167714,204558,-57317,247374,198290,-67336,95957,-7397,891880
2023-07-21,34726,71750,167532,201291,-57187,247374,200894,-70661,92821,-7652,880888
2023-07-24,39210,72670,168717,205331,-57681,250734,197576,-68742,95307,-8120,895002
2023-07-25,40464,72793,168701,210031,-57821,251630,194016,-56279,93273,-7280,909528
2023-07-26,42032,74817,169092,212285,-57782,252782,193370,-51085,97836,-6636,926711
2023-07-27,53040,73377,169200,211631,-58445,253898,188746,-57619,93624,-10188,917264
2023-07-28,48156,70545,169240,215507,-58333,252611,188106,-58035,81724,-10116,899405
2023-07-31,49276,70104,169636,225301,-59204,253051,188756,-49299,84484,-8460,923645
2023-08-01,45216,70251,167934,223087,-58983,249831,187681,-55948,85584,-9540,905113
2023-08-02,35658,67701,166184,218027,-58444,247893,190849,-64873,84807,-12760,875042
2023-08-03,38508,69927,166460,221024,-58763,248269,189956,-65782,89603,-13112,886090
2023-08-04,37128,67701,166334,214199,-58422,248223,190660,-70658,87953,-12632,870486
2023-08-07,37974,66945,165554,212609,-58433,246751,190195,-69566,84389,-13202,863216
2023-08-08,38514,73525,165744,213179,-58807,247174,189453,-67652,97775,-13664,885241
2023-08-09,39144,74636,165510,212989,-58903,245426,190419,-67913,99391,-14015,886684
2023-08-10,42664,76770,165952,217834,-59215,245840,190510,-63613,100151,-13454,903439
2023-08-11,37736,79122,165264,216682,-58639,243860,191710,-65591,108677,-13575,905246
2023-08-14,38792,82222,165859,215194,-58783,245410,191470,-66016,112667,-13300,913515
2023-08-15,36792,80822,165979,214536,-57931,245739,192172,-65081,115397,-13091,915334
2023-08-16,36636,87022,166249,217419,-58347,245647,191288,-57083,127787,-13211,943407
2023-08-17,41394,91918,165844,216291,-59201,244613,189958,-56387,141365,-13471,962324
2023-08-18,46714,100186,165514,224657,-60041,243203,189258,-43892,155340,-13103,1007836
2023-08-21,47434,88216,166069,219807,-60083,244519,189180,-42239,125520,-12031,966392
2023-08-22,46546,88726,166265,220267,-60195,245469,188606,-43535,121194,-10666,962677
2023-08-23,46470,90184,165770,220000,-60167,243327,188372,-36812,122754,-9742,970156
2023-08-24,49662,96970,166190,220273,-60336,245112,188216,-31882,132474,-10027,996652
2023-08-25,47534,101064,165588,215995,-60108,242112,189344,-38934,134333,-9707,987221
2023-08-28,45832,100724,165490,216559,-60108,241296,190389,-50726,132693,-9437,972712
2023-08-29,52418,100982,165906,229255,-61032,242048,188904,-39591,132859,-8069,1003680
2023-08-30,51456,100895,166314,234143,-60823,246152,189564,-40351,135547,-8426,1014471
2023-08-31,53106,99487,166950,237575,-61120,249287,187980,-34884,135718,-8030,1026069
2023-09-01,50070,93026,166950,232583,-60824,248333,186605,-40968,111706,-9326,978155
2023-09-04,49478,97258,166768,233294,-60926,247761,186405,-37608,118746,-11361,989815
2023-09-05,52862,100678,167020,234988,-60902,247869,186288,-39456,126496,-11937,1003906
2023-09-06,50414,100678,166690,232166,-60652,246329,186498,-41616,130933,-14305,997135
2023-09-07,48384,95134,165364,227406,-60600,241998,187038,-46536,109030,-13507,953711
2023-09-08,51984,98110,166162,232480,-60740,244518,186868,-44411,116674,-11365,980280
2023-09-11,59584,95761,166642,234057,-60830,246192,186718,-45656,105874,-12065,976277
2023-09-12,58400,89755,166460,229585,-60584,244632,187146,-47696,98794,-11379,955113
2023-09-13,60704,88064,166681,230703,-60769,245448,187116,-45848,95088,-6381,960806
2023-09-14,61792,93740,167071,231367,-60783,246672,186884,-43524,102864,-6177,979906
2023-09-15,59616,92228,167305,231616,-61210,247244,187136,-41864,100532,-9957,972646
2023-09-18,59682,88068,167151,232806,-61266,248804,186744,-40785,98108,-8277,971035
2023-09-19,58730,91268,167316,232976,-61056,248749,187016,-40281,103708,-6600,981826
2023-09-20,55874,89882,166036,230396,-60924,243765,187468,-44397,97669,-7731,958038
2023-09-21,57414,90332,166308,234180,-60919,244905,187488,-43137,96901,-4881,968591
2023-09-22,56226,89023,165552,230440,-60733,242355,187824,-46835,96997,-5755,955094
2023-09-25,52690,90682,165101,229516,-60664,239758,188342,-47351,96706,-9529,945251
2023-09-26,53842,91354,165157,230673,-60759,240134,188790,-47255,100171,-9457,952650
2023-09-27,55426,89940,165197,228373,-60711,241542,188610,-48983,94843,-11347,942890
2023-09-28,46978,83940,165041,233469,-60891,239106,189633,-47938,82417,-15175,916580
2023-10-09,45250,83049,165008,228307,-60059,237958,190725,-50710,75527,-16043,899012
2023-10-10,44818,87417,164999,228479,-60493,238110,190452,-51322,70775,-15735,897500
2023-10-11,42994,85689,164969,230075,-60289,238628,189882,-48460,72200,-14747,900941
2023-10-12,42718,89973,164974,228830,-60441,238484,190103,-49730,73764,-14475,904200
2023-10-13,44068,90074,164610,229920,-61155,240184,189743,-47882,74921,-12923,911560
2023-10-16,43348,88634,164610,228324,-60511,240044,190898,-50220,74217,-13208,906136
2023-10-17,43302,90170,164898,228678,-60028,239330,192094,-51748,72153,-12389,906460
2023-10-18,42796,91730,164598,233670,-60868,239874,189982,-47940,74221,-12675,915388
2023-10-19,42664,91621,165018,229958,-61218,238521,188267,-53506,74879,-12688,903516
2023-10-20,40948,89157,165403,224626,-60543,237721,187417,-57552,76779,-12534,891422
2023-10-23,42796,90613,164707,225990,-60183,239281,187978,-55900,74993,-12594,897681
2023-10-24,43156,93275,163891,228022,-60711,240673,185913,-54555,75647,-12939,902372
2023-10-25,43796,92159,163906,228161,-60519,240499,184655,-56763,75305,-12315,898884
2023-10-26,43748,91911,163360,229551,-61335,242152,183791,-50187,77483,-12120,908354
2023-10-27,45266,99153,163094,230151,-61935,242482,184437,-38789,82358,-12000,934217
2023-10-30,45542,91665,163211,231051,-61085,242234,184627,-45437,70983,-12228,910563
2023-10-31,44944,95053,162995,229101,-60740,242746,184237,-46229,69786,-14185,907708
2023-11-01,44346,97853,163006,231801,-60303,242548,184717,-48084,74903,-12755,918032
2023-11-02,45974,101984,162516,236301,-61338,244053,181117,-41628,79623,-13146,935456
2023-11-03,44610,112932,162286,237642,-61888,244413,180506,-35418,85552,-12202,958433
2023-11-06,43728,111322,162385,239756,-61672,244249,182856,-35120,90349,-12970,964883
2023-11-07,43770,115693,162049,241376,-62530,245921,181568,-22435,91896,-14245,983063
2023-11-08,43392,116269,162007,242261,-62530,246353,181752,-14911,92136,-14597,992132
2023-11-09,43980,105181,161902,250181,-62551,247973,183000,10199,77374,-13829,1003410
2023-11-10,43560,110437,161941,239683,-61886,247077,186871,-7217,79422,-15194,984694
2023-11-13,44880,113341,161959,236103,-62000,246297,184470,-6225,83128,-14564,987389
2023-11-14,46770,116691,162027,238352,-62494,250007,181974,-2737,85878,-12614,1003854
2023-11-15,50442,115611,162165,241752,-62725,253607,180676,35,85218,-12470,1014311
2023-11-16,49650,109591,162009,244339,-62805,250573,184446,3103,72246,-12334,1000818
2023-11-17,50162,104479,162219,254488,-61870,253048,185664,9421,70717,-12730,1015598
2023-11-20,43958,108178,162141,253882,-61030,251415,190669,8668,73279,-12653,1018507
2023-11-21,42734,105082,162303,251107,-61195,253956,191117,11451,68839,-12461,1012933
2023-11-22,42602,102650,161883,259277,-60403,250916,195902,7811,69075,-12682,1017031
2023-11-23,42722,104138,162533,262643,-61063,254516,192126,16957,72903,-12752,1034723
2023-11-24,41050,96330,162497,267343,-61415,254664,193041,51400,65595,-9182,1061323
2023-11-27,40402,96088,161685,265543,-61116,251224,195237,4375,67451,-8777,1012112
2023-11-28,40210,95440,161549,282175,-61300,251564,195301,20950,67344,-8929,1044304
2023-11-29,42190,97794,161718,283095,-62749,251969,192133,28870,67560,-8469,1054111
2023-11-30,40762,91481,162160,299559,-62841,254094,196309,37610,58144,-8326,1068952
2023-12-01,40666,90025,161276,302959,-61549,249674,204266,43820,56956,-7949,1080144
2023-12-04,40766,90215,161263,295989,-61277,248465,207113,44165,60556,-10949,1076306
2023-12-05,41106,92888,161641,302501,-61421,253025,204698,39409,63526,-11189,1086184
2023-12-06,40818,92276,161989,314400,-61778,259733,201386,63004,65277,-11431,1125674
2023-12-07,41322,95205,162144,307008,-61591,262288,196354,69364,69541,-10951,1130684
2023-12-08,41242,95205,162059,299108,-61191,260560,197011,65764,71326,-12679,1118405
2023-12-11,41402,101305,162304,296021,-61446,262771,195361,65662,75946,-12657,1126669
2023-12-12,40010,99497,161478,289589,-60756,256369,198903,57910,73548,-13044,1103504
2023-12-13,39770,93989,161325,289847,-60795,255632,198980,58219,68207,-11564,1093610
2023-12-14,40478,93464,161295,287605,-60655,254890,193128,61649,68317,-11571,1088600
2023-12-15,40728,90720,161349,283197,-60795,254422,198276,56945,63025,-11611,1076256
2023-12-18,40736,91164,161333,284451,-60960,254728,198060,54824,64930,-11629,1077637
2023-12-19,41224,88339,161363,286981,-61680,256128,193472,54314,63832,-11461,1072512
2023-12-20,41448,88339,161411,296389,-61890,258078,190931,56334,67030,-11227,1086843
2023-12-21,41520,84544,161443,298242,-62382,259251,190627,59162,61698,-11035,1083070
2023-12-22,41410,87030,161431,294498,-61995,259771,189127,52092,63420,-11251,1075533
2023-12-25,41360,86352,161506,294783,-61947,260046,192592,50678,61026,-10923,1075473
2023-12-26,41828,89238,161506,295979,-61911,260158,196696,48350,66966,-11040,1087770
2023-12-27,41954,88786,161398,296249,-61974,257780,203420,46910,67758,-11247,1091034
2023-12-28,41522,83616,161422,298207,-61942,258842,207794,45200,64352,-12066,1086947
2023-12-29,41570,76466,161647,295270,-61942,260698,204350,43585,54265,-11445,1064464
2024-01-02,41090,75738,161687,301099,-61942,261583,202125,48607,53086,-11933,1071140
2024-01-03,41252,76838,161657,297067,-61942,261111,206985,41607,54211,-13428,1065358
2024-01-04,41284,71546,161193,292231,-61942,257205,213149,38679,48799,-13032,1049112
2024-01-05,40150,67034,160896,288044,-61936,255441,210849,36039,45319,-13068,1028768
2024-01-08,39490,67479,160805,289196,-61916,254946,215455,34466,44407,-12996,1031332
2024-01-09,39760,65913,160505,282812,-61673,252773,218689,27216,42713,-13212,1015496
2024-01-10,39696,65913,160757,284292,-61805,254393,212251,30010,42713,-13037,1015183
2024-01-11,39990,62393,160652,281652,-61819,253443,212019,27953,40068,-13117,1003234
2024-01-12,39780,61998,160612,281332,-61936,252729,208109,28667,43764,-12424,1002631
2024-01-15,40044,62294,160602,282624,-61958,252729,207395,39224,44370,-12600,1014724
2024-01-16,39972,59447,160450,281820,-61771,251109,209915,35864,42020,-13064,1005762
2024-01-17,40032,57627,160594,283510,-62179,253313,208790,37691,40300,-13075,1006603
2024-01-18,40416,58677,160602,283825,-61958,253370,207520,39299,39900,-13055,1008596
2024-01-19,40624,58312,160483,286345,-62504,252926,212330,76967,38196,-14486,1049193
2024-01-22,40992,58960,160637,285491,-62588,254021,201494,71325,38133,-13403,1035062
2024-01-23,41292,60570,160798,287463,-62828,256648,197347,69596,39277,-13171,1036992
2024-01-24,41138,59618,160952,287522,-62840,257768,198012,67678,38621,-12931,1035538
2024-01-25,41642,56930,160994,286710,-62831,258626,203043,58846,38281,-12827,1029414
2024-01-26,41418,53780,161018,286942,-62859,258212,196193,64267,36981,-12739,1023213
2024-01-29,41346,53240,160402,286262,-62858,254660,210030,53971,37026,-12583,1021496
2024-01-30,40396,55805,159958,286738,-62823,251657,214674,54895,37146,-12678,1025768
2024-01-31,38596,58085,159994,282748,-62951,251657,214674,51025,36978,-12793,1018013
2024-02-01,38178,56300,159674,281768,-63215,249425,213484,57425,37326,-12673,1017692
2024-02-02,38214,56108,159681,282873,-63080,249305,216168,54050,37668,-13159,1017828
2024-02-05,38754,56719,159656,283769,-62927,249305,210228,54416,37616,-13375,1014161
2024-02-06,39006,56249,159680,284921,-62053,249305,202914,55376,38738,-13633,1010503
2024-02-07,39074,57131,159732,284480,-61965,250295,201818,54186,37678,-13423,1009006
2024-02-08,40730,58523,159618,281214,-62090,248387,215810,43694,36478,-12907,1009457
2024-02-19,39722,57865,159512,278148,-63260,245937,210506,45887,36947,-13015,998249
2024-02-20,39654,57113,159542,277482,-62963,247289,207406,44600,38606,-12952,995777
2024-02-21,40284,56868,159538,277986,-62336,246805,206914,45980,38515,-13008,997546
2024-02-22,39594,56724,159546,278196,-62166,246844,203134,45410,39194,-13212,993264
2024-02-23,38490,56676,159798,276543,-62901,245628,208126,39726,39509,-13107,988488
2024-02-26,40100,58227,159294,278892,-60957,247737,198563,41106,36037,-13227,985772
2024-02-27,40232,57987,159437,275510,-61389,247289,200227,40773,35211,-13319,981958
2024-02-28,40526,58033,159554,275846,-61444,247046,193747,42863,36072,-13239,979004
2024-02-29,39910,61041,159734,276158,-60884,246526,192200,46304,29976,-13063,977902
2024-03-01,40232,63201,159684,275778,-61904,246601,191630,49494,27546,-12795,979467
2024-03-04,38736,62538,160104,274866,-63043,246049,197454,54508,26961,-12275,985898
2024-03-05,39600,62052,160143,275458,-61801,245842,194154,55372,27073,-12310,985583
2024-03-06,39204,63004,160115,274210,-62837,246102,199230,57132,26845,-11940,991065
2024-03-07,39468,66426,160195,275350,-62171,246000,196038,57294,20969,-11654,987915
2024-03-08,38896,65999,161491,273375,-61157,245088,200630,49258,19359,-11750,981189
2024-03-11,39064,66557,161113,273975,-63606,245382,194030,48262,14189,-11807,967159
2024-03-12,39442,66423,161813,273407,-63525,245148,197880,51169,14999,-12005,974751
2024-03-13,41202,68399,162957,273067,-61629,244756,199500,38071,13842,-8621,971544
2024-03-14,42042,69189,163529,273587,-58669,244693,193329,35623,13842,-7087,970078
2024-03-15,42346,67064,163326,270689,-57958,244655,193577,40375,14070,-7501,970643
2024-03-18,42962,67984,162006,271448,-56758,244247,189769,50407,12778,-8047,976796
2024-03-19,42242,69536,161710,270868,-57648,244203,181509,39061,12462,-7403,956540
2024-03-20,40042,75536,160030,271968,-58964,243899,186891,47269,9012,-1623,974060
2024-03-21,40592,71004,160570,271385,-60336,244025,191220,41497,11358,-8463,962852
2024-03-22,40676,66560,161221,269485,-62144,244109,197324,32942,15831,-7176,958828
2024-03-25,40516,67782,164389,269156,-64630,244535,205409,33494,15467,-7264,968854
2024-03-26,41332,69562,165181,267995,-66295,244808,205291,27388,14963,-7342,962883
2024-03-27,42232,67042,164630,267121,-68957,244857,204500,28476,17027,-6262,960666
2024-03-28,42282,70576,166518,267276,-67553,245467,207578,34101,15857,-3994,978108
2024-03-29,44182,73276,165132,267708,-62608,244661,204330,33381,14777,-3182,981657
2024-04-01,45014,70216,164670,267420,-63286,244211,207900,35621,15559,-1167,986158
2024-04-02,45118,68032,166089,267510,-63910,244559,211260,38197,15559,6065,998479
2024-04-03,44038,70702,162306,268050,-65302,243524,205410,45109,14149,17523,1005509
2024-04-08,43170,71746,160980,268211,-65421,242916,205280,48038,13861,18915,1007696
2024-04-09,43350,70528,161299,268259,-60780,243191,203696,50430,13861,19595,1013429
2024-04-10,42570,67298,160489,267884,-61385,243031,201435,46998,14792,18698,1001810
2024-04-11,41670,71022,160084,268010,-60465,242905,203151,47754,14057,26602,1014790
2024-04-12,42962,74030,160396,267470,-55110,242899,205327,49097,11411,25650,1024132
2024-04-15,44546,76634,160596,267140,-56102,242914,213806,46589,8863,23922,1028908
2024-04-16,44802,67520,158820,267370,-54436,242746,209342,49105,14398,24497,1024164
2024-04-17,41922,71055,158820,268382,-50685,242720,209342,58345,13726,25647,1039274
2024-04-18,41922,73504,158974,268166,-48060,242720,214418,58416,12221,25269,1047550
2024-04-19,41672,72349,159074,268790,-50895,242684,209828,60297,13133,18549,1035481
2024-04-22,41672,72349,159074,268790,-50895,242684,209828,60297,13133,18549,1035481
